frame,WT_cPRC,WT_cPRC,WT_cPRC,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa
90,0.768326,0.653437,0.753396,1.107196,1.076594,0.800382,1.01786,0.824843,0.885552,0.83868,0.95524,1.229122,0.710373,0.688377,0.535619,0.519492,0.812935,0.592907,0.909084,1.07649,0.728513,0.662043,1.554479,0.873466,0.808784,0.83302,0.922047,0.785686,0.64055,0.553236,0.831447,0.860426,0.886446,0.943489,0.932278,0.904558,0.929126,0.921093,0.922877,1.106233,0.985145,1.023359,1.00809,0.849618,0.955365,0.923505,0.947664,0.918171,0.942671,0.934224,0.947575,0.99017,0.902699,0.914662,1.023309
91,0.773254,0.642217,0.755491,1.107687,1.063927,0.793544,0.979848,0.815321,0.889015,0.8315,0.947718,1.186509,0.708199,0.682735,0.52823,0.514769,0.807096,0.583594,0.886452,1.041385,0.732557,0.657559,1.560284,0.867626,0.796623,0.831069,0.913275,0.78123,0.643327,0.551964,0.821222,0.859272,0.884292,0.929919,0.9301,0.91891,0.924733,0.934244,0.923202,1.099708,0.973733,1.018775,0.999326,0.861909,0.937296,0.919656,0.923872,0.926677,0.961193,0.928262,0.93848,0.989062,0.905125,0.894392,1.038522
92,0.760854,0.641539,0.750214,1.097983,1.086709,0.810438,0.997492,0.802083,0.900203,0.849873,0.954964,1.240676,0.706296,0.66968,0.526565,0.500645,0.81439,0.574598,0.873369,1.026187,0.72781,0.655778,1.485409,0.864366,0.791041,0.821054,0.919701,0.78115,0.63251,0.547673,0.78253,0.849341,0.891408,0.922576,0.934713,0.91292,0.937287,0.928376,0.930104,1.09237,0.982538,1.00914,1.011292,0.868083,0.980086,0.938273,0.945072,0.925198,0.943155,0.910998,0.925475,0.983491,0.894228,0.883695,1.022518
93,0.751515,0.640894,0.749851,1.089173,1.089716,0.810216,0.995632,0.794088,0.895941,0.85714,0.932722,1.25123,0.68284,0.662097,0.514322,0.496186,0.815789,0.544409,0.869173,1.033392,0.71475,0.651606,1.427835,0.839992,0.776517,0.806244,0.91357,0.755351,0.655642,0.522373,0.747618,0.847695,0.853566,0.929452,0.912128,0.919909,0.914212,0.938214,0.925439,1.091057,0.954107,1.009113,1.009986,0.868932,0.974378,0.926537,0.93539,0.944528,0.947394,0.91147,0.954749,0.977074,0.894356,0.910348,1.052573
94,0.743507,0.630658,0.740923,1.084969,1.084522,0.825667,0.988151,0.78696,0.884852,0.85714,0.934648,1.263292,0.662167,0.641697,0.508826,0.490771,0.794094,0.525982,0.814045,1.012824,0.69409,0.631336,1.352716,0.812111,0.765273,0.794819,0.895166,0.725765,0.645593,0.504649,0.707448,0.831691,0.823706,0.927143,0.921707,0.921812,0.930974,0.938012,0.940198,1.073129,0.955534,0.998957,1.001348,0.865704,0.965494,0.921261,0.932222,0.929265,0.957736,0.901111,0.952782,0.973224,0.897378,0.908161,1.028008
95,0.727124,0.625556,0.732205,1.086669,1.103932,0.781779,1.015179,0.797169,0.910393,0.85291,0.950562,1.259886,0.651796,0.617442,0.508848,0.486115,0.756785,0.534382,0.771107,1.005208,0.698664,0.604034,1.316553,0.80688,0.756921,0.797334,0.864478,0.708815,0.65144,0.492622,0.675451,0.815478,0.798094,0.935912,0.900468,0.916508,0.928884,0.942792,0.936585,1.074484,0.972258,1.00247,1.008174,0.886604,0.968112,0.923192,0.927435,0.940528,0.958831,0.906944,0.950637,0.970861,0.881417,0.900656,1.035405
96,0.71852,0.620322,0.736535,1.077725,1.096505,0.823048,1.002811,0.790244,0.979122,0.856424,0.972025,1.276059,0.641409,0.600363,0.508119,0.474183,0.738392,0.509406,0.732341,0.999467,0.705826,0.581351,1.263009,0.795447,0.740686,0.776294,0.866506,0.695654,0.641938,0.484091,0.651232,0.817275,0.783726,0.939869,0.893676,0.916446,0.934543,0.94608,0.922571,1.069856,0.946975,0.999643,1.00868,0.862532,0.973906,0.923627,0.921496,0.933468,0.950936,0.890023,0.956737,0.969607,0.895335,0.874416,1.017447
97,0.71546,0.626184,0.746504,1.083449,1.135463,0.826599,0.993902,0.813997,0.979321,0.866554,0.94969,1.282577,0.63295,0.588112,0.512363,0.468179,0.721706,0.499643,0.702727,0.989733,0.722421,0.569013,1.244593,0.783608,0.741888,0.772509,0.850236,0.688715,0.65038,0.48274,0.649264,0.814986,0.774849,0.923108,0.905145,0.911953,0.9196,0.941553,0.911827,1.044945,0.941663,0.994785,1.009986,0.86627,0.94309,0.918595,0.914297,0.930005,0.94967,0.883589,0.967508,0.970978,0.906529,0.897642,1.017679
98,0.717983,0.621744,0.754262,1.068378,1.156605,0.808507,1.007395,0.810509,0.960374,0.881109,0.949599,1.217458,0.637882,0.577412,0.519937,0.462411,0.701755,0.492486,0.675971,0.934384,0.732058,0.548636,1.201076,0.790433,0.724797,0.774649,0.856378,0.683367,0.640367,0.469468,0.63879,0.812073,0.76658,0.91452,0.894733,0.924651,0.940983,0.941882,0.922667,1.050469,0.952041,0.98677,1.002022,0.884905,0.95824,0.914502,0.96235,0.928358,0.948276,0.904435,0.96438,0.960477,0.902954,0.883163,1.010049
99,0.717397,0.628797,0.759809,1.075891,1.182257,0.815611,1.018985,0.803508,0.991542,0.900653,0.937629,1.167615,0.623806,0.56722,0.52527,0.45697,0.688035,0.482432,0.662659,0.889248,0.748174,0.538235,1.188978,0.79807,0.716628,0.776318,0.855635,0.67907,0.649613,0.47058,0.634927,0.819375,0.75778,0.943606,0.880094,0.934448,0.940685,0.945094,0.936795,1.039108,0.974619,0.972552,1.006067,0.880997,0.954464,0.923002,0.90861,0.924592,0.945601,0.870357,0.931106,0.962694,0.904657,0.885527,1.026938
100,0.735301,0.62764,0.768854,1.079961,1.178567,0.824668,1.020844,0.784134,1.030901,0.922193,0.924421,1.11466,0.625862,0.564433,0.539004,0.455095,0.679109,0.479376,0.650228,0.850433,0.74957,0.525499,1.176741,0.799475,0.721212,0.780761,0.85705,0.670826,0.65334,0.473309,0.625889,0.819981,0.751013,0.925067,0.876602,0.941843,0.951817,0.952479,0.934348,1.033354,0.974373,0.982598,1.010238,0.875446,0.918798,0.913197,0.887409,0.93683,0.916524,0.887278,0.953989,0.979524,0.911339,0.87814,1.001721
101,0.760258,0.640357,0.774225,1.06726,1.181619,0.868512,1.022055,0.79722,1.008791,0.906314,0.950562,1.081484,0.636511,0.559503,0.541398,0.45147,0.674809,0.473886,0.635132,0.821858,0.753634,0.521001,1.166845,0.80433,0.712452,0.78692,0.863829,0.661197,0.661892,0.478051,0.632355,0.832618,0.743017,0.941361,0.868113,0.943528,0.964968,0.951239,0.924483,1.037836,0.977816,0.971536,0.984368,0.866667,0.922318,0.91574,0.904147,0.932426,0.91597,0.896586,0.930838,0.96914,0.91053,0.914071,1.011817
102,0.78463,0.660788,0.791811,1.117705,1.191188,0.848843,1.030877,0.802414,1.007859,0.927659,0.946205,1.071472,0.64826,0.560096,0.545381,0.446421,0.665109,0.471346,0.617443,0.795185,0.741817,0.51563,1.145896,0.818038,0.711434,0.802835,0.862756,0.659685,0.657214,0.477866,0.615622,0.834812,0.736796,0.882242,0.874776,0.94646,0.955044,0.942438,0.927351,1.068605,0.99395,0.988911,1.013483,0.87471,0.91,0.927285,0.907134,0.934006,0.925444,0.902526,0.940045,0.970365,0.893718,0.8873,1.012934
103,0.815738,0.681558,0.808942,1.092259,1.16631,0.897904,1.040131,0.797424,0.988812,0.926379,0.955285,1.038734,0.665626,0.55935,0.545229,0.447493,0.661415,0.472973,0.615562,0.781322,0.749906,0.510132,1.129481,0.827283,0.708338,0.789388,0.858512,0.652205,0.649028,0.469468,0.611478,0.842474,0.728602,0.958304,0.861481,0.947147,0.962551,0.949014,0.915555,1.070565,0.979144,0.973951,0.996503,0.890173,0.937382,0.894321,0.914225,0.936729,0.913793,0.886935,0.937385,0.972669,0.890695,0.903965,1.019959
104,0.865087,0.725397,0.832052,1.077277,1.146763,0.921169,1.05903,0.808065,0.976724,0.938722,0.951708,1.035061,0.672046,0.560883,0.551106,0.444556,0.655399,0.466795,0.60969,0.767075,0.754062,0.506605,1.117932,0.835108,0.70188,0.795101,0.861542,0.653637,0.655533,0.470951,0.612072,0.845917,0.7249,0.940116,0.875609,0.952139,0.953381,0.954831,0.925859,1.067959,0.977767,0.995828,0.997514,0.893231,0.934979,0.898904,0.912245,0.939923,0.918402,0.882517,0.935911,0.98247,0.880608,0.91614,1.000233
105,0.920676,0.778067,0.856987,1.079424,1.106347,0.900435,1.075506,0.796431,0.97436,0.92844,0.93474,1.023582,0.680505,0.565501,0.55634,0.448479,0.644254,0.471796,0.603311,0.753779,0.755468,0.503022,1.117575,0.855526,0.708032,0.795971,0.856355,0.648131,0.656227,0.470951,0.60823,0.851157,0.715068,0.939584,0.868113,0.966616,0.950424,0.947547,0.918958,1.125141,0.961289,0.998051,1.013862,0.900821,0.931545,0.899965,0.903139,0.942848,0.915586,0.906708,0.93781,0.989354,0.895633,0.913717,1.008421
106,0.969319,0.86458,0.879302,1.095434,1.10293,0.887426,1.072652,0.835052,0.958276,0.934448,0.978904,0.999116,0.697643,0.562654,0.558952,0.45051,0.643125,0.471783,0.593942,0.745071,0.776667,0.502476,1.125878,0.87006,0.707869,0.804058,0.854504,0.644136,0.643583,0.473548,0.607116,0.839106,0.711639,0.954451,0.8643,0.964338,0.943983,0.949014,0.917562,1.104399,0.973045,0.990503,1.029283,0.894194,0.90103,0.906791,0.929559,0.945537,0.906951,0.876083,0.967777,0.989208,0.902103,0.908752,1.024891
107,0.997884,0.938293,0.895449,1.093511,1.10498,0.924855,1.048218,0.826498,0.955712,0.950023,0.959138,1.001412,0.70836,0.558528,0.562163,0.450319,0.646361,0.468859,0.595413,0.73419,0.769771,0.506208,1.107775,0.879103,0.702125,0.796652,0.849257,0.646348,0.650088,0.466819,0.605689,0.842284,0.715478,0.939584,0.872693,0.971171,0.950082,0.945524,0.888885,1.109777,0.988637,0.989542,1.017865,0.883489,0.93133,0.91642,0.927327,0.949033,0.933951,0.901218,0.968201,0.996996,0.914914,0.908812,1.023448
108,1.046836,0.986241,0.921157,1.075578,1.088258,0.988878,1.063311,0.83024,0.960607,0.954318,0.946939,0.993442,0.706414,0.553343,0.567528,0.444515,0.639832,0.47251,0.594159,0.726162,0.7741,0.506747,1.108001,0.881494,0.711108,0.81151,0.843964,0.64229,0.646835,0.465785,0.603211,0.857135,0.720758,0.974417,0.868593,0.980905,0.934244,0.940061,0.899839,1.064582,1.000344,0.986715,1.013651,0.892778,0.945794,0.906669,0.919804,0.946747,0.913039,0.904199,0.976112,1.005192,0.886822,0.923113,1.034242
109,1.0815,1.013006,0.967248,1.066857,1.074817,0.956001,1.064219,0.842689,0.947521,0.935945,0.951754,0.988096,0.711007,0.553818,0.563273,0.443065,0.635878,0.470751,0.596547,0.718087,0.773947,0.504002,1.107348,0.884493,0.714571,0.812027,0.842985,0.646937,0.642669,0.477283,0.605273,0.852746,0.720242,0.974702,0.862442,0.975695,0.931088,0.936798,0.901312,1.072337,0.993015,0.986715,1.033117,0.895554,0.927983,0.918351,0.928587,0.948529,0.919967,0.906237,0.972559,1.005892,0.902869,0.92004,1.03066
110,1.125892,1.038076,1.014533,1.061491,1.063562,0.963726,1.046143,0.819776,0.959675,0.954556,0.981793,0.987747,0.72186,0.552877,0.561934,0.439574,0.633574,0.472431,0.595076,0.713183,0.770362,0.506449,1.116078,0.891956,0.719989,0.809112,0.850483,0.649086,0.645191,0.477098,0.608594,0.854997,0.727965,1.026958,0.853152,0.969767,0.935183,0.939833,0.897182,1.076652,0.989966,0.979578,1.014915,0.889833,0.932275,0.913197,0.939169,0.937099,0.923836,0.924101,0.976425,0.996704,0.895931,0.927782,1.018517
111,1.157139,1.075904,1.038474,1.052905,1.038092,1.040004,1.044888,0.839456,0.958776,0.961129,0.995185,0.980105,0.728339,0.553318,0.559943,0.443315,0.636997,0.473648,0.58813,0.71514,0.761499,0.507776,1.124216,0.890942,0.713247,0.814918,0.840132,0.645234,0.642048,0.483932,0.614227,0.857929,0.716237,1.026426,0.868945,0.96958,0.934685,0.927997,0.897717,1.062727,0.996262,0.986084,1.007921,0.893175,0.93721,0.907172,0.939745,0.948428,0.931618,0.923136,0.988402,0.99227,0.90372,0.911648,1.02503
112,1.18154,1.14306,1.087794,1.050892,1.024422,1.091062,1.05371,0.85799,0.942526,0.949654,0.987939,0.971457,0.731917,0.553674,0.562979,0.445721,0.635318,0.478821,0.585574,0.716907,0.764076,0.508237,1.125765,0.888232,0.716221,0.804927,0.83788,0.647765,0.650928,0.483562,0.615747,0.849908,0.72094,1.019486,0.871284,0.973885,0.933149,0.940212,0.903128,1.062685,0.972061,0.98677,1.032274,0.895327,0.927382,0.908532,0.923872,0.934409,0.961804,0.893369,0.964782,0.999504,0.899719,0.93381,1.033126
113,1.223706,1.161135,1.14114,1.051742,1.021871,1.176153,1.053883,0.880318,0.959775,0.942626,0.986288,0.963178,0.728492,0.551624,0.560955,0.448734,0.635169,0.482022,0.581101,0.710762,0.75992,0.503299,1.139212,0.884175,0.717667,0.812309,0.846557,0.647733,0.644021,0.481495,0.615331,0.850797,0.729513,0.988337,0.861545,0.97816,0.94286,0.937506,0.880511,1.057995,1.008362,1.008509,1.029957,0.912433,0.931888,0.900957,0.93323,0.941906,0.953781,0.878228,0.964648,1.002246,0.898485,0.924532,1.03829
114,1.259175,1.160995,1.193223,1.039578,1.011437,1.165542,1.039483,0.886301,0.944191,0.965662,0.989085,0.968441,0.720227,0.555156,0.558887,0.454965,0.637641,0.48689,0.581173,0.709709,0.755325,0.502469,1.144869,0.898245,0.725652,0.816493,0.850884,0.649308,0.650819,0.487747,0.629335,0.849246,0.728967,0.983057,0.857285,0.977879,0.948817,0.947673,0.877414,1.067855,1.002853,1.008399,1.055659,0.921495,0.913047,0.925925,0.977035,0.951589,0.972971,0.900618,0.976022,0.994196,0.898102,0.920513,1.046385
115,1.28306,1.174158,1.218018,1.057243,1.009341,1.101718,1.018552,0.879834,0.936665,0.972842,0.997799,0.959464,0.720862,0.553733,0.554468,0.458443,0.638769,0.490396,0.583235,0.708205,0.754327,0.505733,1.153886,0.902245,0.715956,0.806056,0.852841,0.651521,0.652244,0.490767,0.628971,0.855016,0.728527,0.962507,0.857701,0.974728,0.935751,0.941123,0.905995,1.062331,1.007919,1.02904,1.064633,0.905749,0.932618,0.93996,1.032719,0.956833,1.010385,0.909689,0.987732,0.984103,0.918277,0.915785,1.01633
116,1.294307,1.180971,1.236576,1.025849,1.000365,1.145385,1.041472,0.877721,0.952482,0.978374,1.002431,0.948361,0.720887,0.548819,0.555404,0.462152,0.640952,0.486692,0.579545,0.707112,0.749468,0.503775,1.142362,0.907403,0.718726,0.820984,0.858536,0.655945,0.651915,0.490741,0.623567,0.868183,0.728238,0.980514,0.855042,0.970921,0.945163,0.940845,0.901962,1.050823,1.003837,1.032993,1.064507,0.900368,0.918627,0.946229,0.992693,0.950849,1.025777,0.900039,1.006547,0.985853,0.894484,0.927309,1.034893
117,1.311217,1.185403,1.246393,1.012298,0.994715,1.197065,1.043937,0.902187,0.988545,0.9664,0.997524,0.951,0.718045,0.551361,0.552858,0.459751,0.644552,0.486533,0.578074,0.710802,0.741848,0.505825,1.170152,0.926097,0.722719,0.819009,0.856755,0.649118,0.655898,0.496092,0.633323,0.857816,0.727495,0.99917,0.865261,0.962684,0.94441,0.952934,0.880071,1.064624,1.012297,1.043451,1.024185,0.896743,0.913133,0.898047,0.962962,0.955925,1.042008,0.876555,0.99533,0.977278,0.883289,0.911589,1.03922
118,1.306567,1.20896,1.267994,1.022584,0.997266,1.146295,1.030618,0.89572,1.033033,0.975597,0.995047,0.935971,0.723442,0.54704,0.55387,0.459148,0.643573,0.485435,0.579642,0.701614,0.73161,0.502895,1.167724,0.933009,0.721476,0.82049,0.867649,0.645823,0.652463,0.493549,0.635364,0.855338,0.722852,1.028969,0.851935,0.960937,0.935481,0.939327,0.879651,1.050156,1.010084,1.041667,1.057428,0.907278,0.933476,0.925245,0.961486,0.954009,1.035735,0.906816,0.993453,0.995187,0.897889,0.9253,1.069461
119,1.322077,1.232459,1.299306,1.028532,0.967103,1.211872,1.032304,0.904936,1.02857,0.967962,1.006833,0.934621,0.731317,0.550565,0.544217,0.456349,0.641232,0.480474,0.580341,0.699496,0.732017,0.503775,1.170013,0.933777,0.714001,0.819855,0.860811,0.647733,0.652792,0.490741,0.62389,0.857362,0.725158,1.015581,0.872245,0.955415,0.94232,0.944006,0.874871,1.052595,1.027988,1.020312,1.069731,0.877825,0.904635,0.939089,0.963718,0.956699,1.061042,0.874775,1.006637,0.997754,0.954201,0.908161,1.040663
120,1.327998,1.205669,1.32134,1.021242,0.974621,1.206611,1.03291,0.917055,1.014985,0.974187,1.006329,0.928919,0.735901,0.551717,0.543324,0.453858,0.633322,0.47763,0.577929,0.699334,0.723266,0.504349,1.158951,0.947804,0.713634,0.818891,0.861613,0.649945,0.656885,0.496304,0.6095,0.857702,0.720576,0.997574,0.868145,0.961062,0.933149,0.953338,0.902592,1.055097,1.035121,1.031868,1.046726,0.878675,0.909657,0.927041,0.949428,0.950143,1.039974,0.881681,0.966056,1.009071,0.924747,0.930678,1.010561
121,1.33993,1.201196,1.317782,1.02558,0.99959,1.26302,1.027461,0.901372,0.998635,0.990651,1.027975,0.922402,0.73415,0.552683,0.542334,0.452524,0.630002,0.478252,0.577737,0.705567,0.726129,0.50398,1.153242,0.940921,0.713288,0.811181,0.858677,0.650582,0.655752,0.496834,0.607001,0.847581,0.729118,0.980164,0.862795,0.970921,0.942433,0.942109,0.885807,1.049948,0.984358,1.013422,1.02587,0.884452,0.914893,0.929896,0.945324,0.951824,1.073873,0.893712,0.974145,1.009363,0.889121,0.944743,1.020657
122,1.327799,1.195474,1.316554,1.033093,0.998633,1.252031,1.021623,0.921714,0.998102,0.977745,1.026875,0.931215,0.737965,0.545575,0.553021,0.450345,0.628323,0.473476,0.58561,0.702397,0.727616,0.504903,1.151492,0.935458,0.704365,0.817293,0.865374,0.646046,0.664632,0.495827,0.602305,0.845273,0.724566,0.979204,0.867632,0.966772,0.945163,0.937228,0.896322,1.06183,1.049877,0.990475,1.047316,0.893005,0.9097,0.954171,0.938593,0.963725,1.080232,0.893111,0.982793,1.0091,0.927982,0.927014,1.037778
123,1.318669,1.184436,1.308164,1.032914,1.02743,1.348688,1.032607,0.962346,0.995072,0.969046,1.035955,0.915233,0.737559,0.548675,0.549179,0.451292,0.62185,0.472801,0.579292,0.696838,0.731273,0.502214,1.15184,0.926502,0.710375,0.812662,0.862426,0.650629,0.666277,0.498159,0.603544,0.84289,0.726554,1.001725,0.865678,0.985679,0.964726,0.936621,0.91066,1.044111,0.994688,1.005352,1.053931,0.884735,0.907639,0.980812,0.931862,0.961372,1.087829,0.898838,1.002615,1.011813,0.922661,0.941788,1.0328
124,1.32454,1.164178,1.301424,1.05997,1.02866,1.379878,1.045278,0.959928,0.989444,0.965315,1.031552,0.911101,0.72773,0.555284,0.544445,0.455416,0.624219,0.476175,0.580281,0.687023,0.727667,0.504548,1.139708,0.916156,0.705934,0.813555,0.859715,0.650502,0.664048,0.490185,0.590862,0.847127,0.726873,0.975533,0.857957,0.983339,0.948817,0.946535,0.911731,1.051136,1.002361,1.021245,1.035308,0.903823,0.913863,0.936669,0.956699,0.96433,1.114615,0.908853,1.003553,1.004171,0.904657,0.908516,1.047129
125,1.327819,1.158266,1.281076,1.062564,1.026291,1.345869,1.073949,0.965911,0.988179,0.962409,1.039532,0.9025,0.728365,0.55336,0.548592,0.451577,0.625721,0.474481,0.582113,0.685134,0.727555,0.501639,1.145295,0.921068,0.701126,0.812191,0.855907,0.652826,0.665254,0.488754,0.590269,0.851649,0.72572,0.99254,0.866287,0.977941,0.964158,0.944133,0.929358,1.054242,0.995032,1.015838,1.036109,0.882639,0.902403,0.9035,0.951839,0.958043,1.079962,0.89873,1.015374,0.995858,0.92049,0.937297,1.029497
126,1.338768,1.161656,1.275693,1.081481,1.051715,1.321915,1.078533,0.946434,1.039459,0.961498,1.029443,0.89198,0.717698,0.542855,0.547166,0.455327,0.622652,0.474323,0.57928,0.685661,0.723215,0.499021,1.139429,0.932878,0.708134,0.799027,0.855093,0.649563,0.664377,0.485866,0.592705,0.838936,0.726418,0.961859,0.867087,0.972169,0.959466,0.946181,0.898673,1.059037,1.021446,1.002827,1.042513,0.876919,0.899227,0.905064,0.944712,0.957405,1.096791,0.888479,1.005408,1.001633,0.912786,0.943502,1.043407
127,1.331456,1.152875,1.278396,1.0953,1.09974,1.279736,1.081604,0.955116,1.076221,0.967007,1.049301,0.884497,0.725396,0.547345,0.549092,0.452399,0.622428,0.474442,0.576687,0.672763,0.716604,0.496374,1.144364,0.936878,0.70518,0.802294,0.854174,0.649484,0.673257,0.483509,0.589071,0.848149,0.724551,0.982707,0.867376,0.988643,0.984446,0.949317,0.907047,1.066792,1.010871,1.012324,1.043693,0.894817,0.881373,0.958767,0.941149,0.958346,1.079507,0.887042,1.012179,0.996558,0.924108,0.940902,1.035126
128,1.327551,1.156116,1.288599,1.090023,1.102064,1.333304,1.119184,0.965172,1.084746,0.973341,1.062142,0.891418,0.724516,0.543143,0.54845,0.453376,0.622773,0.472008,0.587443,0.677869,0.707813,0.494948,1.143581,0.943051,0.715671,0.804387,0.846192,0.65195,0.675376,0.480409,0.588926,0.837631,0.724369,0.99123,0.863852,0.985773,0.980124,0.94479,0.912897,1.059016,1.010379,0.994346,1.037415,0.883376,0.875193,0.935921,0.948564,0.963658,1.077117,0.886806,1.008156,0.993379,0.923512,0.933515,1.045129
129,1.325027,1.149526,1.305344,1.101427,1.084112,1.389247,1.148287,0.992413,1.075589,0.983428,1.088283,0.889068,0.721471,0.546625,0.544152,0.454988,0.619238,0.47386,0.584971,0.682928,0.704716,0.496367,1.135434,0.940457,0.711393,0.794302,0.8502,0.652428,0.674792,0.475429,0.584344,0.821324,0.733928,1.000597,0.855875,0.99011,0.989053,0.949595,0.911941,1.051636,0.997098,0.997008,1.055279,0.891532,0.90176,0.943564,0.955151,0.957472,1.060075,0.871322,1.009855,0.971678,0.910275,0.95349,1.048897
130,1.318202,1.153495,1.317537,1.092259,1.058915,1.410935,1.139293,0.968075,1.083247,0.973797,1.101949,0.893002,0.724516,0.542779,0.537709,0.45447,0.614976,0.469468,0.576748,0.681229,0.69025,0.50039,1.13003,0.943007,0.720499,0.785321,0.853006,0.654131,0.682612,0.482316,0.579961,0.818467,0.744837,0.962027,0.854786,0.974041,1.039908,0.959585,0.880721,1.038316,1.000443,1.019214,1.063243,0.892325,0.886352,0.912571,0.933086,0.950748,1.077031,0.880844,1.018436,0.982441,0.916191,0.953903,1.073183
131,1.31539,1.167469,1.319163,1.08479,1.044562,1.394375,1.163337,1.003844,1.066664,0.974296,1.096079,0.900115,0.721623,0.538984,0.532997,0.458121,0.614509,0.47046,0.569248,0.691529,0.679126,0.497339,1.121091,0.938298,0.714591,0.784828,0.845791,0.652555,0.678994,0.477018,0.579232,0.816651,0.74508,0.978257,0.868529,0.977692,1.035544,0.954527,0.876572,1.057307,1.000935,1.027394,1.068172,0.906032,0.869871,0.943428,0.930855,0.973037,1.075964,0.909325,1.031307,0.979874,0.905891,0.942143,1.061738
132,1.302742,1.162665,1.304759,1.085998,1.0226,1.424921,1.221112,1.051172,1.072092,0.982755,1.089429,0.899471,0.722604,0.53429,0.52946,0.455211,0.611627,0.467642,0.559288,0.69275,0.67881,0.495268,1.1213,0.936878,0.714388,0.767808,0.849859,0.658189,0.683307,0.480065,0.581012,0.816443,0.742653,0.975948,0.863403,0.971452,1.044771,0.947117,0.888368,1.054409,1.009838,1.022123,1.060209,0.898782,0.896094,0.869543,0.946512,0.963624,1.04821,0.904671,1.011955,0.965815,0.904444,0.941788,1.08193
133,1.28152,1.148245,1.294719,1.083896,1.030255,1.458243,1.300813,1.034013,1.041424,0.988113,1.081954,0.90727,0.713342,0.527148,0.535957,0.456376,0.61215,0.469534,0.562471,0.694356,0.669876,0.494438,1.109368,0.934385,0.705954,0.777234,0.850024,0.653144,0.684951,0.478899,0.577358,0.805017,0.736568,0.985665,0.859303,0.978753,1.040776,0.938543,0.883054,1.070252,0.99154,1.014712,1.055364,0.890059,0.904378,0.922947,0.9441,0.972903,1.027726,0.888114,1.005765,0.968703,0.897633,0.956977,1.069554
134,1.271833,1.178391,1.281427,1.072939,1.058049,1.517649,1.298002,1.008452,1.044654,0.987853,1.061224,0.897902,0.702667,0.521735,0.528339,0.454086,0.607104,0.466518,0.56305,0.693614,0.663437,0.492316,1.127906,0.929937,0.713043,0.770323,0.849965,0.651998,0.693137,0.486582,0.573443,0.811733,0.742288,0.988687,0.867055,0.987301,1.023359,0.949393,0.863821,1.081405,0.999656,1.024539,1.039353,0.896233,0.898069,0.948772,0.941761,0.966314,1.012006,0.897058,0.99486,0.965057,0.893079,0.93511,1.063692
135,1.257655,1.16947,1.283346,1.070301,1.051761,1.491054,1.295278,0.989816,1.053678,0.983319,1.045815,0.896401,0.702506,0.523005,0.528306,0.458336,0.598168,0.468753,0.556985,0.688568,0.658874,0.488073,1.117,0.926502,0.717138,0.774155,0.847512,0.648783,0.696389,0.481018,0.580158,0.802577,0.741287,0.999585,0.876281,0.985492,1.020601,0.950506,0.889955,1.070732,1.020856,1.038373,1.033033,0.911526,0.891502,0.946419,0.952919,0.97808,1.029319,0.890731,0.989542,0.969957,0.897761,0.964305,1.063925
136,1.23387,1.157596,1.268731,1.078753,1.030072,1.457177,1.294456,0.988187,1.074689,0.989176,1.039991,0.889075,0.70166,0.517295,0.525313,0.455805,0.599558,0.469309,0.55344,0.690524,0.649257,0.485576,1.134138,0.909302,0.716934,0.775307,0.859833,0.643436,0.697084,0.484091,0.599525,0.811543,0.736401,0.99171,0.872854,0.990016,1.027113,0.942944,0.881027,1.070294,1.040285,1.062335,1.06438,0.906429,0.878498,0.935853,0.945216,0.970617,1.020371,0.887042,1.01381,0.970307,0.880225,0.961586,1.032428
137,1.212787,1.154405,1.256444,1.080005,1.041008,1.587422,1.293721,0.973777,1.121941,0.994382,1.055492,0.890486,0.697846,0.516965,0.520264,0.453024,0.599577,0.467827,0.551993,0.688399,0.651875,0.484001,1.128002,0.903418,0.718299,0.776294,0.854775,0.643324,0.702346,0.49445,0.603492,0.800817,0.739041,1.016943,0.886276,0.987832,1.016464,0.94694,0.88443,1.06848,1.028775,1.067496,1.047653,0.922118,0.88309,0.928278,0.94806,0.976937,1.011252,0.88597,0.998145,0.962519,0.87865,0.972815,1.047827
