frame,stimuli,larva_1,larva_2,larva_3,larva_4,larva_5,larva_6,larva_7,larva_8,larva_9,larva_10,larva_11
191,cPRC,0.755689725,1.017856084,0.980736447,0.929332533,0.903509277,0.931058227,0.985207526,0.915529966,0.965226712,1.043397324,0.790463569
192,cPRC,0.748402787,1.069644658,0.988139886,1.014620214,0.888140014,0.885180746,0.984279285,0.896962182,0.967483883,1.00901687,0.787220844
193,cPRC,0.728400386,0.980186273,0.980955628,0.891807711,0.902379185,0.871844771,0.975375047,0.881519073,0.967854463,1.064630599,0.793311527
194,cPRC,0.697981087,0.934389274,0.985047002,1.042082759,0.897745804,0.886130233,0.953337917,0.851894744,0.966540588,1.053170448,0.794213851
195,cPRC,0.750359012,1.049890253,0.988407774,0.92098392,0.969337189,0.863083596,0.977850356,0.8837424,0.921969894,1.086561955,0.818717573
196,cPRC,0.707860023,0.956101323,0.984681701,0.985004605,0.947865424,0.915564327,0.970183773,0.893717326,0.9600049,1.066143106,0.809355967
197,cPRC,0.692112412,0.96820312,0.987092689,0.963957311,0.926789191,0.831232626,1.008310414,0.885845547,0.967820774,1.02390925,0.80825626
198,cPRC,0.783272498,1.054695379,0.983512737,0.944403978,0.924020464,0.808531258,1.030485061,0.872625765,0.942621319,1.05008726,0.833323934
199,cPRC,0.762829946,1.043661387,0.982075885,0.988256171,0.936903523,0.880951213,0.978950494,0.89846443,0.953502902,1.013089005,0.786346718
200,cPRC,0.728840537,0.975262502,0.954994886,0.931090136,0.942893015,0.92492972,0.970493187,0.864994346,0.990426167,1.055671902,0.81096323
