frame,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW
89,1.390805435,1.765681183,1.17631014,0.918701749,0.963869772,0.972506183,1.252101371,0.978337638,1.000270978,0.806480986,0.964989879,1.091568693,1.016114338,0.98854181,0.86221392,1.69499289,0.90573508,2.3449652,1.27455851,1.02464669,0.92098255,2.07864814,0.8397032,3.1510014,1.024625
90,1.392116863,1.957351179,1.144866776,0.9231658,0.97476619,0.990849134,1.239840738,0.964423128,1.013006955,0.806159614,0.964727491,1.156533423,0.994989181,0.94884736,0.87219226,1.71210556,0.90783663,2.41331248,1.33006639,1.01106029,0.9077135,2.06311608,0.91572934,3.15676568,1.05593288
91,1.430585407,1.941819816,1.14042177,0.911349194,0.971016411,0.983140973,1.21468748,0.971011437,0.994083642,0.808194965,0.974323413,1.226872691,1.018107277,0.96180603,0.83635514,1.70171711,0.91079097,2.43980507,1.29926381,1.01420086,0.91225895,2.05258623,0.88113185,3.22874,1.11350016
92,1.410586135,1.886186576,1.122818538,0.909143427,0.979839421,0.99291014,1.283700942,0.985716545,0.982250926,0.791430102,0.955169053,1.313268391,1.024769388,0.95771382,0.9234852,1.67314402,0.90747114,2.60176885,1.28684341,1.02266676,0.91363636,1.98568696,0.93660562,3.29226005,1.05691352
93,1.378747587,1.759688374,1.086778634,0.902578646,0.981604023,0.965210223,1.260633255,0.961682391,0.971095655,0.807337975,0.961541345,1.319247565,0.994305888,0.96228345,0.8711732,1.60116553,0.90667926,2.55738724,1.28029448,0.97207619,0.92157943,1.97849892,0.91770214,3.13766445,1.01656194
94,1.370332593,1.67364163,1.056067685,0.903103829,0.977766014,0.939530091,1.260001264,0.916881885,0.959850059,0.820460632,0.959142364,1.308834397,1.005466348,0.95682717,0.84289414,1.49562438,0.86138946,2.56972104,1.2444334,0.93889534,0.93342516,1.85083755,0.89346917,3.01392468,1.01220354
95,1.318895487,1.616560128,1.080843541,0.898797332,0.961355214,0.949093157,1.269228338,0.948716597,0.949417397,0.802945903,0.960641727,1.31555257,0.986391072,0.96187423,0.92781623,1.39292884,0.9370755,2.42217676,1.27013233,0.94859015,0.93962351,1.73131003,0.89656086,2.9322076,1.07115098
96,1.289424793,1.672642829,1.038691754,0.887663463,0.961443445,0.955935697,1.217721039,0.922626891,0.955920874,0.808730584,0.933390809,1.299630501,0.999145883,0.95021143,0.83622776,1.34034342,0.9049432,2.42386138,1.27189377,0.93991944,0.95316804,1.6293743,0.90668983,2.85880917,1.04082374
97,1.274379804,1.613513783,1.066675085,0.898692296,0.944106229,0.934830998,1.1838463,0.953776419,0.954024027,0.83304767,0.904265687,1.352233792,0.982177429,0.95123448,0.88314721,1.30549438,0.86949106,2.40749654,1.29546994,0.95760224,0.90918274,1.5355514,0.88760968,2.79732357,0.98903134
98,1.253251248,1.504045146,1.04490466,0.905729741,0.942473972,0.918920033,1.171522467,0.895483055,0.94070093,0.837761114,0.923420046,1.358884783,0.97870402,0.93050061,0.87970787,1.28518526,0.89872994,2.29360448,1.20419132,0.99931727,0.96313131,1.45486454,0.91593546,2.78339889,0.96542331
99,1.202251284,1.386636037,1.007551459,0.902000945,0.937753662,0.929101401,1.157176262,0.931797818,0.916448379,0.811837172,0.927205937,1.325025193,0.964924268,0.95382622,0.87482485,1.22566122,0.92224287,2.26131601,1.16516869,0.91766232,0.88544536,1.39597301,0.88811024,2.67432976,0.95932154
100,1.159119886,1.391779864,0.993736583,0.893125361,0.929504147,0.9143446,1.10807053,0.917092711,0.912745009,0.819764328,0.888747282,1.300100773,0.95285275,0.94141318,0.83958218,1.18703101,0.87677032,2.1743778,1.12628156,0.94503994,0.93085399,1.34496311,0.89361639,2.61589584,0.96869211
101,1.164256311,1.34728326,0.961762849,0.887348354,0.91128463,0.927493817,1.111483284,0.907183893,0.898021859,0.845045528,0.94021291,1.253140746,0.956952511,0.93970809,0.8482867,1.15305904,0.91408035,2.15352065,1.17370489,0.91240527,0.91524334,1.28029173,0.87380013,2.48747683,1.00566593
102,1.124075626,1.299440671,0.939638843,0.896328974,0.931445209,0.924319868,1.100802629,0.906340589,0.911028814,0.828709159,0.925856511,1.272421901,0.953820749,0.93275133,0.85333956,1.097628,0.9032376,2.07967832,1.14746398,0.87983887,0.9443067,1.23237142,0.89494141,2.44190515,1.0163077
103,1.08363994,1.295445465,0.921732542,0.890919595,0.907534851,0.907955482,1.067117487,0.920676751,0.920106585,0.824906267,0.908463903,1.212764528,0.965265915,0.90840267,0.84344614,1.05917321,0.89586696,2.07530634,1.13743733,0.88796341,0.94233242,1.20265243,0.87076733,2.38358425,1.00355937
104,1.10192707,1.288254095,0.897209244,0.893125361,0.91503441,0.909398186,1.101371421,0.90138618,0.907144793,0.859560793,0.922557913,1.185555929,0.97517367,0.90471968,0.87478239,1.02245308,0.89821216,2.02304314,1.13314665,0.91281491,0.91561065,1.14405515,0.88981803,2.3001944,0.97493916
105,1.070307093,1.258889333,0.879530244,0.882936821,0.908152462,0.918507832,1.062819946,0.913297844,0.921867943,0.851419389,0.91359922,1.159690964,0.96805603,0.93241031,0.86862554,1.03510242,0.95681174,1.94745603,1.1022989,0.91964225,0.90123967,1.0895353,0.88654967,2.23016411,0.95470889
106,1.046409967,1.224031163,0.86258366,0.889344047,0.915916711,0.931286068,1.044176199,0.906814948,0.915048324,0.833958222,0.915510908,1.190930467,0.955642865,0.95068886,0.8646342,1.06244762,0.9276947,1.94522993,1.09308523,0.88099952,0.90151515,1.06519683,0.86387727,2.1455762,0.94392184
107,1.034862118,1.212894527,0.833438565,0.892757733,0.905726134,0.934830998,1.041964229,0.89316397,0.916945172,0.847455811,0.94602294,1.181189117,0.95484569,0.93779839,0.87885865,1.05862748,0.88322724,1.94356537,1.12501694,0.89601966,0.91859504,1.01214822,0.86923621,2.13097337,0.90963571
108,1.041455685,1.22238314,0.816719283,0.901790872,0.913181578,0.928318219,1.01320862,0.895588468,0.916809683,0.861006963,0.942124597,1.145112529,0.942660289,0.93125085,0.8923188,1.05324809,0.92166418,1.8290516,1.21064993,0.921827,0.92208448,1.00424557,0.90141923,2.08757177,0.87850943
109,0.992896434,1.233320016,0.803460033,0.895698755,0.911240515,0.930090684,1.020792517,0.892847731,0.92078403,0.844617033,0.949546443,1.143634531,0.964184034,0.93459282,0.90904845,1.0491356,0.9394207,1.7454024,1.18680276,0.89991124,0.91303949,0.99897013,0.90568871,2.05748452,0.8445865
110,0.991075006,1.198711546,0.78921581,0.889501602,0.917019587,0.898103875,1.042785818,0.898276498,0.918706531,0.861703267,0.922407977,1.098555593,0.956667805,0.94912017,0.85626937,1.04578323,0.88669936,1.71231173,1.1725306,0.87690312,0.94191919,0.99222346,0.88257464,1.9692798,0.88330367
111,1.006921424,1.225429485,0.786942796,0.888083609,0.916093171,0.9069662,1.021424509,0.883624097,0.918616204,0.842046063,0.956630932,1.064628821,0.962191094,0.95444005,0.90459004,1.02742316,0.93795876,1.71804745,1.15134818,0.87553765,0.93227732,0.9978562,0.91249043,1.92384375,0.89663313
112,0.954245747,1.25724131,0.774516984,0.894595872,0.904270337,0.963643858,0.9926689,0.899488747,0.930358595,0.853990359,0.934665267,1.065300638,0.961109213,0.95102987,0.86314806,1.01177227,0.91724789,1.68485651,1.10794454,0.89383491,0.92144169,1.0027323,0.92241329,1.82937746,0.90280754
113,0.945247896,1.24325809,0.769516353,0.891917441,0.911725781,0.958037923,1.003286355,0.896958836,0.924848704,0.866309588,0.94722243,1.092240511,0.944767111,0.95709999,0.87911341,0.99195042,0.88018152,1.61761226,1.07248995,0.86700348,0.90996327,0.97141596,0.8966492,1.76578959,0.88344895
114,0.927179338,1.264832201,0.827655007,0.889449084,0.904976178,0.947650453,1.008026291,0.904021504,0.918977509,0.874504553,0.935339981,1.057440376,0.95131534,0.95982813,0.88870961,0.97288869,0.9085676,1.57156609,1.05889526,0.85962996,0.91473829,0.94735072,0.93213003,1.69612098,0.87233502
115,0.975775017,1.294396724,0.84437429,0.894858463,0.902020469,0.948309975,0.991784112,0.906867654,0.915770933,0.880021425,0.950183672,1.041115217,0.956553923,0.95075706,0.91439854,0.95080593,0.87494289,1.52211058,1.02773136,0.89799959,0.96092746,0.94083524,0.91799658,1.67301867,0.87168126
116,0.917926487,1.305982821,0.850763985,0.88535266,0.897564849,0.967353669,0.996144852,0.919517209,0.893957185,0.872844135,0.977134718,1.066509909,0.941236761,0.93179648,0.88301983,0.93326447,0.90625286,1.44708501,1.04236484,0.86509183,0.93815427,0.89360852,0.92447441,1.52240156,0.83833945
117,0.95340789,1.334049141,0.840434398,0.896434011,0.897344274,0.965045342,1.010238261,0.900226638,0.887227893,0.856186395,0.954231951,1.074101444,0.945393463,0.94714227,0.88662902,0.93803964,0.89187707,1.43747869,1.02804751,0.88796341,0.9476584,0.89365056,0.91614157,1.52020887,0.85777068
118,0.924702197,1.348132241,0.870665488,0.891497295,0.891388742,0.962448475,0.990140934,0.889000158,0.890028001,0.877771826,0.955618862,1.055089016,0.956269218,0.96228345,0.84166277,0.91476797,0.91831389,1.43890259,1.00532948,0.86345327,0.96473829,0.86973244,0.93790118,1.44886749,0.87571278
119,0.914830061,1.346683979,0.853617881,0.898692296,0.889359449,0.956265458,1.029703596,0.907816371,0.897344413,0.855490091,0.917759952,1.064024185,0.933435827,0.94332288,0.93592629,0.90073479,0.93488259,1.41433528,0.97028138,0.87813204,0.93604224,0.86103113,0.94164066,1.38711063,0.86692333
120,0.943062184,1.335747103,0.854047228,0.889449084,0.879257103,0.97873042,0.98824496,0.900068518,0.889079577,0.862185324,0.923682435,1.020826335,0.94271723,0.95682717,0.90017409,0.89005399,0.92315658,1.38373142,0.98726345,0.86905168,0.95165289,0.85445259,0.89820976,1.33462182,0.85290379
121,0.907799352,1.314972034,0.833160753,0.89044693,0.896726663,0.968342951,1.024015673,0.915933168,0.899467076,0.875736476,0.929417498,1.046019483,0.964184034,0.97578775,0.89516369,0.89026838,0.94593854,1.36457895,0.98166298,0.89547348,0.971809,0.8379327,0.91257876,1.24650753,0.83939273
122,0.879895086,1.306282461,0.875009471,0.897694449,0.883227457,0.951112943,0.987612968,0.911927476,0.906241532,0.862560257,0.930429567,1.007860262,0.950005694,0.93356977,0.8794531,0.87541661,0.93162367,1.30266931,0.9763335,0.87034888,0.93719008,0.81554888,0.94202344,1.2359736,0.8607126
123,0.919529343,1.293997203,0.891324662,0.898009558,0.895182636,1.008573784,1.009922265,0.924049966,0.889395719,0.866684521,0.93957568,1.017668794,0.941578408,0.94495976,0.89350771,0.86633403,0.90518685,1.25786655,0.97272029,0.8818188,0.97309458,0.80361084,0.94888405,1.2219811,0.89307377
124,0.894466504,1.27092489,0.886778634,0.90515204,0.92778366,0.973907667,1.025595652,0.937331998,0.904886641,0.890626674,0.916597946,1.028552234,0.939528528,0.9806984,0.84255446,0.85341182,0.93463893,1.21234182,0.9763335,0.90714822,0.94109275,0.78391727,0.91726047,1.20014467,0.93022918
125,0.889184365,1.280263684,0.863568632,0.908933354,0.933121581,0.972959604,1.053972066,0.942075581,0.891021588,0.871344403,0.923120174,1.016929795,0.933663592,0.9593507,0.8834869,0.83444754,0.92020224,1.19152478,0.98586333,0.89014815,0.91056015,0.78131108,0.94900183,1.13978932,0.91969636
126,0.870314378,1.265581302,0.852607652,0.920697442,0.954076231,0.93582028,1.028376414,0.947873294,0.899060609,0.865077665,0.93837619,0.972119583,0.936738412,0.95000682,0.93596875,0.80425673,0.95699449,1.14979043,0.93401382,0.89840923,0.97061524,0.77525799,0.94517402,1.1089561,0.92975702
127,0.867545809,1.278465841,0.84808688,0.927314742,0.941459326,0.975391591,1.080515705,0.925894692,0.909222292,0.873379754,0.963865357,1.036143769,0.939300763,0.92886373,0.88760562,0.80022219,0.9474614,1.10661212,0.92981347,0.87451355,0.9825528,0.76584207,0.93628173,1.0804512,0.90938147
128,0.857382245,1.250749101,0.825836596,0.935507589,0.920063526,1.022052762,1.060355179,0.928951668,0.893099088,0.876486342,0.910450559,0.998857911,0.96145086,0.98745055,0.86433697,0.78474672,0.97216215,1.04422117,0.94806016,0.88605175,0.97350781,0.74930116,0.94794182,1.06797324,0.9000109
129,0.857527959,1.223881342,0.827705518,0.939656531,0.914813834,1.015828524,1.035201921,0.916565646,0.897525065,0.879860739,0.937701477,1.01088344,0.941806172,0.95239394,0.88760562,0.77624885,0.96741084,1.04177446,0.93148458,0.87048542,0.98879706,0.7482713,0.94287733,0.99692572,0.85192315
130,0.862227241,1.210797044,0.81202172,0.948217005,0.908108347,1.009521847,1.065347911,0.920571338,0.903441424,0.887680771,0.935077592,0.996640914,0.924837718,0.9438003,0.88480319,0.75816165,0.96393872,1.03569781,0.95171853,0.90250563,0.96997245,0.72769499,0.98303987,1.01209368,0.8744779
131,0.85450439,1.179784259,0.800252557,0.947849378,0.927077819,0.994888706,1.051760096,0.919991567,0.912519194,0.879646492,0.941674788,0.989250924,0.937023118,0.9690356,0.92633009,0.74968328,0.99890354,0.98933077,0.92276772,0.8682324,0.95009183,0.7369848,0.94685236,0.97511189,0.85893292
132,0.880951514,1.165850979,0.803965147,0.952943648,0.897079584,0.984047815,1.017379764,0.946713751,0.888808599,0.884038565,0.939875553,1.018139066,0.937250883,0.95778202,0.92378243,0.74290058,0.96537021,0.99709203,0.93984012,0.90086707,0.97658402,0.72420606,0.95818856,0.97511189,0.8733883
133,0.862810098,1.136236516,0.82669529,0.94926737,0.886889007,1.199505359,1.043101814,0.956411743,0.895537892,0.875415104,0.92289527,1.005374538,0.942660289,0.96924021,0.92734916,0.73095289,0.97779673,0.94500933,0.91906418,0.90632894,1.02759412,0.75407217,0.94602791,0.96360595,0.82562743
134,0.86776438,1.108070316,0.83571158,0.931148574,0.924430916,1.030173124,1.012260633,0.933379012,0.903802728,0.882806642,0.935190044,1.033053409,0.955813689,0.92163416,0.94267759,0.73046563,0.95830415,0.90885025,0.9487828,0.90230081,0.95445363,0.76020934,0.93348448,0.94398481,0.80968293
135,0.85800153,1.107770675,0.828261144,0.928680216,0.91485795,1.041508656,0.992984895,0.947609761,0.88867311,0.900803428,0.943661444,1.010077259,0.924040542,0.94495976,0.91898433,0.70573216,0.96491335,0.9204019,0.91188293,0.90919642,0.95431589,0.75064629,0.95739356,0.93103214,0.82580903
136,0.88605151,1.096434279,0.805505746,0.962134342,0.903035116,1.025886232,1.032863553,0.953934539,0.881492187,0.883931441,0.928667816,1.010614713,0.965095092,0.97340063,0.93537429,0.70388056,0.96692352,0.89878266,0.93717538,0.8984775,0.94843893,0.74812417,0.9659914,0.92119897,0.81320597
137,0.873265091,1.086845785,0.812855158,0.967543721,0.921563437,0.938953009,1.012892625,0.952353344,0.894137838,0.885484735,0.943736412,1.020020155,0.937478647,0.91986086,0.90909091,0.70364668,1.01434532,0.91352305,1.01562712,0.9018229,0.95844812,0.79331218,0.91334433,0.92350468,0.82381143
138,0.863720812,1.086596085,0.841217325,0.973005619,0.925842597,0.986727123,1.084939645,0.938122595,0.907822238,0.883663631,0.95550641,1.009942896,0.930133242,0.94734688,0.89388986,0.69047109,0.98903542,0.90016646,1.03500294,0.87526456,0.97552801,0.80779335,0.94075732,0.9177404,0.79566339
139,0.845870824,1.128745505,0.83995454,0.967333648,0.931754014,0.995218467,1.089553182,0.973963,0.918074248,0.907391537,0.955768798,1.029761505,0.945792051,0.96085118,0.93728504,0.70054768,0.97673073,0.90696508,1.00695542,0.89458592,1.0097337,0.80485088,0.96472528,0.93611827,0.78571169
140,0.861170813,1.120055933,0.828766258,0.957932882,0.935018528,0.99295136,1.089047589,0.948453065,0.907957727,0.898446706,0.969338031,1.000873362,0.93053183,0.96214705,0.92807099,0.69725379,1.0044772,0.92292882,1.00009033,0.87171434,0.9302112,0.81369932,0.96619751,0.90716126,0.78643809
141,0.873155805,1.149021175,0.822528097,0.951893283,0.913887418,1.016117065,1.094293118,0.94344595,0.904299521,0.914729513,0.957605518,1.044138394,0.933492768,0.94066294,0.9707868,0.6959869,0.95589803,0.86932194,0.95483492,0.89956988,0.96303949,0.84657097,0.97294035,0.89791582,0.84186249
142,0.892827219,1.150469437,0.82103801,0.956882517,0.921166402,1.000535862,1.067307085,0.973277816,0.908770662,0.892340653,0.969450484,0.993416191,0.959230156,0.97005866,0.89359263,0.6963962,0.97867999,0.90542085,0.97068786,0.90516829,0.9771809,0.86678997,0.95986691,0.92669198,0.85152363
143,0.892135077,1.164003196,0.822603864,0.953311276,0.936386095,0.987592745,1.075965367,0.959626838,0.905925391,0.892662025,0.96858835,1.008599261,0.950461223,0.93773019,0.93168018,0.69074395,1.00076143,0.86527084,0.93012962,0.90830887,0.99839302,0.88412955,0.95403686,0.9561463,0.82875095
144,0.879822229,1.137934479,0.856118197,0.954624232,0.933430386,1.000865622,1.065537509,0.963843356,0.903125282,0.898875201,0.959254817,1.021363789,0.965949209,0.92777247,0.94322959,0.70742784,0.99421314,0.90919118,1.0028454,0.90250563,0.98953168,0.90842599,0.93645839,0.92836475,0.83024008
145,0.876944374,1.123701558,0.82775603,0.958247991,0.929371802,1.026174773,1.070151046,0.958625415,0.939887996,0.894911623,0.970575006,1.016661068,0.942660289,0.93766198,0.91979109,0.74295905,1.01708647,0.87539859,0.98708279,0.87458183,0.97162534,0.89627777,0.96646252,0.9674488,0.81171685
146,0.881898656,1.128445865,0.827503473,0.95709259,0.928533616,1.022217642,1.057005625,0.963474411,0.922364737,0.900267809,0.968475898,1.041451125,0.950688988,0.93316055,0.93609613,0.74414797,1.01833521,0.87860738,0.98491486,0.87697139,0.96391185,0.8972656,0.93030446,0.95691487,0.85453819
147,0.839495829,1.150968837,0.819068064,0.961556641,0.939209458,1.033594394,1.034885926,0.940230854,0.909854575,0.898821639,0.990366594,1.043332214,0.952454162,0.91774656,0.97566982,0.7895219,0.96031432,0.8817159,0.98812158,0.88345736,0.98200184,0.8684924,0.90674872,0.9615941,0.82697127
148,0.835998689,1.159358769,0.799015027,0.968804159,0.914240339,1.004451772,1.057953612,0.945185263,0.898202511,0.913551152,1.021778244,1.048505207,0.961792507,0.94495976,0.94335697,0.81205294,1.00179697,0.86276397,0.99354139,0.93357001,0.9731405,0.84573026,0.98303987,0.93959944,0.82537319
149,0.855269389,1.143028366,0.793054679,0.960453758,0.911152285,1.004492993,1.03014599,0.955884678,0.908048053,0.92212105,1.008059075,1.08249916,0.972952967,0.94359569,0.94454588,0.81378759,0.99817257,0.83354391,0.96228716,0.89533693,1.01616162,0.82836966,0.97441258,0.98609792,0.80579668
150,0.847655823,1.185427487,0.787069074,0.961136495,0.905196753,1.015169002,1.017822158,0.943709482,0.873859633,0.907712908,1.033398306,1.085522338,0.959344038,0.95853226,0.93206233,0.82207106,0.99698474,0.84096424,0.97466239,0.89451765,0.98301194,0.80592278,0.98136152,0.98275238,0.79762467
151,0.824560125,1.197013584,0.776461674,0.959560947,0.923195694,1.06776587,1.028250016,0.920571338,0.886234306,0.905731119,1.016005698,1.054551562,0.94117982,0.94639203,0.91274256,0.81661372,0.98739073,0.84178649,0.97601734,0.89656585,1.02520661,0.79862965,0.94131677,0.97931642,0.81898086
152,0.84973225,1.171743907,0.769339563,0.965442991,0.952708664,1.058656224,1.020792517,0.945554209,0.884563273,0.904820568,1.029125122,1.069533087,0.954560984,0.9205429,0.92866545,0.82661235,0.96829409,0.84284941,0.96115803,0.90305182,0.96827365,0.78862523,0.9657264,0.96733577,0.83612392
153,0.832100834,1.171394327,0.759464579,0.954151568,0.94935592,1.020239077,1.011944638,0.950245085,0.883930991,0.915747188,0.985980958,1.028753779,0.964810386,0.95866867,0.95894017,0.8287758,1.00313709,0.81591561,0.94837632,0.91725268,0.98989899,0.75337859,0.96307638,0.99855328,0.82308503
154,0.81869513,1.147273272,0.797322894,0.94716664,0.95354685,1.037139324,1.01908614,0.913983029,0.894995935,0.918693091,1.002473949,1.059119919,0.928368067,0.99433911,0.86917753,0.82140838,0.98568513,0.83258127,0.98419222,0.90632894,1.00560147,0.7837071,0.97349979,0.99249514,0.8047434
155,0.846599395,1.125649221,0.813764364,0.961661677,0.952752779,1.054122012,1,0.929215201,0.895989522,0.921103374,0.998238249,1.036278132,0.965038151,0.91699632,0.9192391,0.80897343,1.00590869,0.82656479,0.95939659,0.88803168,0.95826446,0.7581496,0.97559037,0.9756092,0.83833945
156,0.847582966,1.123501798,0.786968052,0.970169634,0.943047468,1.051442704,0.979081084,0.942128288,0.889486045,0.935190145,0.996551466,1.041988579,0.941464526,0.93588869,0.95066027,0.80770655,1.01641641,0.83663237,0.95533174,0.89240117,0.94247016,0.76949915,0.96378305,0.94640354,0.79697091
157,0.837382973,1.108569716,0.779618639,0.982406386,0.917593083,1.030214345,0.99488087,0.93132346,0.894815283,0.906855919,0.99797586,1.019012429,0.939528528,0.93125085,0.94632924,0.79394625,1.00280206,0.8170788,0.94408563,0.90523657,0.92557392,0.75903235,0.94190566,0.96616031,0.81099045
158,0.84772868,1.095735118,0.7681778,1.009663358,0.934753838,1.011046991,1.005687923,0.949665314,0.891970012,0.918318157,1.024139741,0.998522002,0.95080287,0.96153322,0.91936648,0.81293001,0.97694393,0.82504061,0.96657784,0.89704376,0.94793388,0.74293281,0.96499028,0.97210543,0.81494933
159,0.845797967,1.075109868,0.755575199,1.015440366,0.908505382,1.00704864,0.997472034,0.960364729,0.900234848,0.924959829,1.002174076,1.056634195,0.950404282,0.95416724,0.89996179,0.79380981,1.01157372,0.83358402,0.9487828,0.93322865,0.93783287,0.7588642,0.93174725,0.96457796,0.7891621
160,0.844996539,1.064023172,0.756837985,1.00299354,0.912122816,1.046001649,1.035833913,0.940916039,0.920467889,0.937707552,0.996551466,1.009203897,0.946076757,0.94045833,0.98246359,0.80339915,1.02144184,0.8197461,0.96567454,0.91117635,0.9758494,0.78131108,0.97526647,0.96991274,0.78520321
161,0.823904411,1.085846984,0.74625584,0.996271204,0.899726487,1.011541632,0.992858497,0.959574132,0.9224099,0.924531334,0.992765575,1.025999328,0.927627833,0.95307598,0.89087512,0.80002729,1.00204063,0.81260654,0.95510591,0.88352564,0.9869146,0.76968831,0.97299923,0.95949184,0.79210402
162,0.857418673,1.100479425,0.75120596,1.00420146,0.928401271,1.015333883,1.045819377,0.956886101,0.922680878,0.924156401,0.985456181,1.009606987,0.96805603,0.94455054,0.92836822,0.81037675,0.96171535,0.80340132,0.98247595,0.92250973,1.01565657,0.75976796,0.99814499,0.93657037,0.77986416
163,0.830935121,1.089292849,0.748857179,0.997058978,0.938062467,1.037963726,1.020792517,0.979918832,0.930403758,0.931226567,0.991378664,1.020020155,0.946418403,0.94079935,0.94921659,0.81236478,1.01452807,0.81986643,0.95429294,0.89001161,0.99853076,0.73336976,0.9657264,0.96857905,0.7753968
164,0.836071546,1.098931282,0.744083849,1.004096424,0.957164284,1.045960429,1.040131454,0.947293522,0.92805528,0.910980182,1.002249044,1.002015452,0.940610409,0.96985404,0.93418538,0.81669168,0.99929949,0.83306259,0.9432275,0.93275073,0.92121212,0.73452574,0.97670926,0.97590307,0.76355646
165,0.847801537,1.094286856,0.757999747,1.006984927,0.986589024,1.051566364,1.058712002,0.968639646,0.926384247,0.909266202,1.01409401,1.005508902,0.965322856,0.92668122,0.92157446,0.81879666,1.0036244,0.79963099,0.95009259,0.88127262,0.92777778,0.71537863,0.97388257,0.97122383,0.76479134
166,0.820042986,1.073262085,0.767899987,1.007457592,0.982398094,1.030338005,1.14188207,0.943129711,0.953256255,0.928762721,1.01308194,0.981390662,0.934233003,0.91897422,0.9259904,0.82782077,0.96750221,0.83458677,0.97028138,0.88058988,0.98751148,0.70091847,0.97494258,0.99604412,0.76134094
167,0.806054424,1.080253696,0.784947594,1.012236752,0.971766367,1.026999176,1.203501232,0.952353344,0.952623973,0.946223889,1.011957418,1.044675848,0.948126637,0.953417,0.94471572,0.84867562,0.99975634,0.82772797,0.93717538,0.88509592,0.97373737,0.69673595,0.98760379,1.00560604,0.76174046
168,0.82219227,1.089542549,0.778128552,1.002783467,0.964840304,1.040643034,1.184667889,0.941548516,0.92850691,0.939207284,1.011132769,1.022505878,0.954959572,0.9456418,0.92688209,0.8746175,0.9842841,0.81132303,0.92714873,0.92763023,0.9540404,0.68130898,0.97576703,0.99844025,0.80931973
169,0.840916542,1.072662805,0.767016037,0.99700646,0.973663314,1.024319868,1.182771914,0.978126812,0.912970825,0.933743974,1.017580028,0.992744374,0.951030634,0.92981858,0.9526984,0.88701347,1.01821338,0.80825462,0.94241453,0.88762204,0.9932966,0.68523929,0.96163359,0.98928523,0.78487633
170,0.852391534,1.058230124,0.770779139,0.996166168,0.975427916,1.036850783,1.181065538,0.97022084,0.909086803,0.936422067,1.023465027,0.967080954,0.9127662,0.95791843,0.93567152,0.88052313,0.99613194,0.8043439,0.96043539,0.88557384,0.97093664,0.68902247,0.99546552,1.02210769,0.81026405
171,0.848785108,1.080003995,0.756055057,0.993540255,0.950017646,1.071022259,1.151993933,0.949454488,0.916493542,0.937493305,1.009783342,1.018340611,0.928595832,0.95662256,0.93630844,0.86300115,0.97843633,0.84880573,0.96034506,0.89738513,1.0382461,0.68187646,0.95073906,1.03501515,0.77278175
172,0.822010127,1.071314423,0.746306352,0.999264744,0.956679019,1.062901896,1.143146053,0.930163917,0.912699846,0.939153723,1.001874203,1.003694995,0.935770413,0.95225754,0.92119231,0.86202662,1.02515762,0.83222028,0.99557382,0.90257391,1.00909091,0.67962757,0.98884047,1.01028528,0.77968256
173,0.825580125,1.061126648,0.747947973,0.998004306,0.948605964,1.04987634,1.114516843,0.946608338,0.907325445,0.949116229,1.003785891,1.009203897,0.935941237,0.93875324,0.92293321,0.8616563,1.01754333,0.83581012,1.06964455,0.89110398,0.97800735,0.66987537,1.02349685,1.05298612,0.8072858
174,0.807438709,1.052037555,0.740649072,1.003361168,0.95354685,1.06438582,1.115780825,0.942075581,0.926926204,0.949651848,1.015143564,1.014578435,0.907641499,0.96951303,0.94106407,0.8448165,1.02887339,0.83899886,1.05085588,0.91595549,1.03181818,0.65594065,1.00815617,1.05149419,0.79253986
175,0.804925139,1.03445865,0.77383508,1.006984927,0.960075878,1.095342127,1.089047589,0.933062773,0.955604733,0.943063739,1.014543819,1.014914343,0.915100786,0.94018551,0.90930321,0.88227727,1.01175646,0.87074584,1.08459419,0.90318837,0.98512397,0.66697493,0.99843943,1.01855871,0.77368975
176,0.797858002,1.017628845,0.803283243,0.986397773,0.961002294,1.078895301,1.128736649,0.930743688,0.921551802,0.938189609,1.032911013,0.982667115,0.914759139,0.96617105,0.92420704,0.90282028,1.00328937,0.84218759,1.02637641,0.88905578,0.99738292,0.67325921,0.99101937,1.02918306,0.78164385
177,0.84372154,0.996853775,0.807374669,0.994748175,0.956767249,1.05708986,1.134930165,0.923522901,0.92344865,0.958168184,1.018554614,0.99845482,0.93861747,0.99004229,0.90688293,0.91014871,1.03149271,0.86930189,1.01910483,0.89001161,0.97534435,0.66924483,0.98133208,1.00085899,0.78611121
178,0.786601581,1.005293648,0.786412426,0.990126569,0.945562026,1.093816983,1.149908361,0.93685764,0.931126366,0.970005356,1.018629582,0.994491098,0.924211365,0.97217296,0.91677636,0.91291637,1.01845704,0.85580491,1.03784834,0.8977265,1.01639118,0.67370058,0.98389376,1.02850491,0.75759997
