frame,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2
115,0.7613169,0.9424140,0.8637364,0.7826532,0.7675896,0.7096057,0.8653432,0.8710748,0.8851861,0.7413296,0.8217677,0.8223497,0.7500288,0.8840787,0.9649199,0.8006008,0.7011479,0.7207861,0.8786982,0.8312001,0.8697063,0.7233574,0.7021995,0.6692754,0.6271391,0.7950000,0.8062066,1.2027778,1.1072598,0.7468926,0.9807827,0.6077060,0.8115677,0.6596748,0.6809966,1.0853444,1.2573108,0.7058853,0.6931166,0.7054192,0.7074050,0.8310779,0.6415269,1.1218994,0.8712645,0.8044440,0.8985861,0.8077655,0.9390386,0.7908380,0.8510060,0.9599497,1.0360693
116,0.7444488,0.9395110,0.8710758,0.7830769,0.7618657,0.7125218,0.8643759,0.8656933,0.8945996,0.7446351,0.8190497,0.8232323,0.7476895,0.8901349,0.9678793,0.8067164,0.7026243,0.7222119,0.8733388,0.8387233,0.8671959,0.7251230,0.7068825,0.6690602,0.6288065,0.7839377,0.7923437,1.1960728,1.0931572,0.7517586,0.9850101,0.5947270,0.8071807,0.6542184,0.6706442,1.0758189,1.2530732,0.6962731,0.6825770,0.6707346,0.7012591,0.8588305,0.6559742,1.1398691,0.8498739,0.7935230,0.8899987,0.8053673,0.9634353,0.7908697,0.8435418,0.9526441,1.0332848
117,0.7438090,0.9327026,0.8601598,0.7814404,0.7587278,0.7115940,0.8670820,0.8632893,0.8868289,0.7504329,0.8140331,0.8216142,0.7506807,0.9012573,0.9606401,0.8093450,0.6984078,0.7202488,0.8824571,0.8332193,0.8643269,0.7250023,0.7011025,0.6699096,0.6262627,0.7694944,0.7795530,1.1920635,1.0976620,0.7508809,0.9774666,0.6023911,0.7993688,0.6511593,0.6699958,1.0779088,1.2446871,0.6963985,0.6849272,0.6686058,0.6974605,0.8563615,0.6546423,1.1266994,0.8693997,0.7869392,0.8710339,0.8121655,0.9652887,0.7782663,0.8479835,0.9439272,1.0262076
118,0.7314778,0.9341369,0.8673441,0.7776852,0.7539973,0.7112779,0.8644796,0.8532638,0.8948604,0.7416181,0.8125734,0.8139894,0.7541128,0.8905264,0.9551767,0.8053484,0.6945239,0.7216953,0.8782375,0.8308745,0.8655332,0.7245646,0.6996822,0.6700682,0.6328230,0.7744191,0.7969949,1.2016831,1.0804850,0.7370704,0.9797355,0.6020883,0.8038833,0.6411678,0.6654493,1.0764569,1.2452852,0.6931359,0.6831343,0.6642932,0.6917627,0.8454543,0.6488634,1.1112664,0.8583674,0.7760626,0.8685692,0.7959726,0.9261050,0.7661074,0.8309920,0.9407963,1.0211027
119,0.7409443,0.9317608,0.8756965,0.7732141,0.7486518,0.7080253,0.8670705,0.8518433,0.8952515,0.7401752,0.8236804,0.8134991,0.7519653,0.8854143,0.9563149,0.8046779,0.6885250,0.7232658,0.8758851,0.8331705,0.8703583,0.7125524,0.6978399,0.6654246,0.6244979,0.7677579,0.7879795,1.1956760,1.0562767,0.7313396,0.9600721,0.6133236,0.8022275,0.6265788,0.6629525,1.0714961,1.2466723,0.7004392,0.6923412,0.6697436,0.6905676,0.8495328,0.6433780,1.0843042,0.8748374,0.7656532,0.8528992,0.8059619,0.9334985,0.7785203,0.8224766,0.9337990,1.0150568
120,0.7368146,0.9328236,0.8686466,0.7778021,0.7507648,0.7084128,0.8663680,0.8467758,0.8899841,0.7364500,0.8253247,0.8229626,0.7549373,0.8831806,0.9463213,0.8100692,0.6843351,0.7238857,0.8757396,0.8275851,0.8656473,0.7101228,0.6973477,0.6653566,0.6290499,0.7676568,0.7880097,1.1691845,1.0636554,0.7292745,0.9625543,0.6053879,0.7947836,0.6293159,0.6704429,1.0658864,1.2430582,0.6885682,0.6795726,0.6692665,0.6853180,0.8395631,0.6460868,1.1083043,0.8756993,0.7660758,0.8478402,0.8133944,0.9243120,0.7707265,0.8472345,0.9354831,1.0114215
121,0.7342698,0.9271730,0.8693495,0.7753912,0.7534612,0.7104622,0.8705250,0.8422275,0.8958252,0.7300750,0.8208617,0.8218839,0.7560494,0.8773316,0.9643052,0.8111958,0.6873412,0.7215920,0.8753031,0.8356619,0.8650605,0.7109226,0.6889801,0.6781208,0.6269322,0.7619787,0.7848686,1.1335386,1.0407705,0.7362572,0.9702335,0.6053566,0.7891653,0.6263730,0.6656878,1.0665134,1.2487084,0.6872882,0.6907664,0.6648988,0.6986342,0.8657062,0.6573286,1.1131348,0.8660461,0.8081363,0.8670645,0.8115709,0.9265079,0.7838537,0.8290866,0.9276438,1.0133681
122,0.7296602,0.9346812,0.8619171,0.7737693,0.7414299,0.7056089,0.8682680,0.8380342,0.9002582,0.7335117,0.8282944,0.8199961,0.7528473,0.8819141,0.9651248,0.8181696,0.6859180,0.7219226,0.8789165,0.8327308,0.8631370,0.7141822,0.6933538,0.6719596,0.6303766,0.7487849,0.7823316,1.1329502,1.0409042,0.7264608,0.9754305,0.5969824,0.7862642,0.6254786,0.6635264,1.0607607,1.2472831,0.6759945,0.6813171,0.6582188,0.6893513,0.8597681,0.6735818,1.1071043,0.8554997,0.8388309,0.8676093,0.7968050,0.8981627,0.7777743,0.8276410,0.9331467,1.0232168
123,0.7358548,0.9180404,0.8661553,0.7694151,0.7422656,0.7015916,0.8574669,0.8323658,0.8989804,0.7314130,0.8391329,0.8209277,0.7572957,0.8791738,0.9721590,0.8216029,0.6849736,0.7186990,0.8713260,0.8330891,0.8631696,0.7043280,0.6912724,0.6767164,0.6354519,0.7437132,0.7704319,1.1558019,1.0448208,0.7243182,0.9728126,0.5998956,0.7628711,0.6209435,0.6533752,1.0652045,1.2452852,0.6699460,0.6814867,0.6476849,0.6937260,0.8532831,0.6654101,1.0653320,0.8688198,0.8520875,0.8596186,0.7930194,0.8957653,0.7761076,0.8376151,0.9249991,1.0132778
124,0.7298637,0.9339468,0.8671787,0.7721913,0.7433536,0.6985634,0.8619348,0.8309180,0.9021617,0.7280288,0.8466998,0.8241149,0.7606320,0.8680744,0.9599800,0.8286841,0.6734015,0.7116525,0.8763944,0.8303696,0.8568937,0.7050071,0.6902739,0.6817338,0.6286239,0.7541231,0.7868620,1.1396004,1.0565306,0.7321657,0.9884812,0.5972643,0.7779570,0.6173566,0.6612979,1.0627736,1.2465323,0.6795583,0.6773920,0.6498504,0.6796201,0.8428446,0.6628818,1.0442331,0.8544184,0.8515759,0.8616163,0.7848734,0.8676014,0.7912824,0.8431081,0.9250110,1.0084179
125,0.7284096,0.9269051,0.8687499,0.7738716,0.7330726,0.6994708,0.8631669,0.8308497,0.8956687,0.7428511,0.8484111,0.8225949,0.7604402,0.8648966,0.9659898,0.8195912,0.6749445,0.7142562,0.8726356,0.8259893,0.8596812,0.7016570,0.6819205,0.6888237,0.6273947,0.7437408,0.7853519,1.1416804,1.0662888,0.7231566,0.9785720,0.5941527,0.7672441,0.6156571,0.6504014,1.0521812,1.2310198,0.6752165,0.6800572,0.6545852,0.6841229,0.8397193,0.6574415,1.0338584,0.8589472,0.8561133,0.8658451,0.7903833,0.8651436,0.7841077,0.8273651,0.9216547,0.9985820
126,0.7268682,0.9291947,0.8637571,0.7718698,0.7370305,0.7078622,0.8719528,0.8200456,0.8924613,0.7340626,0.8449213,0.8169315,0.7603827,0.8599917,0.9551994,0.8275307,0.6704620,0.7175211,0.8750364,0.8324051,0.8577413,0.6875924,0.6770124,0.6897184,0.6276624,0.7379156,0.7805195,1.1504926,1.0551805,0.7133472,0.9863093,0.5942153,0.7659987,0.6100487,0.6495666,1.0427877,1.2223919,0.6710503,0.6744603,0.6519792,0.6719590,0.8318905,0.6456353,1.0444002,0.8495291,0.8770880,0.8508497,0.7851707,0.8584149,0.7722504,0.8313337,0.9126294,0.9989429
127,0.7276098,0.9198376,0.8637364,0.7636143,0.7327573,0.7122975,0.8722983,0.8205373,0.8825002,0.7331707,0.8527734,0.8166618,0.7654830,0.8664625,0.9547214,0.8280672,0.6690919,0.7138222,0.8743331,0.8280248,0.8654191,0.6991368,0.6756202,0.6878384,0.6283562,0.7294720,0.7734370,1.1206760,1.0482028,0.7078488,0.9648619,0.5947687,0.7710509,0.6154782,0.6358677,1.0423257,1.2172508,0.6739114,0.6851695,0.6453176,0.6702518,0.8203113,0.6420009,1.0375799,0.8559384,0.8634089,0.8333377,0.7887977,0.8314598,0.7659169,0.8070095,0.9149065,1.0070772
128,0.7226221,0.9227752,0.8662277,0.7712123,0.7338610,0.7081783,0.8707207,0.8152514,0.8783019,0.7341151,0.8529076,0.8240414,0.7660007,0.8661171,0.9511701,0.8384207,0.6771924,0.7164259,0.8747696,0.8295880,0.8600398,0.6944738,0.6717810,0.6964686,0.6270539,0.7395327,0.7953790,1.1194855,1.0498603,0.7104560,0.9811899,0.5880443,0.7597436,0.6219901,0.6362850,1.0331412,1.2110152,0.6732840,0.6711409,0.6398304,0.6716816,0.8189987,0.6438069,1.0201723,0.8394841,0.8462822,0.8402906,0.7885004,0.8440912,0.7758695,0.8169047,0.9165313,1.0005028
129,0.7233492,0.9260325,0.8707347,0.7653093,0.7334195,0.7055069,0.8676462,0.8131753,0.8769720,0.7309932,0.8482769,0.8238452,0.7646777,0.8675678,0.9488709,0.8251435,0.6807704,0.7130577,0.8774857,0.8300114,0.8588172,0.7003742,0.6720482,0.7017125,0.6220029,0.7321273,0.7937330,1.1263684,1.0501143,0.7212076,0.9825279,0.5903519,0.7500778,0.6039035,0.6248221,1.0324482,1.1984551,0.6766972,0.6782885,0.6342699,0.6834187,0.8074038,0.6461094,1.0075342,0.8517230,0.8309126,0.8288235,0.7989059,0.8282566,0.7677582,0.8191124,0.9184763,1.0084179
130,0.7254868,0.9238034,0.8723679,0.7763702,0.7319531,0.7054661,0.8690050,0.8103069,0.8709745,0.7261136,0.8512130,0.8247279,0.7637957,0.8720352,0.9551994,0.8319028,0.6833508,0.7196082,0.8745756,0.8248005,0.8582793,0.6978541,0.6683496,0.6926971,0.6248752,0.7297476,0.7904561,1.1260810,1.0445134,0.7114111,0.9967616,0.5797849,0.7464125,0.6013274,0.6281983,1.0235937,1.1915960,0.6780525,0.6769074,0.6346920,0.6655143,0.8113104,0.6515271,1.0013519,0.8526476,0.8326698,0.8271890,0.8006699,0.8200169,0.7655042,0.8092566,0.9150488,1.0089206
131,0.7241053,0.9155089,0.8646151,0.7729365,0.7377874,0.6993791,0.8680608,0.8071927,0.8661764,0.7288945,0.8513808,0.8208787,0.7684166,0.8673836,0.9609133,0.8479159,0.6779638,0.7170252,0.8822873,0.8247680,0.8565025,0.7035735,0.6749030,0.6891975,0.6219055,0.7193469,0.7897463,1.1249316,1.0358780,0.7036927,0.9810929,0.5812467,0.7529507,0.5997710,0.6188968,1.0273225,1.1973862,0.6765717,0.6893126,0.6240664,0.6766965,0.8039347,0.6582993,1.0103899,0.8433078,0.8422563,0.8334414,0.8111547,0.8112535,0.7672820,0.8241192,0.9136612,1.0034419
132,0.7258358,0.9199844,0.8687706,0.7788103,0.7244000,0.6983289,0.8702601,0.8073020,0.8640382,0.7191878,0.8556089,0.8245072,0.7718296,0.8681435,0.9682663,0.8381525,0.6808369,0.7155787,0.8832331,0.8207132,0.8495256,0.7041922,0.6699668,0.6950755,0.6163555,0.7116475,0.7696164,1.1194171,1.0445802,0.6996141,0.9662775,0.5750548,0.7614701,0.5932770,0.6243301,1.0193480,1.1926141,0.6884678,0.6869624,0.6353893,0.6766112,0.8116698,0.6505790,0.9805872,0.8426026,0.8659668,0.8331820,0.8119673,0.8248721,0.7506786,0.8009120,0.9051578,1.0003094
133,0.7214297,0.9241922,0.8744043,0.7775683,0.7329149,0.6921806,0.8654929,0.8037780,0.8669587,0.7215751,0.8640482,0.8223497,0.7690877,0.8713444,0.9791249,0.8423368,0.6737607,0.7126444,0.8858279,0.8208598,0.8502429,0.7055202,0.6579007,0.6894579,0.6069351,0.6998411,0.7711870,1.1241516,1.0329907,0.6963873,0.9585596,0.5745849,0.7540828,0.6093867,0.6162658,1.0196229,1.1872693,0.6943406,0.6906452,0.6330220,0.6886470,0.8145451,0.6451613,0.9593821,0.8305361,0.8535555,0.8355688,0.8168629,0.8038801,0.7628375,0.7819494,0.9015406,0.9930130
134,0.7203100,0.8999050,0.8594155,0.7682316,0.7286259,0.6910489,0.8676347,0.8108396,0.8635949,0.7178236,0.8672863,0.8163185,0.7661157,0.8673836,0.9783509,0.8449386,0.6775515,0.7162400,0.8793045,0.8243934,0.8583771,0.6948661,0.6644963,0.6920855,0.6068134,0.6996205,0.7613410,1.1319787,1.0359582,0.6989429,0.9617980,0.5737183,0.7469503,0.6087695,0.6171378,1.0188200,1.1917615,0.6856820,0.6947884,0.6268558,0.6779129,0.8154358,0.6432199,0.9461516,0.8301287,0.8630530,0.8307173,0.8271693,0.7995689,0.7414721,0.7889536,0.8942468,0.9787942
135,0.7128794,0.8932262,0.8590951,0.7636581,0.7307074,0.6874904,0.8602996,0.8056766,0.8622128,0.7166431,0.8668166,0.8142591,0.7711968,0.8677751,0.9774859,0.8504104,0.6981684,0.7109293,0.8802018,0.8198339,0.8585401,0.6879848,0.6695730,0.6822208,0.6080792,0.7061991,0.7702658,1.1235769,1.0204521,0.6867328,0.9518500,0.5689047,0.7343551,0.6126069,0.6174807,1.0210859,1.1996768,0.6818672,0.6876893,0.6300306,0.6924669,0.8175923,0.6477121,0.9297465,0.8200680,0.8781334,0.8322740,0.8212035,0.8026713,0.7527104,0.7909247,0.8997498,0.9909634
136,0.7117742,0.8871350,0.8533580,0.7698534,0.7325523,0.6857367,0.8585609,0.8035185,0.8608569,0.7194764,0.8640985,0.8076150,0.7725965,0.8597614,0.9753005,0.8577866,0.6777244,0.7163639,0.8754486,0.8182381,0.8585075,0.6915160,0.6709653,0.6853807,0.6046956,0.7097640,0.7709151,1.1214286,1.0231657,0.6929411,0.9812287,0.5718388,0.7466106,0.6041003,0.6189042,1.0137053,1.1982133,0.6782281,0.6829404,0.6285992,0.6922962,0.8101228,0.6479153,0.9417314,0.8212120,0.8563135,0.8177714,0.8206287,0.7882469,0.7379165,0.7630130,0.9036397,0.9893004
137,0.7095494,0.9252376,0.8674888,0.7673256,0.7323946,0.6901720,0.8532870,0.8069878,0.8526689,0.7273467,0.8652394,0.8035452,0.7711585,0.8557776,0.9705655,0.8561772,0.6770461,0.7172525,0.8867494,0.8137437,0.8543833,0.6977183,0.6720200,0.6792534,0.6035150,0.7130532,0.7840079,1.1196086,1.0354904,0.6953806,0.9742088,0.5689256,0.7388979,0.6000036,0.6148572,1.0129903,1.1936830,0.6686661,0.6814867,0.6277734,0.6922962,0.7997312,0.6436940,0.9305364,0.8025481,0.8478836,0.8121676,0.8150394,0.7848020,0.7365990,0.7716599,0.8971169,0.9838088
138,0.7047216,0.8963625,0.8716133,0.7653823,0.7381185,0.6846151,0.8518246,0.8041878,0.8542074,0.7188467,0.8677393,0.8013877,0.7713886,0.8624096,0.9623702,0.8606566,0.6729626,0.7129750,0.8816811,0.8172773,0.8541877,0.6959225,0.6723997,0.6858790,0.6002045,0.7179228,0.7876623,1.1371648,1.0248366,0.6879719,0.9715327,0.5624726,0.7344259,0.5966850,0.6121293,1.0073036,1.1888219,0.6887439,0.6924624,0.6393900,0.6974392,0.7876676,0.6368315,0.9311288,0.8009967,0.8599391,0.7943702,0.8136124,0.7836537,0.7527262,0.7889404,0.8865855,0.9691903
139,0.7076444,0.8871263,0.8658452,0.7636143,0.7339557,0.6870724,0.8505809,0.8039009,0.8593444,0.7149378,0.8664978,0.8009709,0.7759712,0.8544651,0.9632581,0.8501958,0.6814754,0.7081396,0.8766854,0.8133692,0.8558830,0.7020644,0.6673792,0.6706911,0.5924515,0.7205046,0.7800362,1.1383415,1.0215883,0.6781109,0.9607702,0.5632766,0.7389545,0.5795020,0.6198955,1.0044988,1.1903362,0.6815912,0.6938434,0.6240847,0.6779343,0.7858862,0.6323168,0.9138274,0.8146773,0.8408772,0.7885848,0.8075276,0.7824852,0.7269322,0.8092960,0.8819127,0.9738956
140,0.7034856,0.8823916,0.8623513,0.7645641,0.7292251,0.6822089,0.8501664,0.8093235,0.8562935,0.7196600,0.8574377,0.8018290,0.7680140,0.8622945,0.9708614,0.8525294,0.6676554,0.7111566,0.8760549,0.8100798,0.8586216,0.6964205,0.6672386,0.6790948,0.5861834,0.7104898,0.7790849,1.1166256,1.0116296,0.6829253,0.9927280,0.5674742,0.7298265,0.5714695,0.6056078,1.0061377,1.1943066,0.6768227,0.6858237,0.6322512,0.6854674,0.7823546,0.6371701,0.9198730,0.8158056,0.8205699,0.7882994,0.8152376,0.7646360,0.7247258,0.7725272,0.8818179,0.9775695
141,0.6987451,0.8702091,0.8545468,0.7560163,0.7329149,0.6794967,0.8446046,0.8082581,0.8638035,0.7183221,0.8545015,0.8032510,0.7712544,0.8526459,0.9638499,0.8561236,0.6772722,0.7061972,0.8667184,0.8094610,0.8615395,0.7022153,0.6677448,0.6723447,0.5887271,0.7087257,0.7866506,1.0958812,1.0011362,0.6972779,1.0319966,0.5564060,0.7336192,0.5919443,0.6038190,1.0016719,1.1865058,0.6717781,0.6917113,0.6254611,0.6799829,0.7876207,0.6365606,0.9363085,0.8201150,0.7924331,0.7664548,0.8014231,0.7858294,0.7315989,0.7699909,0.8839526,0.9754683
142,0.6972909,0.8656212,0.8458946,0.7548328,0.7296194,0.6779571,0.8440059,0.8059634,0.8507393,0.7214177,0.8494010,0.7991811,0.7685892,0.8507576,0.9644418,0.8622123,0.6708876,0.7088009,0.8769037,0.8123758,0.8613602,0.7075725,0.6740451,0.6704533,0.5811324,0.7186027,0.8006947,1.0958812,1.0142764,0.6928895,1.0320354,0.5518430,0.7394639,0.5916670,0.6081046,1.0038718,1.1927159,0.6719538,0.6865505,0.6411334,0.6833974,0.7875582,0.6407142,0.9222123,0.8142071,0.7933228,0.7651836,0.8043763,0.7735404,0.7193924,0.7850769,0.8905703,0.9779562
143,0.6999375,0.8653188,0.8389274,0.7504201,0.7276168,0.6795477,0.8477252,0.8043517,0.8529818,0.7153576,0.8461629,0.8038148,0.7715228,0.8540736,0.9659670,0.8583231,0.6743592,0.7135743,0.8803473,0.8025729,0.8604799,0.7082969,0.6787000,0.6608490,0.5771281,0.7085879,0.7906826,1.1067050,0.9959631,0.7013953,1.0331213,0.5483137,0.7230619,0.5839475,0.6029172,1.0046857,1.1997531,0.6625424,0.6855087,0.6368942,0.6810073,0.7858393,0.6371250,0.9102122,0.8182502,0.7973932,0.7705020,0.7921671,0.7601233,0.7195511,0.7792423,0.8840593,0.9764867
144,0.6989196,0.8633662,0.8403953,0.7444440,0.7314643,0.6786199,0.8445240,0.8098152,0.8621868,0.7160397,0.8456763,0.8038639,0.7730184,0.8599687,0.9693134,0.8614077,0.6794536,0.6999773,0.8797168,0.8026869,0.8531771,0.6968279,0.6735529,0.6619816,0.5743044,0.7107103,0.7862730,1.0987548,0.9957224,0.6924507,1.0244725,0.5546413,0.7187880,0.5818276,0.5830321,1.0090195,1.1903998,0.6667587,0.6833765,0.6281404,0.6826078,0.7972622,0.6493600,0.9060502,0.8053845,0.8237283,0.7487352,0.8053673,0.7813369,0.7274084,0.7797022,0.8787225,0.9754296
145,0.7012753,0.8649041,0.8302546,0.7460366,0.7249204,0.6727367,0.8452610,0.8036005,0.8573887,0.7145705,0.8391832,0.8153133,0.7783104,0.8516096,0.9629621,0.8517247,0.6784028,0.7059079,0.8786255,0.8040384,0.8623382,0.6998159,0.6645525,0.6624233,0.5782479,0.7009895,0.7865902,1.0911193,0.9921132,0.6766911,1.0303871,0.5561763,0.7264017,0.5765323,0.5843439,1.0056537,1.1810466,0.6714770,0.6858963,0.6485108,0.6718523,0.7972466,0.6464480,0.8865463,0.8078448,0.8094486,0.7652873,0.7945653,0.7708409,0.7232020,0.7792423,0.8795764,0.9804184
146,0.6946298,0.8660273,0.8243314,0.7461097,0.7261503,0.6762442,0.8486464,0.7937388,0.8535555,0.7147017,0.8401060,0.8136707,0.7752809,0.8557086,0.9641914,0.8530926,0.6785092,0.7053913,0.8818023,0.8019215,0.8548072,0.6957565,0.6644119,0.6513693,0.5766291,0.6932166,0.7779825,1.0904078,0.9764333,0.6910825,1.0362240,0.5506317,0.7361382,0.5759151,0.5853426,0.9967002,1.1755618,0.6674614,0.6806871,0.6260483,0.6640632,0.7894334,0.6526332,0.8775234,0.8088634,0.7924331,0.7606953,0.7968248,0.7842580,0.7269322,0.7664428,0.8787225,0.9814368
147,0.6908491,0.8528944,0.8294173,0.7447362,0.7223501,0.6779163,0.8520088,0.8028765,0.8518866,0.7078546,0.8410624,0.8113171,0.7758178,0.8521623,0.9644190,0.8482914,0.6823799,0.7039448,0.8721748,0.8000489,0.8561112,0.6913651,0.6683777,0.6545518,0.5809863,0.6867116,0.7745998,1.0760536,0.9851756,0.6981685,1.0375427,0.5584212,0.7212080,0.5765412,0.5862817,0.9950173,1.1651396,0.6744635,0.6838127,0.6168909,0.6600299,0.8011064,0.6573060,0.8740449,0.7894160,0.8203697,0.7474121,0.8018195,0.7855071,0.7213130,0.7748663,0.8662935,0.9753007
148,0.6894531,0.8659755,0.8247036,0.7419015,0.7215932,0.6786708,0.8480361,0.7996940,0.8533208,0.7067790,0.8377068,0.8174708,0.7735169,0.8451158,0.9607084,0.8523953,0.6835504,0.6999979,0.8751334,0.7976388,0.8547094,0.6928440,0.6666760,0.6505765,0.5770064,0.6845892,0.7832226,1.0826081,0.9928752,0.6785627,1.0387062,0.5537538,0.7487051,0.5758703,0.5798570,0.9953802,1.1594513,0.6686661,0.6813655,0.6112753,0.6607768,0.8011845,0.6588185,0.8705664,0.7946657,0.8144977,0.7550915,0.7949221,0.7891333,0.7113446,0.7753525,0.8558332,0.9617135
149,0.6887551,0.8706929,0.8221917,0.7378688,0.7302816,0.6756630,0.8484391,0.7998306,0.8522778,0.7102156,0.8400054,0.8118319,0.7701998,0.8471883,0.9635768,0.8469234,0.6921563,0.7080983,0.8718110,0.7937795,0.8541388,0.6934325,0.6677870,0.6519922,0.5732212,0.7018716,0.8021746,1.0843596,0.9821011,0.6626095,1.0095020,0.5517385,0.7470918,0.5710580,0.5742001,0.9982621,1.1547301,0.6698958,0.6775858,0.6085409,0.6550363,0.7940119,0.6497212,0.8293105,0.7972200,0.8121400,0.7410559,0.7859238,0.7829284,0.7104081,0.7893872,0.8496661,0.9614686
150,0.6871410,0.8672542,0.8282699,0.7362469,0.7174304,0.6742865,0.8407586,0.7943671,0.8484185,0.7199486,0.8401228,0.8083260,0.7682824,0.8412242,0.9715671,0.8500885,0.6908527,0.7056392,0.8782375,0.8045432,0.8520360,0.6820089,0.6527817,0.6394999,0.5683771,0.7030476,0.8025672,1.0764641,0.9756847,0.6728448,0.9946285,0.5508092,0.7446577,0.5634191,0.5672388,1.0076556,1.1501998,0.6728322,0.6795968,0.6347654,0.6545881,0.7849642,0.6496309,0.8293409,0.7835551,0.8236393,0.7426125,0.7833076,0.7895362,0.7143129,0.7781647,0.8432145,0.9579880
151,0.6884207,0.8669172,0.8276807,0.7362761,0.7183292,0.6715030,0.8413804,0.8006502,0.8461498,0.7202896,0.8438643,0.8083750,0.7619550,0.8448625,0.9654662,0.8529585,0.6899084,0.7039241,0.8774372,0.8104543,0.8572849,0.6825220,0.6472971,0.6390015,0.5779314,0.6928858,0.8021897,1.0852627,0.9606197,0.6706765,1.0127017,0.5537016,0.7374544,0.5712011,0.5767640,1.0126493,1.1367616,0.6684151,0.6752356,0.6284157,0.6672215,0.7664781,0.6462223,0.8359941,0.7746541,0.8005294,0.7409781,0.8004321,0.7939482,0.7106303,0.7728163,0.8380080,0.9502791
152,0.6858904,0.8603421,0.8271328,0.7355455,0.7094989,0.6705650,0.8446046,0.7980004,0.8409346,0.7147017,0.8491997,0.8034226,0.7582352,0.8458988,0.9605036,0.8544874,0.6908261,0.7061352,0.8755214,0.8136297,0.8490203,0.6858419,0.6533864,0.6356604,0.5651883,0.6875385,0.7927061,1.0744800,0.9713270,0.6674497,1.0021913,0.5543490,0.7447850,0.5608161,0.5723219,1.0125503,1.1322058,0.6760447,0.6717709,0.6243783,0.6727913,0.7586492,0.6443486,0.8217459,0.7967185,0.8032874,0.7412635,0.7976573,0.7975341,0.7164241,0.7710028,0.8344027,0.9428538
153,0.6877954,0.8542077,0.8200726,0.7312059,0.7141821,0.6733689,0.8445355,0.8006502,0.8424470,0.7172727,0.8493842,0.8065608,0.7628945,0.8368719,0.9630759,0.8531999,0.6905601,0.7009072,0.8762004,0.8038267,0.8623056,0.6884224,0.6530770,0.6319342,0.5734159,0.6870056,0.7904712,1.0603585,0.9591092,0.6564529,0.9864839,0.5595802,0.7359967,0.5636069,0.5742970,1.0129243,1.1305006,0.6676371,0.6772224,0.6169826,0.6617371,0.7453668,0.6364703,0.8426017,0.7885227,0.8071576,0.7385134,0.7977960,0.8113341,0.7027413,0.7743669,0.8336674,0.9424026
154,0.6884788,0.8501814,0.8218402,0.7332807,0.7093412,0.6730834,0.8455489,0.7979184,0.8363973,0.7222834,0.8506762,0.8021722,0.7632780,0.8531525,0.9606857,0.8587522,0.6989399,0.7051846,0.8714958,0.8087771,0.8632022,0.6824918,0.6494347,0.6232247,0.5712495,0.6982975,0.7981728,1.0696223,0.9772621,0.6523613,0.9882679,0.5590999,0.7247318,0.5627214,0.5691468,1.0087115,1.1137920,0.6739365,0.6659560,0.6120644,0.6651302,0.7428509,0.6381634,0.8647031,0.7961230,0.8068240,0.7448956,0.8014825,0.7928805,0.7222178,0.7831321,0.8225311,0.9327343
155,0.6938882,0.8555815,0.8219953,0.7281959,0.7070548,0.6686991,0.8449961,0.8012785,0.8393700,0.7179023,0.8433442,0.8036923,0.7562411,0.8371943,0.9602987,0.8681938,0.6957210,0.6973943,0.8688525,0.8072464,0.8591595,0.6804093,0.6473955,0.6272793,0.5670505,0.6953206,0.8019783,1.0543240,0.9641888,0.6450947,0.9858052,0.5536911,0.7029662,0.5615228,0.5715989,1.0078756,1.1025298,0.6656293,0.6675066,0.6124131,0.6587495,0.7459293,0.6341452,0.8728601,0.7938821,0.8020641,0.7494876,0.8143656,0.8073855,0.7205194,0.7797416,0.8250216,0.9331597
156,0.6947316,0.8479782,0.8202173,0.7245869,0.7053991,0.6638763,0.8422325,0.8095830,0.8368667,0.7127866,0.8433274,0.8074188,0.7579668,0.8421453,0.9664223,0.8709297,0.7001104,0.6982828,0.8686100,0.7988601,0.8546278,0.6778589,0.6433031,0.6339276,0.5627784,0.6828802,0.7939142,1.0646004,0.9721825,0.6443977,0.9863675,0.5564791,0.7037304,0.5683924,0.5768758,1.0128473,1.0955817,0.6579747,0.6714559,0.6095869,0.6792574,0.7388661,0.6359060,0.8486018,0.7900898,0.7852710,0.7330912,0.8074682,0.8162094,0.7129002,0.7717518,0.8202540,0.9338816
