frame,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO1,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2,NIT2-MO2
73,1.0732452,1.4168395,1.2753595,1.2852759,1.3212653,1.2722453,1.4230969,1.4595086,1.0157762,1.2659898,1.3536962,1.3047955,1.2903517,1.1124442,1.1452604,1.0564079,1.1138719,1.1907714,1.4290668,1.4076698,1.4430607,1.3807684,1.4137087,1.3905135,1.2883693,1.5378679,1.3428722,2.0597427,1.9274553,1.4908424,1.6066941,1.0616999,1.1685913,1.1269187,1.2288050,1.7274237,1.8058843,1.3017694,1.2022630,1.2395258,1.2228340,1.4068038,1.1343371,1.8452448,1.4799336,1.2268289,1.3272020,1.1122210,1.2271848,1.2093208,1.3311957,1.6507074,1.7347917
74,1.0468816,1.4039399,1.2640197,1.2631541,1.3133811,1.2635378,1.4262520,1.4282163,1.0059193,1.2395719,1.3475890,1.2968765,1.2840242,1.1214250,1.1628346,1.0436135,1.0933082,1.1786622,1.4279271,1.4008305,1.4381704,1.3703106,1.3877060,1.3851451,1.2777075,1.5270170,1.3282845,2.0420772,1.9469583,1.4882998,1.6287620,1.0508406,1.1587699,1.1239758,1.2097622,1.7308995,1.8066478,1.2845777,1.1890825,1.2351581,1.1909731,1.3896615,1.1144270,1.8467638,1.4900255,1.2293645,1.3004800,1.0978515,1.2283130,1.2262734,1.3568340,1.6413027,1.7546698
75,1.0227283,1.4135390,1.2620660,1.2564473,1.3124507,1.2564822,1.4286241,1.4123585,0.9936635,1.2316491,1.3470353,1.2786114,1.2732868,1.1292083,1.1737388,1.0318384,1.0803527,1.1674416,1.4289941,1.3868100,1.4257490,1.3595358,1.3863982,1.3667067,1.2665709,1.5530371,1.3665509,2.0578681,1.9809515,1.4810589,1.6136364,1.0483554,1.1932580,1.1053526,1.1968086,1.7192402,1.8038609,1.2854059,1.1742059,1.2282946,1.1903756,1.4241179,1.1258719,1.8479942,1.4858414,1.2122823,1.2815670,1.1035200,1.2585116,1.2429086,1.3370698,1.6281265,1.7410052
76,1.0209978,1.4054346,1.2508916,1.2506758,1.3051657,1.2422077,1.4268508,1.4084794,1.0040158,1.2142033,1.3438811,1.2739286,1.2669786,1.1166122,1.1612867,1.0260179,1.0754313,1.1653752,1.4297944,1.3740922,1.4152186,1.3329762,1.3506075,1.3826761,1.2703926,1.5268883,1.3438689,2.0307061,1.9135532,1.4878738,1.6390397,1.0631513,1.2223119,1.0793320,1.2041574,1.7294916,1.8171591,1.2654034,1.1566399,1.2472702,1.1957746,1.3981311,1.0968193,1.8784348,1.5036905,1.2044085,1.3167726,1.0994966,1.2368145,1.2034953,1.3317476,1.6349577,1.7223132
77,1.0049005,1.3863660,1.2426736,1.2499160,1.2986218,1.2252720,1.4212775,1.3899171,0.9926986,1.2035259,1.3454582,1.2623566,1.2503739,1.1044996,1.1562329,1.0067861,1.0721725,1.1508069,1.4302066,1.3914346,1.4217716,1.3444300,1.3515076,1.3911817,1.2651226,1.5023659,1.3102386,2.0339217,1.9466642,1.4788647,1.6448961,1.0478438,1.2254536,1.0620326,1.2146515,1.7443188,1.8495966,1.2482118,1.1395101,1.2366996,1.1879215,1.3867550,1.0876318,1.9147996,1.4824879,1.2026291,1.3290440,1.0935902,1.2627624,1.2064318,1.3400660,1.6394051,1.7359906
78,1.0190347,1.3719198,1.2380219,1.2469060,1.2987953,1.2142194,1.4180878,1.3769959,0.9983050,1.1925337,1.3442166,1.2652986,1.2469993,1.0960024,1.1500637,1.0070543,1.0573682,1.1341930,1.4330682,1.3860121,1.4197503,1.3121058,1.3316223,1.3595261,1.2414011,1.4959252,1.3168378,2.0599754,1.9381224,1.4977477,1.6751280,1.0369427,1.2335201,1.0548857,1.2130341,1.7448578,1.8568374,1.2212574,1.1140697,1.2273219,1.1654289,1.4086321,1.1012664,1.8936248,1.4759062,1.2471585,1.3535867,1.0828477,1.2344575,1.2165431,1.3398031,1.6552971,1.7510990
79,1.0383603,1.3795835,1.2348174,1.2446997,1.2902015,1.2046147,1.4101424,1.3594717,0.9877181,1.1967312,1.3483105,1.2565706,1.2365878,1.0859393,1.1408213,0.9854353,1.0605073,1.1262166,1.4053739,1.3814200,1.4125941,1.2717683,1.3054368,1.3610778,1.2224143,1.4852213,1.3018725,2.0640805,1.9690144,1.4730307,1.6722386,1.0141589,1.2216892,1.0396079,1.2150763,1.7616649,1.8764984,1.1990212,1.1010103,1.2306803,1.1652369,1.3885989,1.0823946,1.8717816,1.4463354,1.2301208,1.3392139,1.0844532,1.2657843,1.2026381,1.3590943,1.6588906,1.7579828
80,1.0386657,1.3743650,1.2346520,1.2436184,1.2905169,1.1878932,1.4152897,1.3407865,0.9970795,1.1916155,1.3506929,1.2470825,1.2265982,1.0883572,1.1410718,0.9827531,1.0436014,1.1068543,1.3902173,1.3872985,1.4066932,1.2647512,1.2910784,1.3129431,1.1846474,1.4622056,1.2934914,2.0781609,2.0036359,1.4839759,1.6719283,1.0153493,1.2337324,1.0601810,1.2235133,1.7768660,1.8874679,1.1834860,1.0891866,1.2145492,1.1521127,1.3887083,1.0709045,1.8740753,1.4319183,1.1947552,1.3573486,1.0825108,1.2655425,1.2090827,1.3561244,1.6724344,1.7652147
81,1.0267562,1.3856402,1.2282740,1.2388404,1.2873947,1.1777277,1.4096934,1.3385055,0.9925943,1.1740385,1.3467333,1.2368589,1.2117958,1.0866532,1.1408441,0.9738748,1.0381479,1.0995392,1.3885682,1.3814688,1.3985427,1.2556364,1.2787169,1.3103269,1.1784767,1.4365439,1.2697372,2.0328681,1.9952546,1.4642410,1.6490653,1.0164352,1.2622626,1.0613349,1.2053722,1.7749412,1.9069762,1.1763584,1.0691009,1.1866363,1.1519633,1.3721130,1.0534324,1.8932754,1.4216226,1.1796971,1.3526527,1.0590042,1.2497280,1.1783679,1.3349804,1.6648442,1.7564101
82,1.0177260,1.3786763,1.2215136,1.2379053,1.2803147,1.1707128,1.4061007,1.3164465,0.9918381,1.1691327,1.3495856,1.2281799,1.1976071,1.0835905,1.1408441,0.9739821,1.0262433,1.0853016,1.3817296,1.3740433,1.3958367,1.2490870,1.2653850,1.2917639,1.1604756,1.4091181,1.2431743,2.0466612,1.9734925,1.4506111,1.6639583,1.0178553,1.2401998,1.0410301,1.1873505,1.7973249,1.9205289,1.1731208,1.0668960,1.2079793,1.1454972,1.3581117,1.0415811,1.9034223,1.4409916,1.1652172,1.3393177,1.0369842,1.2088319,1.1715107,1.3337188,1.6585941,1.7481469
83,1.0094229,1.3700881,1.2349931,1.2393811,1.2686934,1.1537975,1.3960826,1.3075547,0.9959843,1.1602917,1.3446529,1.2168530,1.1894773,1.0763828,1.1340148,0.9666327,1.0230377,1.0751762,1.3571151,1.3559844,1.3738304,1.2517732,1.2669039,1.2832695,1.1483898,1.4137212,1.2579583,2.0514505,1.9522517,1.4181628,1.6391949,1.0136890,1.2616399,1.0273534,1.1643202,1.7983259,1.9289659,1.1581378,1.0543212,1.2192105,1.1551857,1.3563303,1.0461184,1.9290174,1.4300691,1.1550301,1.3364120,1.0332580,1.1826222,1.1501294,1.3045192,1.6698490,1.7514599
84,0.9955358,1.3802920,1.2420947,1.2446558,1.2720363,1.1603332,1.3943553,1.2928032,0.9905343,1.1599769,1.3366833,1.2137639,1.1785481,1.0798830,1.1394782,0.9662572,1.0140461,1.0651334,1.3582307,1.3592086,1.3745966,1.2351432,1.2587051,1.2728838,1.1383486,1.3931128,1.2419662,2.0386973,1.9359569,1.3791964,1.5975411,1.0030490,1.2682347,0.9950803,1.1555180,1.7887124,1.9187218,1.1671728,1.0483367,1.1904902,1.1328852,1.3289215,1.0110161,1.9477466,1.4192249,1.1693988,1.3867687,1.0162722,1.1980942,1.1555898,1.2650827,1.6658167,1.7665296
85,0.9869127,1.3936582,1.2320781,1.2414705,1.2626699,1.1474250,1.3916378,1.2861104,0.9835719,1.1527100,1.3323211,1.1949103,1.1648004,1.0700272,1.1246813,0.9549112,1.0071428,1.0563098,1.3479726,1.3443413,1.3646693,1.2325476,1.2425044,1.2590890,1.1193496,1.3953638,1.2397765,2.0544882,1.9217073,1.3513430,1.5675031,0.9722460,1.2476720,0.9925579,1.1509044,1.7916493,1.9261408,1.1553520,1.0266760,1.1641739,1.1162185,1.3264369,1.0060949,1.9413668,1.4063592,1.1707778,1.3772993,0.9951639,1.1622547,1.1500500,1.3006032,1.6750910,1.7747154
86,0.9703064,1.3951097,1.2243459,1.2338725,1.2564729,1.1419191,1.3906936,1.2748965,0.9828679,1.1357364,1.3189826,1.1919682,1.1531043,1.0682540,1.1238390,0.9507537,1.0030726,1.0434567,1.3492822,1.3343592,1.3662015,1.2063200,1.2215081,1.2385100,1.1026387,1.3847702,1.2169586,2.0403941,1.8875536,1.3373646,1.5452025,0.9696982,1.2505448,0.9817883,1.1607203,1.7964780,1.9409916,1.1321370,1.0098612,1.1450148,1.1103927,1.3315936,1.0174948,1.9326022,1.3979440,1.1784070,1.3850305,0.9801205,1.1668681,1.1460658,1.2900640,1.6719363,1.7784410
87,0.9603310,1.3942112,1.2081477,1.2227677,1.2503233,1.1402469,1.3831512,1.2675618,0.9793997,1.1441576,1.3110131,1.1851770,1.1444951,1.0578225,1.1120470,0.9387372,0.9994946,1.0322361,1.3423465,1.3254193,1.3568122,1.1838650,1.2106373,1.2186672,1.0616222,1.3909077,1.2230293,2.0983580,1.8909757,1.3231798,1.5635472,0.9566983,1.2486202,0.9659737,1.1385918,1.8155840,1.9631850,1.1119588,0.9983040,1.1310675,1.1044814,1.3190924,0.9883745,1.9382984,1.3749863,1.1762495,1.4026722,0.9668014,1.1559491,1.1353990,1.2685783,1.6686275,1.7833782
88,0.9533365,1.3757387,1.2059149,1.2123643,1.2484626,1.1301324,1.3847403,1.2589021,0.9736629,1.1412718,1.3023388,1.1828724,1.1370173,1.0611155,1.0987525,0.9268816,0.9895319,1.0264914,1.3414735,1.3180101,1.3542692,1.1822051,1.1847753,1.2150316,1.0688031,1.3713650,1.2105104,2.0921456,1.8819527,1.2950424,1.5522223,0.9571891,1.2470493,0.9684246,1.1151590,1.8043646,1.9781375,1.1189108,0.9981344,1.1187169,1.0900768,1.3297028,0.9896612,1.9329516,1.3768668,1.1495140,1.3691270,0.9439886,1.1514767,1.1411451,1.2926922,1.6687342,1.7784796
89,0.9478108,1.3925091,1.1949679,1.2033928,1.2417926,1.1294187,1.3764379,1.2518269,0.9705599,1.1300698,1.2970202,1.1755418,1.1204893,1.0611385,1.0769896,0.9319779,0.9801280,1.0153948,1.3445291,1.3207458,1.3555733,1.1692723,1.1769562,1.1935805,1.0379372,1.3534854,1.1932045,2.0775452,1.8668609,1.2454019,1.5295726,0.9494205,1.2234157,0.9556066,1.1405445,1.8200937,2.0034995,1.1037520,0.9904538,1.1207906,1.0913359,1.3180923,0.9698187,1.9414124,1.3785279,1.1230454,1.3440654,0.9384390,1.1362464,1.1521453,1.2827575,1.6775578,1.7920024
90,0.9439573,1.3884828,1.1830182,1.1996961,1.2283421,1.1286030,1.3792131,1.2445741,0.9711596,1.1185529,1.2912486,1.1638717,1.1081413,1.0537696,1.0725961,0.9292688,0.9714423,1.0127498,1.3364051,1.3096238,1.3470805,1.1686234,1.1718231,1.1841575,1.0369392,1.3805529,1.2151314,2.0406814,1.8579850,1.2408328,1.5125271,0.9446695,1.2380346,0.9515009,1.1227389,1.8609565,2.0321575,1.0849793,0.9807865,1.0866198,1.0630815,1.2962465,0.9436556,1.9212553,1.3857835,1.1065638,1.3392917,0.9224640,1.1392079,1.1281449,1.2683680,1.6658167,1.7853248
91,0.9435065,1.3982979,1.1854785,1.1959409,1.2257246,1.1088838,1.3686653,1.2399028,0.9663616,1.1115746,1.2983625,1.1642150,1.0981708,1.0549671,1.0646512,0.9096883,0.9578484,1.0066332,1.3432680,1.2974760,1.3488736,1.1499713,1.1510097,1.1696491,1.0142888,1.3700879,1.2068106,2.0786809,1.8775682,1.2339920,1.5508649,0.9346037,1.2304209,0.9715285,1.1250866,1.8628154,2.0362042,1.0734597,0.9660795,1.0828027,1.0439821,1.2735413,0.9329782,1.9046223,1.3943867,1.0956649,1.3275133,0.9157252,1.1410008,1.1148272,1.2539916,1.6683310,1.7918606
92,0.9435792,1.4057370,1.1800825,1.1838279,1.2150178,1.1034901,1.3687344,1.2369251,0.9687345,1.1151425,1.2935304,1.1191037,1.0525367,1.0380417,1.0691814,0.9254600,0.9537782,0.9952679,1.3352896,1.2819085,1.3485965,1.1533667,1.1461720,1.1407344,0.9717266,1.3490293,1.1829810,2.0169677,1.8417169,1.2389612,1.5778584,0.9386656,1.2347372,0.9576818,1.1400377,1.8460523,2.0327556,1.0803865,0.9634628,1.0820686,1.0384123,1.2705097,0.9351678,1.8784956,1.3696582,1.0776263,1.3062654,0.9052602,1.1574399,1.0933507,1.2362117,1.5894401,1.6924832
93,0.9223924,1.3382668,1.1339480,1.1678867,1.2037907,1.0335757,1.2857110,1.2069851,0.9500117,1.0482187,1.2926580,1.0839463,1.0125973,1.0350712,1.0646512,0.9018293,0.9116266,0.9888414,1.3219032,1.2778212,1.3385551,1.1019527,1.0893711,1.0885451,0.9440982,1.2829225,1.1457868,1.9212370,1.7378925,1.1832157,1.5164637,0.9126136,1.2190711,0.9368850,1.0966975,1.8397277,2.0232241,1.0103903,0.9085358,1.0725441,1.0320102,1.2228803,0.9011942,1.8713715,1.3502264,1.0672835,1.2747438,0.8941808,1.1442242,1.0479690,1.2072224,1.4969224,1.5999639
94,0.9024560,1.2716433,1.0886096,1.1605079,1.1944085,0.9750400,1.2180487,1.1746001,0.9469869,1.0017839,1.2241032,1.0404040,0.9707213,1.0111454,1.0411127,0.8951773,0.8734521,0.9380489,1.2596033,1.2026706,1.2672220,1.0403072,1.0346656,1.0356763,0.9041284,1.2133886,1.0895802,1.8426929,1.6383457,1.1195193,1.4701947,0.8875326,1.2026266,0.9028319,1.0619732,1.7288756,1.9129826,0.9450370,0.8669590,1.0499349,1.0079172,1.2027065,0.8843315,1.7738672,1.3187908,1.0391023,1.2781943,0.8530741,1.1167452,1.0341910,1.1611102,1.4173437,1.5134003
95,0.8885254,1.2148782,1.0408315,1.1058461,1.1395661,0.9224385,1.1556257,1.1498641,0.9332447,0.9562674,1.1635348,1.0075022,0.9409633,1.0068162,1.0280914,0.8663698,0.8480334,0.8914099,1.1809584,1.1280410,1.2034525,0.9955784,0.9965123,0.9694883,0.8637570,1.1558724,1.0685442,1.7367269,1.5672312,1.0480142,1.3904165,0.8653649,1.1680819,0.8953093,1.0182454,1.6508019,1.8168537,0.9053583,0.8286289,0.9833183,0.9635937,1.1525143,0.8432696,1.6391475,1.2178083,0.9864098,1.2215333,0.8556111,1.0893872,1.0060160,1.1006347,1.3585906,1.4557642
96,0.8722971,1.1691896,1.0179038,1.0576572,1.0791416,0.8801758,1.1009177,1.1167142,0.9225012,0.9220054,1.1140398,0.9798225,0.9125475,0.9924239,1.0173693,0.8353361,0.8280550,0.8549170,1.1324571,1.0654128,1.1424054,0.9521927,0.9379676,0.9448207,0.8351793,1.1119452,1.0400785,1.7161056,1.5278643,0.9986577,1.3286534,0.8443667,1.1482268,0.8544134,0.9938288,1.5746860,1.7247079,0.8727569,0.7955322,0.9379714,0.9252027,1.1264962,0.8215987,1.5828080,1.1691662,0.9315599,1.1970424,0.8382289,1.0656151,0.9709043,1.0842609,1.3072261,1.3951117
97,0.8625980,1.1405046,0.9926503,1.0111340,1.0309218,0.8489146,1.0639315,1.0888777,0.9155389,0.8832310,1.0733197,0.9574385,0.8869502,0.9705937,1.0028000,0.8297033,0.8151927,0.8263385,1.0865021,1.0198665,1.1008705,0.9179821,0.9098414,0.9093370,0.8090358,1.0845193,1.0335548,1.6386836,1.4651713,0.9559611,1.2593275,0.8294873,1.1249752,0.8452360,0.9454055,1.4979761,1.6493217,0.8505961,0.7850895,0.9083335,0.8950064,1.1153702,0.8041265,1.5170203,1.1437795,0.9060922,1.1409521,0.8237206,1.0543938,0.9568247,1.0630642,1.2677807,1.3550204
98,0.8509648,1.1031191,0.9733406,0.9782142,0.9909489,0.8208754,1.0267379,1.0582683,0.9141568,0.8686447,1.0326667,0.9315485,0.8626759,0.9604384,0.9941268,0.8158092,0.8015057,0.7973054,1.0460035,0.9833578,1.0568252,0.8903812,0.8867779,0.8654155,0.7886249,1.0334439,0.9996074,1.6096059,1.4067024,0.9317475,1.2230065,0.8162473,1.1046814,0.8142778,0.9094439,1.4423741,1.5924130,0.8145062,0.7633077,0.8738324,0.8752668,1.0770697,0.7875121,1.4302250,1.1100716,0.8733958,1.1080815,0.8289531,1.0323140,0.9235702,1.0412763,1.2208873,1.2981579
99,0.8401751,1.0609642,0.9492656,0.9464925,0.9628497,0.7999021,0.9966722,1.0333684,0.9158257,0.8546094,0.9942452,0.9146808,0.8480078,0.9433980,0.9880259,0.8078429,0.7934718,0.7802368,1.0144534,0.9598274,1.0292766,0.8617240,0.8520842,0.8337486,0.7641976,1.0049247,0.9671247,1.5962370,1.3607053,0.9136905,1.2124379,0.8020257,1.1142764,0.7964060,0.8740115,1.3859582,1.5327810,0.8038650,0.7467594,0.8575912,0.8398848,1.0542238,0.7677600,1.3790196,1.0649084,0.8468160,1.0661564,0.8346018,1.0261292,0.9279512,1.0218537,1.1756306,1.2527426
100,0.8272768,1.0402022,0.9336152,0.9154722,0.9355388,0.7835782,0.9777184,1.0098207,0.9085243,0.8339630,0.9631556,0.9022507,0.8331288,0.9397135,0.9834957,0.7994743,0.7825115,0.7707726,0.9848676,0.9300603,1.0029831,0.8393445,0.8269112,0.8242802,0.7535722,0.9550621,0.9400634,1.5195265,1.3392373,0.8837849,1.1765630,0.7700115,1.0579378,0.7734355,0.8456895,1.3494731,1.4919702,0.7814531,0.7330216,0.8361564,0.8371959,1.0191268,0.7517551,1.3464068,1.0297902,0.8260637,1.0337787,0.8199945,1.0264112,0.9145225,1.0156774,1.1532632,1.2256197
101,0.8159345,1.0159755,0.9131374,0.8939932,0.9075026,0.7697116,0.9618392,0.9878164,0.9091763,0.8266173,0.9518473,0.8872708,0.8153545,0.9305485,0.9849982,0.7995011,0.7739056,0.7578782,0.9736153,0.9205015,0.9877254,0.8228654,0.8174467,0.8052076,0.7440544,0.9413537,0.9232860,1.4682950,1.2805144,0.8752662,1.1748177,0.7367756,1.0301293,0.7565029,0.8183736,1.3150230,1.4583238,0.7803990,0.7339181,0.8030684,0.8170294,0.9951558,0.7266530,1.2820470,0.9959099,0.8018194,1.0179530,0.8166647,0.9791692,0.9155542,0.9916685,1.1335405,1.1984067
102,0.8113103,1.0056765,0.9050021,0.8813104,0.8923649,0.7539484,0.9412618,0.9733244,0.9144958,0.8139462,0.9280897,0.8787143,0.8025080,0.9331737,0.9888909,0.7996620,0.7636637,0.7459343,0.9620962,0.9138740,0.9690933,0.8100081,0.8006413,0.7879924,0.7288041,0.9234557,0.9114920,1.4053503,1.2690719,0.8538534,1.1575008,0.7074554,0.9786448,0.7252764,0.8009331,1.2770860,1.4140007,0.7634333,0.7234269,0.7916904,0.8096031,0.9677157,0.7158401,1.2509380,0.9765565,0.7956805,0.9923985,0.8017006,0.9767718,0.8815695,0.9728504,1.1168539,1.1820479
103,0.8014222,0.9898998,0.8971976,0.8617893,0.8701315,0.7446190,0.9260389,0.9672463,0.9117317,0.8096437,0.9167645,0.8695450,0.7972159,0.9199328,0.9957203,0.7976503,0.7602985,0.7422768,0.9401736,0.8950822,0.9498745,0.8050886,0.7845953,0.7741070,0.7230472,0.9063295,0.9079130,1.3854953,1.2319908,0.8492456,1.1545144,0.6944346,0.9518553,0.7165373,0.7916614,1.2495875,1.3924690,0.7379596,0.7185085,0.7725679,0.7862996,0.9465731,0.7041920,1.2377227,0.9643176,0.7740386,0.9752757,0.8153764,0.9672025,0.8950618,0.9668844,1.0935495,1.1650445
104,0.8008987,0.9802661,0.8871500,0.8473385,0.8541424,0.7385116,0.9199705,0.9470176,0.9033352,0.7965266,0.8972685,0.8593949,0.7890478,0.9194031,0.9832225,0.7953972,0.7558559,0.7407890,0.9342080,0.8771861,0.9354970,0.7911146,0.7747370,0.7530750,0.7043889,0.8766343,0.8913923,1.3004105,1.1998423,0.8255224,1.1414831,0.6757335,0.9337409,0.7140059,0.7906254,1.2258508,1.3747296,0.7416991,0.7055460,0.7695032,0.7861502,0.9484014,0.7084810,1.2096517,0.9698337,0.7899197,0.9677779,0.8024537,0.9673637,0.8667915,0.9636122,1.0647067,1.1434004
105,0.7875205,0.9635217,0.8774538,0.8396967,0.8433725,0.7329751,0.9093191,0.9372652,0.9017706,0.7886038,0.8805913,0.8547612,0.7809756,0.9151200,0.9919869,0.7908106,0.7436586,0.7367181,0.9256475,0.8796450,0.9211685,0.7772312,0.7630084,0.7538791,0.6949928,0.8754491,0.8819541,1.2929529,1.1858333,0.8227087,1.1344244,0.6610421,0.9253630,0.7150971,0.7867721,1.2070198,1.3708992,0.7248086,0.7017421,0.7616671,0.7686513,0.9296184,0.7027247,1.2014036,0.9465313,0.7924998,0.9470489,0.7978951,0.9553568,0.8702360,0.9376848,1.0469171,1.1250951
106,0.7845395,0.9653793,0.8750039,0.8321717,0.8291495,0.7340559,0.9019265,0.9288924,0.8947561,0.7809959,0.8728231,0.8539767,0.7843885,0.9070603,0.9835412,0.7977845,0.7428340,0.7341351,0.9188331,0.8644846,0.9120399,0.7626083,0.7517579,0.7303667,0.6852316,0.8637069,0.8767895,1.2779557,1.1765697,0.8204499,1.1124922,0.6533883,0.9079137,0.7089699,0.7968264,1.1890468,1.3484513,0.7226252,0.6983016,0.7414435,0.7714682,0.9125230,0.6844398,1.2094238,0.9313776,0.7897640,0.9630043,0.7920086,0.9208268,0.8440769,0.9392486,1.0323059,1.1105281
107,0.7859355,0.9591585,0.8757688,0.8222066,0.8238040,0.7281014,0.8945108,0.9260104,0.8943910,0.7817567,0.8634106,0.8539031,0.7780036,0.9057707,0.9832681,0.7962019,0.7327250,0.7290311,0.9101271,0.8599902,0.9101490,0.7535086,0.7381167,0.7303101,0.6723668,0.8480692,0.8573996,1.2943076,1.1664372,0.8182945,1.0982586,0.6493056,0.8988848,0.7040502,0.7907819,1.1690939,1.3281286,0.7111808,0.6973324,0.7302490,0.7470124,0.9001000,0.6850042,1.2159403,0.9353737,0.7893636,0.9494617,0.7901851,0.9294694,0.8436166,0.9325072,1.0150974,1.0894254
108,0.7747822,0.9521687,0.8667032,0.8102836,0.8129395,0.7244104,0.8875787,0.9188259,0.8987457,0.7728107,0.8556089,0.8462048,0.7766039,0.9003823,0.9900974,0.7880747,0.7297056,0.7297130,0.9027306,0.8504641,0.8983797,0.7497057,0.7358525,0.7181462,0.6671941,0.8312002,0.8374207,1.2801177,1.1679076,0.8033997,1.0935658,0.6493161,0.8827375,0.7047479,0.7882180,1.1585234,1.3181899,0.6983310,0.6946188,0.7154760,0.7250747,0.8883177,0.6680963,1.1852870,0.9292777,0.7771525,0.9430795,0.7887779,0.9280994,0.8459817,0.9314428,1.0067600,1.0729893
109,0.7673807,0.9539917,0.8676956,0.8094215,0.8030370,0.7209743,0.8815103,0.9050169,0.8955905,0.7632615,0.8416496,0.8429195,0.7676113,0.8955925,0.9852258,0.7893085,0.7243585,0.7179344,0.8966680,0.8461488,0.8933753,0.7329400,0.7317601,0.7185766,0.6692753,0.8341771,0.8474177,1.2743842,1.1317355,0.8086142,1.0816398,0.6396471,0.8686706,0.6876454,0.7574588,1.1482610,1.3059607,0.7086962,0.6883677,0.7026298,0.7234102,0.8781605,0.6519786,1.1772667,0.9281024,0.7613159,0.9308081,0.7971221,0.9278375,0.8226162,0.9324809,0.9940464,1.0786614
110,0.7622621,0.9592449,0.8675198,0.7991642,0.7979280,0.7172732,0.8724134,0.9004685,0.8990586,0.7570964,0.8441831,0.8305139,0.7581777,0.8875098,0.9782826,0.7965506,0.7189849,0.7198148,0.8923513,0.8442762,0.8866756,0.7325778,0.7226051,0.7029810,0.6626299,0.8225728,0.8386741,1.2610427,1.1343689,0.8066910,1.0586410,0.6411924,0.8818460,0.6876811,0.7336831,1.1414964,1.3001451,0.6978291,0.6851695,0.7068874,0.7247973,0.8584242,0.6569674,1.1752161,0.9147039,0.7651193,0.9249708,0.7940897,0.9313631,0.8225051,0.9144776,0.9904055,1.0634370
111,0.7613169,0.9635476,0.8710861,0.7996610,0.7872371,0.7171814,0.8754073,0.8923552,0.8964510,0.7528464,0.8360625,0.8253898,0.7535376,0.8821213,0.9698598,0.7909983,0.7130259,0.7223772,0.8878165,0.8402052,0.8880938,0.7230556,0.7053496,0.6909076,0.6437404,0.8166374,0.8393537,1.2232759,1.1368418,0.7949456,1.0576132,0.6279628,0.8796383,0.6914648,0.7190302,1.1293970,1.2960602,0.7048563,0.6969690,0.6907196,0.7231114,0.8458605,0.6443035,1.1737123,0.9051447,0.7904980,0.9169542,0.7929599,0.9273742,0.8256163,0.9137154,0.9860174,1.0564372
112,0.7572598,0.9580439,0.8818780,0.7908795,0.7841465,0.7111759,0.8744631,0.8834223,0.8928786,0.7519807,0.8299050,0.8200941,0.7501055,0.8889145,0.9672191,0.8026930,0.7123741,0.7209307,0.8864099,0.8416382,0.8791934,0.7267226,0.7063762,0.6920289,0.6359996,0.8282417,0.8433253,1.2104132,1.0963253,0.7852653,1.0381632,0.6191709,0.8618918,0.6679845,0.7029910,1.1194645,1.2788552,0.6941147,0.6820197,0.6881503,0.7118438,0.8505641,0.6568094,1.1680616,0.8764358,0.7828244,0.9086263,0.8017402,0.9280793,0.8133304,0.8880639,0.9704930,1.0435074
113,0.7626256,0.9486176,0.8743113,0.7909964,0.7745435,0.7101155,0.8653662,0.8716212,0.8968682,0.7483604,0.8178585,0.8145533,0.7556084,0.8794040,0.9650565,0.8034977,0.7054442,0.7196909,0.8859977,0.8300765,0.8715809,0.7202940,0.7029308,0.6807484,0.6438378,0.8236937,0.8254908,1.2129037,1.0940128,0.7694671,1.0076598,0.6090007,0.8271631,0.6465348,0.6981688,1.1015355,1.2726833,0.7025223,0.6873501,0.6990329,0.7043961,0.8433603,0.6491794,1.1441982,0.8891919,0.7781312,0.9089635,0.8114520,0.9528386,0.8090605,0.8828206,0.9638871,1.0337102
114,0.7633963,0.9449283,0.8730915,0.7858093,0.7689300,0.7058943,0.8673814,0.8771393,0.8932176,0.7499344,0.8239153,0.8175199,0.7505081,0.8812463,0.9605491,0.8055630,0.7004030,0.7185337,0.8735328,0.8280573,0.8660059,0.7244741,0.7093717,0.6822094,0.6372654,0.8114095,0.8148898,1.2212781,1.1054419,0.7578507,0.9992825,0.6076538,0.8380742,0.6427869,0.6867878,1.0899751,1.2522079,0.7003639,0.6864294,0.6853792,0.7040546,0.8304372,0.6474864,1.1200006,0.8707473,0.7857381,0.9048126,0.8128592,0.9439945,0.8126478,0.8608749,0.9594872,1.0331172
