non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,non-MO,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO1,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2,NIT1-MO2
0.82574,1.16765,0.53684,0.43025,0.70134,0.74782,1.17894,0.64140,0.72481,0.71906,0.61219,0.67574,0.69837,0.62223,0.38240,0.56804,0.36499,0.56263,0.48461,0.60602,0.60510,0.56011,0.58181,0.58041,0.38708,0.27485,0.71173,0.70974,0.72135,0.57088,0.59521,0.69224,0.70261,0.83476,0.67409,0.60637,0.85732,0.84518,0.93325,0.82901,0.77944,0.87149,0.84798,0.78567
0.84448,1.15644,0.54658,0.43279,0.70838,0.75039,1.19246,0.62999,0.72602,0.72404,0.61460,0.68163,0.70414,0.62930,0.37544,0.59303,0.36412,0.57068,0.48514,0.57506,0.58150,0.56551,0.58578,0.58191,0.38946,0.27225,0.71714,0.71339,0.70921,0.57696,0.59335,0.70071,0.70041,0.84046,0.68076,0.60545,0.85253,0.83738,0.92441,0.82630,0.77271,0.86889,0.84602,0.80154
0.84248,1.16116,0.54095,0.43262,0.70132,0.76024,1.20050,0.64694,0.72253,0.72679,0.62020,0.67769,0.70289,0.63364,0.37819,0.49788,0.36407,0.57400,0.47248,0.58938,0.60398,0.57152,0.58525,0.59022,0.38907,0.27553,0.72361,0.71052,0.72465,0.58454,0.59086,0.69380,0.70028,0.83427,0.68427,0.60987,0.85749,0.83484,0.91549,0.81879,0.76840,0.85990,0.86269,0.78870
0.83054,1.16137,0.53814,0.42717,0.70855,0.76837,1.22203,0.62261,0.71462,0.73171,0.62186,0.67824,0.69931,0.62046,0.37807,0.48622,0.36720,0.57781,0.48252,0.59737,0.60141,0.57762,0.58733,0.59284,0.38474,0.27776,0.72398,0.71165,0.71062,0.59025,0.60056,0.69317,0.70626,0.84057,0.67593,0.61013,0.85518,0.85449,0.91561,0.80145,0.75994,0.86392,0.83117,0.79590
0.82822,1.15553,0.52723,0.43041,0.70569,0.75597,1.19513,0.63862,0.72350,0.72141,0.63425,0.67571,0.69958,0.63761,0.38429,0.49608,0.36561,0.58105,0.49091,0.60234,0.59584,0.56038,0.58783,0.58193,0.38447,0.27635,0.71700,0.70745,0.71282,0.59572,0.59811,0.70484,0.69124,0.84749,0.67429,0.60499,0.85518,0.83391,0.91659,0.79921,0.76511,0.86487,0.82940,0.79158
0.82014,1.15242,0.53170,0.43206,0.71101,0.74048,1.20165,0.62901,0.72264,0.71673,0.62319,0.67845,0.70407,0.62107,0.38268,0.50968,0.36154,0.57688,0.50331,0.59602,0.59203,0.55597,0.58982,0.57838,0.38730,0.27700,0.73456,0.69962,0.71905,0.59395,0.60147,0.69665,0.69810,0.85184,0.67174,0.61612,0.85491,0.83636,0.92921,0.78376,0.77075,0.87579,0.84316,0.78916
0.80551,1.14453,0.53175,0.42540,0.70085,0.75878,1.18013,0.63176,0.72076,0.71822,0.62137,0.67737,0.69707,0.63285,0.37809,0.49386,0.36468,0.57999,0.50263,0.60278,0.59107,0.55998,0.57013,0.57253,0.39056,0.27669,0.73907,0.70707,0.70836,0.59689,0.58674,0.69705,0.68316,0.86517,0.67061,0.61010,0.85582,0.84089,0.93304,0.76772,0.77709,0.88538,0.85052,0.79166
0.79054,1.11139,0.52326,0.43027,0.70483,0.73730,1.17080,0.63548,0.72961,0.71671,0.61892,0.66917,0.70458,0.63894,0.37978,0.52571,0.36609,0.57844,0.51606,0.61763,0.60725,0.55879,0.56851,0.56628,0.38965,0.27955,0.73441,0.71521,0.70543,0.60605,0.59338,0.69991,0.68235,0.87787,0.67979,0.60950,0.84960,0.85204,0.90746,0.77795,0.78487,0.89504,0.85046,0.78149
0.80943,1.10049,0.51877,0.43232,0.69872,0.74056,1.15306,0.63548,0.70761,0.71271,0.62212,0.67470,0.70351,0.63501,0.38479,0.51622,0.37304,0.58510,0.51281,0.61533,0.58610,0.56428,0.57609,0.57368,0.38958,0.27659,0.73627,0.70872,0.71048,0.60588,0.59315,0.68958,0.68680,0.88660,0.66889,0.61938,0.83957,0.84792,0.89820,0.77448,0.77668,0.88989,0.84292,0.78064
0.80844,1.07889,0.53776,0.44299,0.70664,0.74352,1.18147,0.62511,0.72364,0.70999,0.61843,0.67630,0.70211,0.61529,0.38369,0.50763,0.36568,0.57922,0.50063,0.61487,0.59891,0.55807,0.57246,0.58787,0.38634,0.27954,0.73110,0.69649,0.71082,0.61132,0.58522,0.70446,0.69902,0.88150,0.67634,0.61075,0.85537,0.83480,0.90877,0.75476,0.77362,0.89710,0.86253,0.77615
0.79512,1.05736,0.52042,0.44425,0.70388,0.75503,1.17147,0.63977,0.71934,0.70562,0.61576,0.67251,0.70275,0.62949,0.38444,0.51179,0.37124,0.58172,0.51770,0.61050,0.59243,0.56176,0.57213,0.56561,0.38843,0.28115,0.73009,0.70991,0.71651,0.62963,0.58702,0.71487,0.69881,0.88171,0.66863,0.61411,0.85276,0.84085,0.91222,0.77221,0.78908,0.87376,0.85827,0.78473
0.77947,1.03508,0.51548,0.43639,0.71182,0.75214,1.17301,0.62825,0.70129,0.70411,0.61791,0.67596,0.69929,0.62016,0.38187,0.50694,0.36688,0.59355,0.51329,0.61050,0.61425,0.55265,0.57113,0.57942,0.39168,0.27899,0.73153,0.71965,0.71840,0.62387,0.58088,0.69134,0.70537,0.88332,0.67156,0.61415,0.85839,0.84771,0.91132,0.78540,0.77020,0.90019,0.85950,0.77928
0.79615,1.04374,0.52025,0.43624,0.72011,0.74815,1.16090,0.63257,0.70365,0.70719,0.61412,0.67631,0.70723,0.62120,0.38681,0.51270,0.36996,0.58993,0.51096,0.60726,0.59839,0.54947,0.55598,0.57266,0.38915,0.27844,0.72880,0.70585,0.71038,0.62767,0.58864,0.70491,0.71705,0.88577,0.67070,0.61704,0.83657,0.83154,0.90470,0.77410,0.78271,0.89331,0.85169,0.77788
0.78083,1.07010,0.50371,0.44523,0.73473,0.73889,1.16416,0.63446,0.70468,0.70584,0.62321,0.67911,0.70335,0.61664,0.38751,0.50261,0.36444,0.57946,0.51675,0.62659,0.59928,0.54485,0.55126,0.58091,0.39044,0.28022,0.73117,0.72710,0.71095,0.61007,0.58878,0.69362,0.70821,0.87478,0.66483,0.61523,0.84773,0.84199,0.91405,0.79321,0.76999,0.88437,0.84588,0.78093
0.79515,1.08008,0.50098,0.45608,0.75311,0.74440,1.16069,0.62719,0.70070,0.70939,0.62245,0.68078,0.69610,0.61765,0.38900,0.51622,0.37150,0.57774,0.50801,0.63305,0.59100,0.54664,0.54977,0.58163,0.38795,0.27861,0.73061,0.73411,0.67329,0.60708,0.59170,0.69525,0.72648,0.86557,0.67091,0.60499,0.84859,0.83489,0.91941,0.79707,0.78673,0.89406,0.84358,0.76414
0.78321,1.07373,0.50023,0.47941,0.76737,0.72888,1.18624,0.63652,0.68726,0.70912,0.62346,0.68787,0.70228,0.60402,0.38605,0.52116,0.37307,0.57543,0.50711,0.63346,0.60032,0.55477,0.56457,0.57336,0.38807,0.27827,0.73845,0.72194,0.67447,0.62158,0.58919,0.69346,0.72315,0.86682,0.66358,0.62047,0.83768,0.83905,0.91603,0.78385,0.77936,0.88684,0.83809,0.76694
0.80409,1.09614,0.49742,0.50933,0.75543,0.72709,1.20140,0.62867,0.69003,0.70928,0.62972,0.68506,0.70320,0.61905,0.38393,0.52519,0.37622,0.57942,0.50298,0.64462,0.60876,0.55081,0.56451,0.58234,0.38684,0.27858,0.74025,0.72626,0.68730,0.62155,0.59421,0.69842,0.72881,0.85252,0.66800,0.61876,0.85042,0.84069,0.90581,0.79519,0.78707,0.87494,0.85403,0.76644
0.79618,1.09776,0.51435,0.52327,0.75770,0.72668,1.20749,0.63641,0.69281,0.71597,0.63651,0.68815,0.70348,0.60708,0.38300,0.52840,0.37333,0.57032,0.51196,0.62052,0.61660,0.56855,0.55642,0.58787,0.38781,0.27675,0.74130,0.71414,0.67455,0.62208,0.58815,0.70970,0.76929,0.85596,0.67887,0.62123,0.85199,0.85772,0.91489,0.79044,0.76983,0.89107,0.84534,0.76742
0.79100,1.08572,0.54347,0.51205,0.75870,0.73103,1.20981,0.64143,0.70010,0.70173,0.64258,0.68350,0.70448,0.60854,0.38661,0.51477,0.38004,0.57074,0.50377,0.61006,0.60745,0.56065,0.56875,0.57807,0.38531,0.27272,0.73272,0.72675,0.66625,0.61813,0.59402,0.69824,0.84536,0.85444,0.67409,0.61866,0.85057,0.82659,0.90752,0.81403,0.76772,0.85366,0.84068,0.75988
0.78235,1.08787,0.60141,0.48545,0.75576,0.73740,1.20794,0.63272,0.69601,0.71627,0.63957,0.68195,0.70151,0.61349,0.38483,0.52666,0.38011,0.56982,0.51486,0.59122,0.61541,0.56031,0.56897,0.57842,0.38573,0.28023,0.72403,0.73683,0.67095,0.63358,0.59944,0.69005,0.91250,0.84708,0.67545,0.62294,0.84771,0.82802,0.89499,0.81484,0.78756,0.87878,0.85768,0.76341
0.77517,1.07185,0.67743,0.48113,0.76726,0.74889,1.21028,0.63496,0.70675,0.70790,0.66593,0.67878,0.70540,0.60830,0.38405,0.53045,0.37985,0.58003,0.50641,0.58771,0.59335,0.55044,0.56925,0.56841,0.38477,0.27592,0.72795,0.70591,0.66160,0.63534,0.59707,0.69023,0.75952,0.84312,0.67524,0.62442,0.84037,0.84142,0.90692,0.83736,0.77769,0.87267,0.84744,0.77318
0.75217,1.01095,0.67584,0.47221,0.76807,0.74991,1.20291,0.62872,0.69933,0.70461,0.69256,0.68732,0.70501,0.61654,0.38565,0.53534,0.38318,0.57193,0.50115,0.59267,0.61180,0.55008,0.58350,0.57228,0.38557,0.27851,0.73115,0.71805,0.67482,0.63430,0.59946,0.70665,0.70223,0.84318,0.67070,0.62343,0.83504,0.86176,0.90743,0.82368,0.77362,0.86791,0.84846,0.77245
