frame,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1
58,0.918364296,0.857881302,0.936482085,0.956660408,0.970118716,0.952767869,0.928839881,0.876893083,1.003362379,0.917642661,1.096442274,0.926197095,1.022723601,0.984403224,0.979577385,1.147617298,0.975940463,0.912089514,0.878649466,1.130235742,1.042205877,1.021020737,1.35171941,1.340932467,1.035895745,0.934170248,0.913950743,0.875698047,1.169766318,0.823554686,1.413204537,0.999502611,0.923989577,0.891576336,1.150699301,0.89515129,1.252301433,1.212629034
59,0.939520802,0.840491385,0.930867478,0.946217753,0.928675089,0.944972916,0.917068501,0.862765597,0.979873082,0.895049423,1.087417161,0.951176541,0.963491465,0.978428512,0.992861999,1.15222651,0.960546437,0.90450851,0.865903339,1.106661533,1.023404004,1.007906448,1.346486919,1.328167049,1.114529934,0.924368449,0.903489745,0.87479094,1.142775195,0.803504082,1.434762712,1.016236189,0.928009092,0.892600982,1.166511267,0.882440476,1.215444605,1.218190272
60,0.931858109,0.833343969,0.921052632,0.933897477,0.887017344,0.940910292,0.880194299,0.824734403,1.053655995,0.94098347,1.099755842,0.94072276,0.938910129,0.926253995,0.987111942,1.154676589,0.949060387,0.869628604,0.841367817,1.091344714,1.01966723,0.99242496,1.341620016,1.306426387,1.341543813,0.909031879,0.90634524,0.871927885,1.105398225,0.788513868,1.463383261,0.986002061,0.91572878,0.908105485,1.201515152,0.85844494,1.293447487,1.200595183
61,0.9071506,0.859508615,0.90129436,0.950255922,0.84138653,0.931067512,0.851474968,0.805860081,1.011555219,0.92819171,1.095657482,0.92725422,0.949194981,0.948033903,0.996742579,1.143069337,0.951575084,0.899733936,0.835812604,1.046421084,0.956063407,0.988164,1.384405347,1.307060431,1.486320288,0.930707152,0.904972406,0.872494827,1.075267194,0.783310259,1.482826434,0.993072086,0.922270888,0.953594348,1.182750583,0.850260417,1.322793931,1.14794011
62,0.950884013,0.854977664,0.898208469,0.937369788,0.805105512,0.929250892,0.864416395,0.78675972,0.997442697,0.905017028,1.079918033,0.95332994,0.884470411,0.914617202,0.979435758,1.113622443,0.947089408,0.874621861,0.802203568,1.036666239,0.945128427,1.016144305,1.397669371,1.315373452,1.647169146,0.912896942,0.912220971,0.908353885,1.07091963,0.780780064,1.452709305,1.004867304,0.923961856,0.911314243,1.225718726,0.85546875,1.284140036,1.122868037
63,0.966545808,0.858710913,0.895851191,0.939556059,0.77182214,0.93179416,0.839809956,0.752260398,0.977694639,0.885663261,1.067056156,0.910457696,0.876285607,0.871474225,0.974932019,1.103975254,0.936792741,0.838612093,0.778995124,1.023403072,0.916296267,1.010747088,1.402262082,1.337931326,1.761642247,0.910485143,0.917300459,0.998752728,1.048728941,0.799112045,1.515627512,0.995772196,0.916366358,0.908186378,1.201864802,0.874813988,1.245503094,1.12240305
64,0.911000635,0.867294193,0.887279273,0.937061138,0.757143197,0.91643546,0.790561622,0.737002712,0.94885395,0.858667663,1.067840949,0.93614189,0.884443487,0.881061553,0.989717879,1.082460492,0.941278418,0.799504319,0.764952781,1.065032302,0.951618613,1.007622384,1.39918885,1.341834219,1.908294213,0.888902631,0.914033113,0.940669558,1.014189964,0.783453478,1.519251463,1.003943582,0.931086101,0.915844254,1.174902875,0.871775794,1.221734339,1.039970241
65,0.925914851,0.860402042,0.871935539,0.948404023,0.745913925,0.92016779,0.779924833,0.725926763,0.95387384,0.849323033,1.057159051,0.933401198,0.840073232,0.842121717,0.982041695,1.063227367,0.931627417,0.816415789,0.776371829,1.065973559,0.953309995,1.00994224,1.385764881,1.347427895,1.767962081,0.889861167,0.923313473,0.890155059,0.977447014,0.794051654,1.497396445,0.990727253,0.926040916,0.867146632,1.211305361,0.911024306,1.198219886,1.086617688
66,0.918252159,0.863178047,0.864177953,0.894210242,0.718554469,0.912207689,0.751630974,0.716828662,0.933699564,0.871210233,1.032350889,0.948631612,0.866646923,0.8650132,1.009743938,1.013398873,0.944268869,0.811604767,0.805752731,1.04958713,0.977343351,1.017233217,1.376122472,1.332013583,1.815667731,0.880585016,0.922160292,0.874819287,1.033844575,0.788752566,1.506685137,0.996234057,0.917558352,0.852801596,1.191452991,0.887834821,1.231465627,1.066381475
67,0.953388405,0.881908105,0.86452083,0.912960724,0.691647039,0.906956005,0.772904553,0.685691682,0.924985793,0.859373702,1.011117893,0.913903137,0.874831727,0.878525775,0.988896442,1.009325616,0.941584259,0.805190072,0.797543362,1.078851666,0.987452307,0.980115519,1.358425683,1.315767968,1.959819044,0.882996815,0.940830839,0.864727726,0.997735644,0.793240082,1.542974113,0.993818169,0.92756556,0.859273041,1.151825952,0.895337302,1.234161227,1.013038222
68,0.927858558,0.875111678,0.867263844,0.937781322,0.670068756,0.914982164,0.740816905,0.68232934,0.894203448,0.8307999,0.98648413,0.916408912,0.837192397,0.849312213,0.991020847,0.96092123,0.928365107,0.818493276,0.794518857,1.046078809,0.973685246,0.977369567,1.358551354,1.371761092,1.918433227,0.8734733,0.928777354,0.855543272,1.020650927,0.815248007,1.59170573,0.976302981,0.919360204,0.869573424,1.122804973,0.88764881,1.195778588,1.009969311
69,0.937539716,0.867421825,0.859163381,0.920754135,0.644350867,0.918053904,0.73234293,0.671055606,0.894014018,0.836614337,0.987617719,0.933988489,0.799849227,0.812630263,0.991134149,0.93430724,0.912325415,0.797973539,0.768563669,1.02969238,0.964362978,0.99337184,1.351330972,1.436179956,1.881264421,0.877338363,0.929189204,0.862119795,1.027927058,0.797154724,1.54559622,0.978932035,0.929284249,0.880359165,1.165850816,0.860739087,1.166449097,0.98069376
70,0.943034426,0.86027441,0.838505057,0.895316238,0.63012395,0.916039107,0.71248759,0.659103752,0.87909642,0.829387823,0.953653645,0.917700952,0.772979376,0.811136585,0.978302742,0.940631508,0.968124512,0.792397128,0.754212703,1.02173448,0.950320576,0.981109743,1.340694619,1.4472405,1.86042943,0.862620203,0.928859724,0.853785753,0.979862327,0.797488901,1.413451905,0.960173375,0.931695958,0.851884808,1.124048174,0.86359127,1.168873442,0.954691714
71,0.952379172,0.871601787,0.865378022,0.9109545,0.614065139,0.911448012,0.687739328,0.664867767,0.897565827,0.809660271,0.973055459,0.900317138,0.748424964,0.788488259,0.98589395,0.942392503,0.927923336,0.775886577,0.750200605,1.002695418,0.933092082,0.976943471,1.32331772,1.424710806,1.819521011,0.887480288,0.937947887,0.853020382,1.004830626,0.804411133,1.489876439,0.951433545,0.922825304,0.899719571,1.098601399,0.878100198,1.1782148,0.978201432
72,0.938773221,0.884237396,0.838505057,0.909694179,0.607594033,0.912471925,0.697347894,0.663794078,0.877060049,0.799111222,0.980074991,0.939391567,0.738032416,0.767542031,0.977198051,0.933710033,0.927005811,0.754710792,0.739275353,1.002567065,0.898202415,0.979784111,1.310350737,1.4357009,1.800947975,0.873720664,0.942697894,0.839697253,0.971227583,0.807084547,1.50264066,0.959178598,0.930254477,0.877959338,1.074125874,0.845424107,1.151207934,0.918794755
73,0.952752963,0.875973197,0.844205383,0.904087039,0.592986463,0.902463998,0.682846405,0.657464964,0.892025005,0.794335078,0.947462504,0.898555264,0.700016154,0.747290538,0.973883979,0.945945118,0.948856492,0.728906222,0.735108944,0.985710007,0.899421783,0.989868384,1.301222438,1.476195173,1.797458427,0.887140163,0.927926196,0.838166511,0.998309281,0.79137824,1.534081211,0.97648062,0.918667184,0.870571105,1.071833722,0.866691468,1.119250657,0.881670232
74,1.001233507,0.876419911,0.839533688,0.894544613,0.601337045,0.904974237,0.685860162,0.646502034,0.865931048,0.762854058,0.945587722,0.92482675,0.671638576,0.7224538,0.968133923,0.936512312,0.92812723,0.752779094,0.732825134,0.970949386,0.895960351,1.008948016,1.298948932,1.486635763,1.778055628,0.872762129,0.943549051,0.839385435,0.984481613,0.797966296,1.547389643,0.978505702,0.930060431,0.863398587,1.086208236,0.851438492,1.173128762,0.920282712
75,0.926662431,0.893650287,0.839147951,0.914786903,0.595008684,0.908838684,0.668983123,0.645315325,0.874171245,0.781834039,0.955702825,0.935554599,0.665849981,0.691433931,0.964253342,0.917616073,0.928161212,0.729161351,0.722239368,0.952038677,0.879715219,1.008332544,1.271312693,1.49427247,1.743228344,0.86611422,0.917712309,0.836352298,1.033210555,0.797393421,1.583097302,0.983515117,0.932638465,0.866796096,1.065967366,0.835565476,1.146528779,0.899135125
76,0.910626846,0.859061902,0.814803703,0.895650608,0.591559013,0.899061963,0.661182811,0.640596745,0.869861716,0.794335078,0.916288804,0.943972437,0.6416725,0.675837154,0.97991729,0.926267916,0.927481565,0.721981266,0.703598543,0.931716083,0.885064705,1.00852192,1.268707872,1.527764079,1.778805824,0.869113509,0.944812059,0.84360915,1.030523519,0.798634649,1.616133381,0.973638398,0.925237013,0.868036456,1.052408702,0.884052579,1.127422226,0.879494095
77,0.950697118,0.876866624,0.834904852,0.893592942,0.575333666,0.900779495,0.669550418,0.64039896,0.860058723,0.784076751,0.903732124,0.936924945,0.616687308,0.677261359,0.997365738,0.918902364,0.934957692,0.713233954,0.699679032,0.919394173,0.850607717,1.001704384,1.260699189,1.527256844,1.815088034,0.861970873,0.931440652,0.85245344,1.063975605,0.796916026,1.597531261,0.968984261,0.930476243,0.877878445,1.079448329,0.865947421,1.095854878,0.882228215
78,1.006802975,0.881301851,0.84030516,0.868103603,0.572121904,0.891960629,0.69702879,0.61465868,0.87147187,0.772032561,0.910882456,0.923769626,0.605863981,0.659476171,0.995836166,0.92700294,0.917966493,0.713999344,0.693846059,0.92538399,0.85918263,1.061263138,1.253330287,1.491975822,1.899189561,0.861043258,0.931001345,0.852283357,1.071674416,0.812479114,1.573845716,0.98330195,0.927842768,0.868171278,1.048251748,0.869853671,1.181062982,0.862456989
79,1.038986282,0.891193363,0.842362421,0.886313948,0.561630148,0.89374422,0.675577932,0.63517179,0.854044327,0.769374533,0.930633066,0.910849223,0.594394486,0.655898291,1.004758668,0.89721916,0.918170388,0.728359515,0.693815197,0.897274633,0.847854305,0.986601648,1.268742146,1.511588914,2.013810428,0.85996104,0.931852503,0.84516824,1.037527927,0.778345348,1.569689923,0.963264291,0.932139491,0.875613439,1.01010101,0.831039187,1.162905824,0.85896029
80,1.056591784,0.884269304,0.831818961,0.886519715,0.575405039,0.888756771,0.646574954,0.632628843,0.865457473,0.761483512,0.931635856,0.92482675,0.594906036,0.644539391,1.009602311,0.907754502,0.925102797,0.74417757,0.683599778,0.896205023,0.849388349,0.995360288,1.23770136,1.480083976,2.144537777,0.853344052,0.923148733,0.846302123,1.027564761,0.784933403,1.54552201,0.970654066,0.930226756,0.863856981,1.033449883,0.868055556,1.145816733,0.859443876
81,1.083243001,0.87929164,0.829333105,0.88325317,0.562605572,0.896320518,0.668096724,0.636697559,0.875355181,0.748442562,0.916070806,0.884969266,0.604894728,0.63477838,1.017760027,0.88930234,0.914772148,0.740605751,0.665298438,0.879733025,0.853833143,1.000284064,1.215925968,1.446352838,2.209963968,0.864042547,0.929546141,0.84720923,1.022613369,0.764071227,1.522702255,0.984332256,0.937960858,0.850266947,1.01045066,0.85187252,1.178045266,0.84309495
82,1.072328337,0.860529675,0.817803875,0.88387047,0.564937073,0.881556348,0.664054744,0.63511528,0.839221443,0.77053742,0.9374782,1.013664305,0.590975176,0.640509935,1.006231588,0.895550043,0.911951609,0.727995043,0.657428554,0.878748984,0.837470007,1.035508001,1.19982863,1.425978893,2.198824693,0.947002257,0.931166086,0.83856337,0.976692229,0.79242851,1.583839408,0.996376168,0.945528636,0.844820148,0.985625486,0.847222222,1.232228533,0.786645587
83,1.113557358,0.866273133,0.842705297,0.874739577,0.557894987,0.882415114,0.669904978,0.639805606,0.864273537,0.763269375,0.909836066,0.952077053,0.583732702,0.621682646,1.028297077,0.890925518,0.903523975,0.736633014,0.663847911,0.866427074,0.847736302,1.041615377,1.185422141,1.390740141,2.212998852,0.947218701,0.919332253,0.844572951,1.006370388,0.778584045,1.577605719,0.999218389,0.951460886,0.84452354,1.004390054,0.825644841,1.234144274,0.803812889
84,1.089223638,0.877377154,0.834819133,0.876642918,0.548450027,0.88515656,0.644022125,0.641444394,0.840642167,0.760985132,0.898500174,0.956266396,0.587905875,0.614144783,1.015918876,0.913190616,0.899378122,0.726755841,0.659681501,0.855388696,0.837273335,1.041094593,1.158894093,1.415467854,2.22231947,0.930428867,0.935119848,0.838988576,1.044864441,0.776292548,1.582590197,1.015383522,0.944142596,0.859407863,0.991142191,0.85484871,1.25287785,0.799330419
85,1.056778679,0.873197192,0.839362249,0.884899303,0.545262056,0.889681596,0.648737768,0.649638336,0.847272211,0.775230501,0.91040286,0.954700287,0.571240106,0.61060164,1.019289599,0.933143452,0.907635845,0.743375733,0.662860317,0.877764942,0.816308067,1.037449105,1.139597852,1.404886365,2.205485525,0.930057821,0.934570715,0.823567764,1.068836423,0.805938798,1.595440996,1.019504743,0.931030659,0.842986572,0.995299145,0.84437004,1.297414597,0.772509997
86,1.073001159,0.869336311,0.837347848,0.882507266,0.562415245,0.889582508,0.64827684,0.646671564,0.838463724,0.762106487,0.908789676,0.959085392,0.588767433,0.6026122,1.013992749,0.873683082,0.904441499,0.740204833,0.660514783,0.87609635,0.834244582,1.029447969,1.119033474,1.381863526,2.318708299,0.927213135,0.929683424,0.832553789,1.065243645,0.782737385,1.626374442,1.006856859,0.937517325,0.853988028,1.03970474,0.869977679,1.265915063,0.790532875
87,1.083429896,0.867996171,0.833147608,0.862136372,0.542692646,0.887732858,0.654552546,0.653707052,0.842489108,0.779840518,0.927493896,0.953055871,0.609121749,0.591392247,1.00917743,0.876975377,0.901994767,0.707839778,0.65872477,0.884653232,0.811115919,1.01349304,1.097498001,1.374734054,2.408129397,0.907640456,0.94124269,0.836068827,1.068655274,0.778488566,1.579819668,1.025366824,0.945833564,0.850186054,1.015190365,0.855902778,1.353750954,0.798326049
88,1.089485291,0.871250798,0.866020915,0.88510507,0.54338258,0.883637204,0.661324635,0.651757459,0.845283198,0.750477614,0.922349145,0.954112996,0.620214313,0.602785883,1.010253796,0.862183021,0.89509634,0.686919124,0.674371952,0.873229795,0.830547142,1.049616514,1.084908032,1.398292308,2.3822249,0.911103553,0.934378518,0.838761799,1.081969688,0.795865756,1.600004947,1.010551746,0.94358818,0.842285499,1.051942502,0.849020337,1.320233958,0.762819678
89,1.084738161,0.883343969,0.873564204,0.866380308,0.534080365,0.892753336,0.637746419,0.660064421,0.831975753,0.767754797,0.912277642,0.91738773,0.615206505,0.599173267,0.995949467,0.830240108,0.885615251,0.702773627,0.660669095,0.883669191,0.825866342,0.99431872,1.084165429,1.465120539,2.3121043,0.917133051,0.930012905,0.855288148,1.077229636,0.779061441,1.575181507,1.019682382,0.93313744,0.861160546,1.087645688,0.862227183,1.310383996,0.746582349
90,1.065450604,0.894352265,0.890493742,0.865094267,0.527276188,0.893479984,0.634590838,0.653198463,0.818952453,0.751557438,0.919645971,0.921498768,0.612379516,0.580380714,0.994816451,0.786705255,0.884935603,0.71939352,0.654928708,0.880631498,0.803996381,1.002887984,1.078555924,1.482042467,2.362151471,0.923966482,0.927184866,0.869801854,1.098876879,0.797632119,1.542145428,1.01112019,0.932084049,0.880709702,1.068609169,0.950272817,1.326896669,0.761517716
91,1.061077263,0.895341417,0.900265729,0.873247769,0.526276973,0.890507333,0.630938874,0.660064421,0.824682705,0.742295872,0.915329613,0.939195803,0.615879597,0.576108101,0.993116927,0.737351464,0.86702688,0.717899187,0.649929017,0.887477003,0.821382213,1.017943377,1.080726608,1.462330745,2.377985155,0.916050833,0.921199308,0.863707231,1.087887205,0.761970688,1.529529629,1.000675028,0.928812996,0.874642722,1.106216006,0.960751488,1.29032805,0.759918162
92,1.039135798,0.874537332,0.896194068,0.860464518,0.534413437,0.892390012,0.625407744,0.660996835,0.818242091,0.763767755,0.929019881,0.921616225,0.623849012,0.58305544,1.01866644,0.720308098,0.880891698,0.697634581,0.649219184,0.890985325,0.802816347,1.026039201,1.057454587,1.460414524,2.267240301,0.947342383,0.923890063,0.864756073,1.1202524,0.771423115,1.541947533,1.002806693,0.92897932,0.874804508,1.11002331,0.926897321,1.336780537,0.757146843
93,1.037752775,0.908615188,0.912566432,0.86923532,0.537315918,0.892059717,0.629059708,0.649440552,0.837137715,0.763809286,0.918991978,0.928937787,0.613725701,0.586147006,1.01410605,0.68338846,0.881537364,0.68378467,0.658447009,0.892183288,0.799512253,1.028359057,1.042716783,1.409817818,2.103970356,1.043968956,0.931523022,0.851546333,1.104341525,0.784026352,1.495133022,0.996269585,0.933885901,0.897805102,1.094638695,0.896081349,1.326015089,0.750562634
94,1.028071618,0.922303765,0.919295388,0.872707631,0.539147812,0.886609856,0.621933059,0.647490958,0.821083539,0.776310325,0.955920823,0.903645121,0.62026816,0.571349173,1.015437344,0.660817102,0.906616373,0.69471881,0.656379236,0.884867154,0.800180939,1.045923681,1.017171256,1.375325828,2.259999773,1.039392721,0.921391505,0.845139893,1.084566149,0.794147133,1.431534551,0.997726223,0.926844819,0.868171278,1.097863248,0.99937996,1.343426295,0.762577885
95,1.020521063,0.916273133,0.947968455,0.880655367,0.540599053,0.899061963,0.649907814,0.641387884,0.825298352,0.774898247,0.997427625,0.926392859,0.609390986,0.580172294,1.015862225,0.649225162,0.88034798,0.68378467,0.663138078,0.892268857,0.810053888,1.032667361,1.007654518,1.344116777,2.266797004,1.029560001,0.925043244,0.828868668,1.056397561,0.776960901,1.424855599,1.006572637,0.925763708,0.835059052,1.116161616,0.972904266,1.368059676,0.746024365
96,1.044929541,0.928717294,0.946125493,0.889811981,0.536055004,0.888987977,0.640228336,0.644750226,0.828376586,0.787731539,0.984042553,0.938021221,0.601986969,0.577775462,1.017760027,0.625214382,0.877017705,0.678499836,0.659156842,0.865870877,0.806356449,1.032525329,0.989603564,1.330097361,2.244131989,1.093720046,0.921803355,0.849335261,1.041392428,0.835537308,1.359933705,1.051515259,0.94114875,0.840290136,1.132983683,1.086433532,1.291294397,0.728764066
97,0.998803873,0.925366943,0.963012172,0.879729417,0.538338924,0.893017572,0.636150901,0.648338608,0.829181663,0.791635518,0.956923614,0.924709291,0.603387001,0.569369182,1.008525946,0.607007228,0.876440004,0.666217152,0.657737177,0.898558165,0.818471463,1.019221665,0.961396093,1.320938949,2.251963581,1.141584985,0.931468109,0.835615273,1.024243705,0.908912971,1.322482097,1.06945678,0.928369463,0.820066872,1.127544678,1.040860615,1.335576842,0.731330791
98,0.959630696,0.920357371,0.950197154,0.88479642,0.53105893,0.895494781,0.630938874,0.634804476,0.836806213,0.79832212,0.945500523,0.925883873,0.599671531,0.587084896,1.043366191,0.607160358,0.881027628,0.655611036,0.653293007,0.893081761,0.826456358,1.016617745,0.964903462,1.300776352,2.223149232,1.174329798,0.926745559,0.862006406,1.010265081,0.96830095,1.289322334,1.053540342,0.946803792,0.826268673,1.139238539,1.106026786,1.287191659,0.748144704
99,0.962434119,0.936758137,0.936910681,0.900923378,0.528275403,0.898500462,0.662211034,0.641670434,0.837516575,0.825234654,0.931156261,0.92725422,0.541274029,0.549638738,1.023481758,0.586457185,0.871444592,0.647082407,0.655391642,0.891841013,0.81579672,1.008569264,0.913595339,1.265918025,2.194221217,1.347268174,0.921391505,0.852708564,1.01473341,0.990643052,1.291833125,1.039364764,0.934357155,0.815078466,1.163014763,1.10125248,1.358955667,0.727703897
100,0.960864202,0.935290364,0.938796503,0.889014635,0.53248638,0.899458317,0.642036591,0.643620027,0.880327714,0.837112717,0.94275375,0.93829529,0.597490711,0.580068084,1.023510084,0.591311405,0.885649234,0.671210409,0.657706314,0.881487186,0.801282303,1.064151122,0.898263453,1.261000662,2.139138639,1.469620605,0.923807693,0.8610993,0.973854236,0.973600038,1.252946779,1.033325044,0.931224705,0.822547592,1.173426573,1.157986111,1.350122913,0.766260578
101,0.95432288,0.951818762,0.936567804,0.881272666,0.539290557,0.897311402,0.635370869,0.641585669,0.916082591,0.863277681,0.927493896,0.957127756,0.563782241,0.564089204,1.020280988,0.593240843,0.881639311,0.664176113,0.651040059,0.871775125,0.809227865,1.111779188,0.878681595,1.309765686,2.067835912,1.635694629,0.933884298,0.873401933,0.948614214,0.990404354,1.236422555,1.010622802,0.933192881,0.835921911,1.157536908,1.203062996,1.346494872,0.765609597
102,0.963854521,0.955456286,0.959283388,0.914169603,0.543192254,0.894173603,0.63501631,0.639353526,0.943881417,0.884043525,0.975584234,0.917700952,0.601421571,0.5637071,0.998668706,0.591648291,0.881163557,0.674235521,0.64539226,0.90326445,0.848365653,1.100511315,0.859876614,1.312640018,1.997294747,1.681487895,0.927129952,0.876321683,0.928989795,1.024776818,1.236731766,1.063985505,0.950074846,0.82953136,1.145804196,1.266617063,1.307213698,0.748814284
103,0.985833365,0.957019783,0.9579976,0.89382443,0.546142317,0.905238473,0.650085094,0.654893761,0.9304319,0.876194036,0.975671434,0.911162445,0.605567821,0.615291094,1.033338998,0.582644248,0.872022292,0.670262784,0.645237948,0.9489582,0.905282618,1.061215794,0.845572946,1.298930579,1.910658468,1.807458025,0.924988331,0.885846302,0.939707747,1.031603571,1.219069647,1.060894589,0.947884903,0.845844793,1.126961927,1.215215774,1.252928711,0.788393937
104,1.003625762,0.963273772,0.943468198,0.891303789,0.572193277,0.904247589,0.635583605,0.651587929,0.912530782,0.904933965,0.974319847,0.938686818,0.606537074,0.595977491,1.022263766,0.583976479,0.8777993,0.673652367,0.649527807,0.959782655,0.893796956,1.076886658,0.818153776,1.292801488,1.863498414,1.843140286,0.933582274,0.901692321,0.938288751,1.042679143,1.19224252,1.053114009,0.932638465,0.846653724,1.126884227,1.194072421,1.249080275,0.813856598
105,0.992075655,0.960657307,0.943425339,0.893721546,0.581709609,0.936054961,0.648383208,0.662127034,0.978925933,0.942603206,1.034269271,0.936455112,0.650584244,0.610254273,1.021102425,0.58076075,0.877595406,0.663155593,0.664341707,0.960766697,0.916768281,1.106808067,0.80760882,1.321967509,1.825295248,1.99325933,0.94198402,0.892054313,0.920234285,1.100062061,1.172477768,1.038760792,0.944669291,0.845548185,1.102952603,1.216145833,1.284563872,0.778703618
106,0.993010129,0.980695597,0.986413509,0.900614728,0.585563724,0.93612102,0.651255141,0.662974684,1.066395151,0.992898081,1.19375654,0.949140598,0.660572936,0.62341948,1.028580331,0.576442484,0.896149794,0.652913948,0.673816431,0.953407778,0.897848405,1.162816021,0.795670056,1.32808251,1.798345022,2.036640797,0.933499904,0.894151997,0.920294668,1.097675085,1.160430916,1.037872597,0.946083052,0.845656043,1.112121212,1.158296131,1.264779181,0.787166372
107,1.008485029,0.966177409,0.976770101,0.906016101,0.59374777,0.932619897,0.638242802,0.657775769,1.120761508,1.047055403,1.204089641,0.955091813,0.67414248,0.639815201,1.021017448,0.585124954,0.892717572,0.650071072,0.673970743,0.969280794,0.921331078,1.140801061,0.790631783,1.386020036,1.740386692,2.063046906,0.95101727,0.88635655,0.913592174,1.146082971,1.142768797,1.064340782,0.95437157,0.837431915,1.107109557,1.110553075,1.2802916,0.799535013
108,0.98527268,0.96834716,0.962626436,0.89135523,0.593795351,0.940150614,0.676747979,0.649299277,1.258050767,1.111263394,1.262425881,0.89847696,0.665069194,0.615603724,1.009432359,0.591617665,0.887348354,0.637205234,0.683815814,0.994138536,0.940604964,1.111779188,0.783182909,1.408253843,1.682462462,2.071673727,0.93303314,0.898063894,0.88167985,1.140688404,1.142175112,1.051159982,0.953429062,0.851507307,1.106837607,1.155009921,1.293752649,0.788393937
109,0.9845251,0.952042119,0.943982513,0.89289848,0.59805391,0.94778042,0.656679904,0.657380199,1.3195681,1.174183902,1.290068015,0.915156025,0.642157127,0.607822704,1.01300136,0.584910572,0.883712237,0.654262492,0.691716561,1.016258076,0.942375015,1.156755989,0.773163487,1.40752117,1.631562795,2.097770632,0.940693556,0.899679678,0.861572369,1.229340717,1.135125107,1.050378371,0.946831513,0.86409966,1.125135975,1.115203373,1.248944647,0.764326235
110,0.973423541,0.960880664,0.925938625,0.893155688,0.603882664,0.941075439,0.640157424,0.660544756,1.264822883,1.146066949,1.3333624,0.950001958,0.649776533,0.599833264,1.018779742,0.592046429,0.895538111,0.645369392,0.692302944,1.011295084,0.926365889,1.24254332,0.77307209,1.411607231,1.599963627,2.0687672,0.942917548,0.906511325,0.872199746,1.227144699,1.104154556,1.076526806,0.951904419,0.862185191,1.103263403,1.081349206,1.23534797,0.762912676
111,0.975965312,0.952488832,0.934939139,0.919313768,0.601122927,0.945534417,0.662033754,0.662946429,1.332544042,1.189176842,1.505798744,0.947496183,0.637095471,0.608934278,1.021583956,0.590178243,0.911237979,0.675620512,0.681223381,1.044495786,0.966133029,1.285815737,0.774854336,1.439152917,1.589551815,2.076311802,0.935751352,0.880800522,0.858764567,1.21368215,1.105181136,1.056524674,0.961163165,0.871460929,1.11996892,1.075768849,1.233788251,0.748535292
112,0.95432288,0.979834078,0.969141094,0.913835232,0.618585397,0.94166997,0.643171181,0.66142066,1.437251373,1.298363651,1.537844437,0.916134842,0.651580421,0.612234264,1.042063222,0.599534485,0.909606824,0.665597551,0.678692673,1.060668292,0.970695827,1.252627592,0.774637267,1.543305201,1.575639087,2.089112891,0.943027374,0.901182073,0.854628344,1.224375806,1.126627995,1.045830817,0.971475301,0.865879308,1.126262626,1.069320437,1.206238874,0.755138101
113,0.963667626,0.955456286,0.938925081,0.90318681,0.630932838,0.943949003,0.65987094,0.659103752,1.841021027,1.542030069,1.636815487,0.936337654,0.662942222,0.603411144,1.060389758,0.591464535,0.907737792,0.686700441,0.676285414,1.02425876,0.964756323,1.325300634,0.782223238,1.551801389,1.545733544,2.092050339,0.947090964,0.88207614,0.846295514,1.192581277,1.113022721,1.030092017,0.952403393,0.88181524,1.112393162,1.124007937,1.156836484,0.739458756
114,0.941838298,0.953956605,0.953025887,0.8953934,0.628292056,0.933082309,0.645227627,0.657182414,2.099924228,1.700805715,1.636728287,0.906385811,0.657503635,0.601153258,1.035066848,0.593057087,0.925646515,0.676531691,0.672643664,1.032858426,0.988907682,1.436038254,0.77322061,1.522395841,1.502813235,2.111066448,0.936135746,0.880942257,0.855926574,1.266004678,1.120604569,1.060574839,0.962881854,0.881518632,1.127738928,1.074280754,1.152513351,0.738175393
115,0.976413861,0.961518826,0.974069947,0.91437537,0.651107463,0.950984278,0.691214012,0.648734177,2.143540443,1.730791594,1.79586676,0.923847931,0.639168596,0.603932194,1.071776569,0.596334068,0.92160261,0.664868608,0.673476946,1.113934882,1.102662943,1.533235489,0.773209185,1.498302171,1.50577992,2.103460004,0.946651657,0.877965813,0.84194795,1.279419487,1.151735909,1.047749316,0.959028663,0.875128081,1.106604507,1.061135913,1.142629482,0.723277225
116,0.927297873,0.979068283,0.956240357,0.882198616,0.647324721,0.958151671,0.643844845,0.649412297,2.138425838,1.70462663,1.773020579,0.942210564,0.65149965,0.612512158,1.067046227,0.595308098,0.952118802,0.672486059,0.676408864,1.150387199,1.168626834,1.531909857,0.765017708,1.469699745,1.481034816,2.082248539,0.947997035,0.90849562,0.855896383,1.283907003,1.155953544,1.031903933,0.964351056,0.900932967,1.093395493,1.031312004,1.138069001,0.712489538
