frame,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1
176,0.939147011,0.92137843,0.889893708,0.954885671,0.682321033,0.972024045,0.694192313,0.664443942,1.245074825,1.240385414,1.07599407,0.990250969,0.666388455,0.630297346,0.985808973,0.656361019,2.087300778,0.676750374,0.670452441,1.307662688,1.360421665,1.037638481,0.868479378,1.055767686,0.970503654,1.605825423,0.979929162,0.984607535,0.763269126,0.971260801,0.95160233,0.970973816,1.009924045,0.996063204,0.985547786,0.953869048,1.039671103,0.642276574
177,0.960677307,0.917740906,0.886122064,0.968311942,0.68536626,0.964823623,0.720890654,0.662918174,1.177495738,1.192125592,1.106949773,1.000900514,0.683942706,0.619737391,0.991162475,0.658382335,2.08081014,0.671574881,0.662459107,1.305609036,1.305078079,1.020405265,0.865851708,1.062446282,0.981426964,1.60381559,0.971609786,0.991665958,0.770907554,0.946961379,0.926296521,0.959427292,1.008316239,1.003451437,0.985703186,1.027715774,0.99613461,0.644006324
178,0.952939857,0.936758137,0.923024173,0.934797706,0.694835011,0.964427269,0.721032478,0.67232708,1.179721538,1.185563585,1.081182421,0.967111704,0.6670077,0.623245797,0.987338545,0.648980154,2.120229721,0.676568138,0.674402815,1.275103752,1.289855643,1.007906448,0.84214555,1.091048709,0.958148152,1.592251322,0.978473957,0.990645463,0.749803756,0.977275982,0.936376792,0.958361459,1.013832677,0.999595535,0.979331779,1.015749008,0.981927609,0.63275365
179,0.973722574,0.936726228,0.90339448,0.941665166,0.695334618,0.95825076,0.690292157,0.663144213,1.107643493,1.152172107,1.044471573,0.974824792,0.693931398,0.631825761,0.96796397,0.664201274,2.053284399,0.694500128,0.666224307,1.293115989,1.306926799,1.051652306,0.84877185,1.080988545,0.954715437,1.600445255,1.003267346,0.986733566,0.788871445,0.951448895,0.943031008,0.960208903,1.008815213,1.006983767,1.002836053,1.023375496,1.004967365,0.617464894
180,0.983515867,0.919463944,0.900265729,0.935749376,0.706111864,0.959968292,0.697347894,0.668908228,1.098645577,1.117368552,1.16559121,0.978896676,0.690189004,0.604453244,0.991502379,0.645948181,1.990009175,0.709261217,0.690420344,1.239549908,1.245761712,1.061499858,0.871838227,1.066800051,0.949361765,1.592344083,1.002526015,0.964169289,0.788720488,0.9407075,0.938331004,0.957153515,1.004490769,0.998463032,0.9996892,1.037450397,0.980723913,0.629554543
181,0.941838298,0.91952776,0.964555117,0.93243139,0.70770585,0.955344167,0.686001986,0.668682188,1.101534382,1.117659274,1.195238926,0.989546221,0.671961661,0.604904821,0.991955586,0.658841725,1.877051687,0.697634581,0.691315351,1.227784195,1.229005231,1.061215794,0.855672341,1.097924563,0.95024836,1.579975882,0.986628593,0.980809026,0.769397983,0.980283573,0.924465993,0.952641489,1.018018517,0.99102087,0.997785548,1.063368056,0.996321099,0.620217614
182,0.957761746,0.923962987,0.947196983,0.93181409,0.728284919,0.962148236,0.67532974,0.66119462,1.114510324,1.179333832,1.158571678,0.975881916,0.678531043,0.599485897,1.000623159,0.650297072,1.862133415,0.702773627,0.690080859,1.206948188,1.189159423,1.063582994,0.882211813,1.088695701,0.938404356,1.578368016,1.000741331,0.973778949,0.78512771,0.939323053,0.930773893,0.957366682,1.012585241,1.003801974,1.01029526,1.006014385,1.001237603,0.618022877
183,0.961051098,0.925143586,0.975570033,0.92684997,0.717388718,0.976185758,0.675471564,0.680747061,1.150549346,1.176011297,1.120640042,0.962021848,0.667061548,0.606433236,1.004418763,0.653068725,1.812417168,0.707256624,0.713968274,1.152483635,1.141132046,1.044313985,0.835724894,1.072900962,0.941450606,1.530874123,0.985804893,0.973637214,0.796600447,0.95087602,0.919654673,0.962233986,1.005350114,1.019171655,1.040753691,1.010044643,0.966533865,0.628010788
184,0.924494449,0.946617741,0.975912909,0.935260681,0.720529108,0.975822434,0.705006382,0.683403029,1.110769085,1.133192126,1.137861877,0.979992953,0.6820042,0.605842712,0.994278269,0.676865123,1.835219356,0.701789554,0.719986421,1.155478544,1.08393974,1.05264653,0.87042157,1.07102701,0.937733726,1.516805294,0.994041899,0.996655044,0.779210193,0.951114718,0.914014669,0.971044872,1.009702279,0.993717306,1.023154623,0.967199901,0.984216326,0.63414861
185,0.919934213,0.943969368,0.95482599,0.93430901,0.728665572,0.969976219,0.686001986,0.677525995,1.096798636,1.140169449,1.127572375,0.989937747,0.673765548,0.633388912,0.9894063,0.672654049,1.817582492,0.721580348,0.722578853,1.125101613,1.083861071,1.086355459,0.858528505,1.04390402,0.938074724,1.518196716,1.001455204,0.972078125,0.777006219,0.927913305,0.921769675,0.974064732,0.98710983,1.013724856,1.021639472,1.058841766,0.98467407,0.623677113
186,0.954061227,0.957051691,0.98847077,0.939633221,0.720648062,0.962148236,0.696780598,0.678797468,1.055218791,1.111097267,1.103287408,1.000704749,0.663615314,0.617132138,0.98484591,0.678717996,1.826451898,0.723147574,0.740941917,1.128438797,1.069110648,1.055676546,0.835267908,1.07205557,0.952169317,1.524442658,0.988440735,1.015590895,0.77102832,0.936219984,0.940792322,0.958752265,1.016105783,1.010435205,1.03038073,0.997147817,1.003695855,0.628791965
187,0.939147011,0.953924697,0.970041145,0.934077523,0.744819547,0.975987581,0.722911644,0.705018083,1.067010797,1.080239223,1.068669341,0.987118751,0.671073179,0.634048909,0.99051099,0.682500306,1.813776464,0.742136531,0.739460527,1.096692765,1.072414743,1.047628066,0.863589626,1.071280628,0.933073417,1.505612071,0.990445073,1.037729966,0.774288992,0.953740392,0.943711271,0.975627953,1.011864501,1.024187025,1.001864802,1.020399306,0.978062219,0.640174835
188,0.964303069,0.931429483,0.952168695,0.882558708,0.759379535,0.984608271,0.692490427,0.681227396,1.055739723,1.081235983,1.070195326,0.997376768,0.694873728,0.634431013,0.973714027,0.672087468,1.819213647,0.752560411,0.744676255,1.113378685,1.045981985,1.050800114,0.823454815,1.064207516,0.916091706,1.507467302,0.978721068,1.070640928,0.795724896,0.956652504,0.945096536,0.977724091,0.998724843,0.998489996,1.026884227,1.015873016,0.984657116,0.623286525
189,0.960004485,0.928238673,0.939139379,0.883819028,0.787833369,0.981437442,0.701496242,0.693235759,1.083917409,1.067862779,1.059251831,0.974041738,0.699423833,0.66673614,0.970711534,0.673190004,1.837156353,0.749170828,0.775384236,1.110640483,1.061519097,1.079632611,0.801942191,1.054922294,0.946440547,1.520113787,0.973916147,1.035122034,0.777972345,0.948107128,0.926098626,0.967349984,1.003049288,1.01957612,1.026146076,0.961805556,0.990234805,0.621333581
190,0.961499645,0.931429483,0.944668267,0.910157154,0.79301977,0.979389616,0.720784286,0.70318151,1.062369767,1.047844505,1.044253575,0.970987824,0.712401055,0.667014034,0.95317811,0.664185961,1.853433921,0.743302839,0.747392136,1.095152526,1.031624907,1.080816211,0.807220382,1.034421541,0.944258158,1.493027426,0.976442162,0.985571335,0.808012801,0.970831145,0.929079418,0.968380289,1.006126296,1.000107857,1.021717172,1.031436012,0.956921251,0.614042593
191,0.927484768,0.939693682,0.929967427,0.911288871,0.778745272,0.974137931,0.733122961,0.711375452,1.006961546,1.020931971,1.073465295,0.950706707,0.680711863,0.656384605,0.966944256,0.683909102,1.847283107,0.791558844,0.797450775,1.126599067,1.053770208,1.058706562,0.790620359,1.023572344,0.941211908,1.508642281,0.967216716,1.00708677,0.810790411,0.934740058,0.901732817,0.967740789,1.007068803,1.010731813,0.996114996,1.105592758,0.957311181,0.621259183
192,0.94621164,0.922654754,0.922509858,0.898737107,0.772940309,0.964823623,0.767586158,0.729854204,1.039590832,1.067987374,0.983911754,0.98281195,0.676538689,0.630714186,1.003965556,0.698793336,1.764264111,0.810110435,0.799827171,1.171822188,1.064744523,1.103778051,0.776545185,1.00841165,0.94522432,1.517423704,0.97339447,1.228052272,0.799770545,0.923664487,0.918801252,0.972075177,0.993152963,1.00959931,1.017365967,1.081597222,0.953361024,0.636157351
193,0.95170635,0.926834716,0.957654723,0.895290517,0.760902148,0.965814507,0.763047795,0.746383363,1.101155522,1.106902567,0.94480293,0.960064211,0.684373486,0.635229957,0.982664854,0.682439054,1.647500595,0.818238146,0.799765447,1.185684337,1.09707745,1.080721523,0.779264252,0.99997182,0.955681599,1.496212238,0.970511518,1.272982396,0.791920778,0.969542178,0.902722292,0.974348954,1.004490769,1.015935933,0.992035742,1.073102679,0.969042977,0.622616944
194,0.945650955,0.945277601,0.964383679,0.885053628,0.747055885,0.952668781,0.795667281,0.767179024,1.172759992,1.141456932,0.955092431,0.956540465,0.683188843,0.63540364,0.97640494,0.701197476,1.584157406,0.850129387,0.793191778,1.168142729,1.078865594,1.072152258,0.781537758,0.986262381,0.949543631,1.480473702,0.974382911,1.179918927,0.811333857,1.058671886,0.906890453,0.978185952,1.002189943,1.011972173,0.998135198,1.014384921,0.958328389,0.62483028
195,0.928419243,0.937587747,0.970384022,0.891843926,0.781957034,0.953989959,0.807793221,0.756526899,1.138615268,1.162596561,0.927450296,1.001174582,0.672203974,0.648186744,0.959976207,0.689973049,1.505420192,0.827933083,0.779828406,1.188893167,1.117295362,1.048953698,0.782497429,0.971580742,0.940177546,1.415664327,0.975398808,1.128922527,0.815711612,1.025492911,0.881238327,0.991757559,1.001635527,1.020385051,0.991763792,1.040736607,0.95941341,0.619938622
196,0.930661982,0.928015316,0.938796503,0.895830654,0.782337687,0.953461488,0.763189618,0.733555606,1.129475279,1.147935875,0.941576561,0.962609139,0.685908136,0.632034181,0.965188081,0.685716036,1.405002209,0.837154208,0.807511882,1.142129808,1.10978248,1.023435281,0.789340797,0.96239415,0.946110915,1.340032776,0.976304879,1.107095275,0.80073667,1.03991025,0.879543852,0.997548584,0.991434274,1.040581351,1.012160062,1.045200893,0.947291684,0.632679252
197,0.972675962,0.934652202,0.957783302,0.897039533,0.79102134,0.95270181,0.794319955,0.761301989,1.183083917,1.156200681,0.923003139,0.955679105,0.687038932,0.645512019,0.960457738,0.673511577,1.360213409,0.823741663,0.782976359,1.191716938,1.145458836,1.016949153,0.792174112,0.961111972,0.944417291,1.267462354,0.971719612,1.061229696,0.816919268,1.005394567,0.882289644,1.004831776,1.003160171,1.015962897,0.997358197,1.002108135,1.009934729,0.631656282
198,0.978394947,0.930057435,0.937382136,0.890352118,0.809816097,0.966276919,0.788505177,0.742568942,1.197338511,1.188221613,0.93337984,0.974237501,0.677884874,0.636654161,0.96969182,0.662501531,1.281408231,0.841673652,0.788161225,1.306208018,1.264838925,1.009042704,0.801393808,0.958336269,0.926526251,1.234779382,0.977924824,1.017206679,0.819908218,0.977992075,0.904985714,1.005151526,1.001552365,1.005716443,1.022727273,1.010478671,0.996151564,0.627545801
199,0.949837401,0.961231653,1.005914624,0.881324108,0.828920134,0.975954551,0.766770671,0.733696881,1.306213298,1.215507933,0.937608999,0.977839552,0.670642399,0.638529943,0.973430773,0.662179958,1.217555306,0.885665342,0.832448614,1.369828435,1.276324588,1.056528738,0.815788872,0.95611007,0.920354183,1.194149841,0.973257187,0.993962072,0.816798503,0.973838736,0.886395963,0.98696131,1.004019515,1.014533786,1.001515152,1.013764881,0.976824616,0.630465916
200,0.971479834,0.981557116,1.015172296,0.88855166,0.842338163,0.973543401,0.792050773,0.729712929,1.297783671,1.247944181,0.940922567,0.978348538,0.671207797,0.634153119,0.979662361,0.665395688,1.164610732,0.904982323,0.823930622,1.358191075,1.260040121,0.99029448,0.822495145,0.956617305,0.933073417,1.160106367,0.982784657,0.981857868,0.828633537,0.977610159,0.889475702,0.994173447,1.000498974,1.024456668,1.020901321,0.988777282,0.974044249,0.635785362
