frame,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO1_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS,NIT2MO2_NOS
172,1.171889159,0.974228578,1.045394407,0.980377559,1.129652831,1.081749358,0.937792136,1.007968648,1.108218956,1.063369185,0.978265826,1.001320306,1.027030097,0.922595272,0.972915582,0.878870207,0.949063499,0.967113479,0.944628732,0.859506649,0.916060337,1.018008519,1.051252116,0.936008079,0.984494296,0.964040874
173,1.162207278,0.99525867,1.048040513,0.952034034,1.120518935,1.077005556,0.930299698,1.033442195,1.098594981,1.054771528,1.007827343,0.992738315,0.974219194,0.925078268,0.990344164,0.878306336,0.956829603,0.973718536,0.951582036,0.879606131,0.913457557,0.975749652,1.064152706,0.950927286,0.987117885,0.99172164
174,1.165593552,0.982181776,1.08312423,0.990215368,1.093400154,1.074503688,0.921569975,1.033703462,1.099650776,1.054017949,0.988524964,1.005941378,1.007382169,0.915740041,0.933731319,0.895837605,0.937094564,0.985152499,0.960193927,0.856562786,0.916237799,0.998355194,1.06281011,0.96800404,0.975739174,0.974776872
175,1.159393332,0.980767025,1.077010813,0.978994948,1.091500626,1.060272281,0.926450371,1.034030046,1.0948997,1.053641159,0.997796185,1.026670187,0.989778535,0.931501673,1.006089988,0.912497437,0.942074006,1.019482141,0.955154376,0.859709674,0.932386868,0.940196533,1.074543226,0.947576203,0.965067948,0.986418316
176,1.16139648,0.968875464,1.07733017,0.97053975,1.100715354,1.055690938,0.923288425,1.028412802,1.126167465,1.043878879,0.997796185,1.022247161,1.01362862,0.923135053,0.976040707,0.851753127,0.951256281,1.002275692,0.957897423,0.865800426,0.911032239,1.039433174,1.099994163,0.963367609,0.961648439,0.941728108
177,1.16258883,0.977363974,1.05903554,0.94969423,1.102331973,1.046430776,0.937585922,1.048791639,1.110939657,1.034287867,0.99810016,0.97379192,0.971947757,0.924970312,1.003806242,0.902501538,0.97391503,1.013792912,0.991707068,0.857780936,0.904998521,1.015478048,1.064794816,0.98723834,0.937564484,0.988746605
178,1.150426861,0.983290636,1.065605183,0.939218293,1.099219981,1.049127595,0.944597195,1.05793599,1.117599285,1.027985202,0.984193328,0.984090309,0.999204997,0.900518191,1.016066349,0.916290753,0.955687529,0.98978714,0.960704261,0.859709674,0.891274771,1.011513643,1.072733641,0.963780757,0.956076998,0.961195188
179,1.144846664,0.980193477,1.063734659,0.936506248,1.090288162,1.050817169,0.946109431,1.044611365,1.127101438,1.030040419,0.997416217,1.012410879,0.989437819,0.869318795,1.024319885,0.895786344,0.943490178,1.006938085,0.969507527,0.891178561,0.919964508,1.04592805,1.097775962,0.940139552,0.969696076,0.992109688
180,1.14360662,0.951821971,1.050640996,0.921137995,1.062158994,1.035156123,0.919507836,1.075702155,1.103021197,1.045728574,1.002279808,0.97702667,0.989437819,0.885944079,0.984614768,0.885329096,0.928049338,0.989454112,0.941311559,0.869048828,0.880035492,1.047319809,1.084116514,0.952166728,0.977478407,0.96287673
181,1.121905852,0.959469277,1.055522606,0.938739697,1.069595441,1.022776749,0.927618917,1.035597649,1.102209047,1.043673358,0.983737366,1.012146818,1.04088586,0.871100076,1.026443367,0.871232315,0.926404751,0.984014653,0.958343965,0.867729165,0.88577344,0.995866897,1.0757107,0.973971722,0.956961354,0.965269693
182,1.126722946,0.970634344,1.05378895,0.937569795,1.068746716,1.131884199,0.921707451,1.034487263,1.091326241,1.039597178,0.997720192,0.976168471,0.997728563,0.873852963,0.964221323,0.904398196,0.96697122,0.983542863,0.945139066,0.840929855,0.912806862,1.015688921,1.025917927,0.952717591,0.966188132,0.977751908
183,1.131396957,0.973349138,1.040056572,0.923584153,1.067534252,1.17152419,0.925831729,1.050032658,1.094371802,1.039665685,1.005927502,1.019276472,1.033162976,0.900140343,1.009375376,0.878716424,0.968433074,0.97341326,0.958662924,0.868135215,0.910973085,1.025262536,1.023174362,0.949320602,0.999469387,0.961971284
184,1.142080412,0.971054946,1.030475843,0.923318266,1.050236431,1.072781623,0.929474842,1.041149575,1.089701941,1.031102281,0.993920511,0.993134407,1.00431573,0.897009608,0.982371089,0.908806643,0.972864322,0.993339439,0.951582036,0.857476398,0.906654836,1.033106997,1.03052945,0.992012486,1.008283465,0.960742465
185,1.153574665,0.974878599,1.027829737,0.915394842,1.063048135,1.03346655,0.91091559,1.048922273,1.108828068,1.035760773,0.98024166,0.989503565,1.013515048,0.853071359,1.012179975,0.901578839,0.959296482,0.95798296,0.976715999,0.854431022,0.911268855,1.045337607,1.098885062,0.983382299,0.980278867,0.970378994
186,1.16783517,0.969219592,1.041014645,0.970592927,1.070929152,0.946843422,0.927275227,1.04389288,1.097011289,1.055011304,1.004711604,0.989833641,1.014764338,0.868940948,1.008053207,0.888814845,0.947418913,0.965920129,0.962618015,0.861435387,0.902987282,1.018725486,1.079271496,0.966626882,0.952097397,0.948842323
187,1.143177374,0.955645624,1.048952963,0.972454135,1.065998464,0.905903759,0.91971405,1.05610712,1.091204418,1.041755155,1.002127821,0.998151571,1.053605906,0.872233618,0.997956649,0.907832684,0.93750571,0.980379097,0.964914519,0.869759415,0.904761905,0.992703808,1.097017103,0.946382666,1.000854877,0.974518174
188,1.138407974,0.960119298,1.036315525,0.965913321,1.046194883,0.898723072,0.938479516,1.044480732,1.082555023,1.028807289,0.990348811,0.990823871,1.084043157,0.888696966,0.985376017,0.908396555,0.974737323,0.986484611,0.95745088,0.866815552,0.900325348,1.024165999,1.074017862,0.942618436,0.933997583,0.951623335
189,1.135832499,0.96505181,1.026552306,0.966498272,1.042112921,0.900087728,0.941572725,1.049771391,1.089336474,1.028670275,0.999012083,0.984684447,1.049971607,0.876875742,0.966264674,0.929464835,0.949931476,0.953681348,0.952028579,0.866612527,0.893226856,0.994475138,1.070281945,0.969610723,0.953158624,0.971349114
190,1.116325655,0.962719382,1.016560974,0.939058761,1.045144081,0.885953797,0.92988727,1.04350098,1.086818809,1.04113859,0.996808268,0.999537893,1.09346962,0.862355608,0.973917224,0.878921468,0.967656464,1.016512641,0.964467977,0.873921429,0.89719018,1.030365653,1.054054054,0.980536173,0.985585001,0.987388436
191,1.103782134,0.941153979,1.012363703,0.927944696,1.029543709,0.901549859,0.922738521,1.009079033,1.07613904,1.032643694,1.003951668,1.001254291,1.104940375,0.857875418,0.978204255,0.921570638,0.965646414,1.028140871,0.954388875,0.865394376,0.898846495,1.011471469,1.047632946,1.002478884,0.94923798,0.981309016
192,1.095244909,0.952624938,1.029791505,0.947460782,1.023602635,0.926503558,0.9234259,1.034944481,1.092747503,1.033088991,1.000151987,0.968774756,1.116297558,0.897117565,1.004287031,0.900246053,0.960255825,0.994449532,0.945904567,0.883666633,0.876013014,1.063219603,1.095149145,0.963138083,0.980131474,0.983119907
193,1.091620165,0.948686575,1.023997445,0.958096251,1.035080629,0.912759528,0.919301622,1.02540823,1.085397547,1.023943276,1.004179649,1.01353314,1.11947757,0.890424269,0.938779599,0.919212631,0.902923709,0.969167152,0.936590967,0.872906304,0.879798876,1.020960736,1.028719865,0.986320235,0.950741385,0.9639762
194,1.078361234,0.943601117,1.052739632,0.991970221,1.01240755,0.910290152,0.936211163,1.034225996,1.096199139,1.021202987,1.004787598,0.994322683,1.115843271,0.886052035,0.968668617,0.883278655,0.947967108,0.971970138,0.937739219,0.865495889,0.909257616,1.031251318,1.045064503,0.959557473,0.975444389,0.987000388
195,1.079219726,0.947883608,1.057347507,1.001063547,0.995433052,0.931312344,0.929612318,1.031025474,1.114797369,1.041207097,0.995288396,0.999933985,1.119023282,0.879088848,0.971272888,0.896503998,0.943581544,0.924041851,0.952538913,0.889249822,0.892043774,1.016237189,1.020839414,0.998301506,0.98540813,0.986288966
196,1.089283159,0.940006883,1.047310552,0.988566871,1.003435315,0.953244306,0.916689579,1.01299804,1.102533907,1.020928958,0.999316057,0.991418009,1.13310619,0.909532549,0.963820666,0.91916137,0.931521243,0.936197375,0.960959428,0.877372856,0.897249335,1.009404918,1.090479248,1.012991186,0.987884326,0.959772345
197,1.098535794,0.944939395,1.047584288,0.954427014,1.008648911,0.956201059,0.911602969,1.027171783,1.106838301,1.038261287,0.974238164,0.99590705,1.115729699,0.897927237,0.908770383,0.897375436,0.941936958,0.980434602,0.963574892,0.864785301,0.88938184,1.067563578,1.09287257,0.953452075,0.988886596,0.946837408
198,1.115944103,0.943180515,1.027784114,0.945599575,0.995796791,0.96724827,0.91394006,1.043762247,1.132948916,1.015174351,0.992552626,0.995312913,1.125156161,0.885080428,0.965984214,0.890455198,0.941251713,0.934060445,0.945458025,0.861232362,0.896125407,1.049133314,1.064269453,0.935503122,0.981369572,0.976652438
199,1.12295512,0.941039269,1.039007254,0.955277852,0.990623611,0.923579296,0.915727248,1.053102547,1.132299196,1.031855861,0.971350407,0.982968049,1.136286201,0.877469502,0.947874514,0.900912446,0.915029694,0.943301973,0.966317938,0.861638412,0.882934043,1.013200624,1.07728679,0.955288285,0.978628069,0.984284051
200,1.133113941,0.959698696,1.027556002,0.957936719,0.97340662,0.935568769,0.905897718,1.061463096,1.119548445,1.026957594,0.960027358,0.993464484,1.130607609,0.874284789,0.900196322,0.917315973,0.927089995,0.986429107,0.942714978,0.883463608,0.8873706,0.994686011,1.060358415,0.975578406,0.959850249,0.960613116
