frame,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,WT_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1,NOS11_Ser-h1
107,1.120761508,1.047055403,1.204089641,0.892717572,0.969280794,0.921331078,1.140801061,1.740386692,2.063046906,0.95101727,0.88635655,0.913592174,1.146082971,1.142768797,1.064340782,0.95437157,0.837431915,1.107109557,1.110553075,1.2802916,0.799535013
108,1.258050767,1.111263394,1.262425881,0.887348354,0.994138536,0.940604964,1.111779188,1.682462462,2.071673727,0.93303314,0.898063894,0.88167985,1.140688404,1.142175112,1.051159982,0.953429062,0.851507307,1.106837607,1.155009921,1.293752649,0.788393937
109,1.3195681,1.174183902,1.290068015,0.883712237,1.016258076,0.942375015,1.156755989,1.631562795,2.097770632,0.940693556,0.899679678,0.861572369,1.229340717,1.135125107,1.050378371,0.946831513,0.86409966,1.125135975,1.115203373,1.248944647,0.764326235
110,1.264822883,1.146066949,1.3333624,0.895538111,1.011295084,0.926365889,1.24254332,1.599963627,2.0687672,0.942917548,0.906511325,0.872199746,1.227144699,1.104154556,1.076526806,0.951904419,0.862185191,1.103263403,1.081349206,1.23534797,0.762912676
111,1.332544042,1.189176842,1.505798744,0.911237979,1.044495786,0.966133029,1.285815737,1.589551815,2.076311802,0.935751352,0.880800522,0.858764567,1.21368215,1.105181136,1.056524674,0.961163165,0.871460929,1.11996892,1.075768849,1.233788251,0.748535292
112,1.437251373,1.298363651,1.537844437,0.909606824,1.060668292,0.970695827,1.252627592,1.575639087,2.089112891,0.943027374,0.901182073,0.854628344,1.224375806,1.126627995,1.045830817,0.971475301,0.865879308,1.126262626,1.069320437,1.206238874,0.755138101
113,1.841021027,1.542030069,1.636815487,0.907737792,1.02425876,0.964756323,1.325300634,1.545733544,2.092050339,0.947090964,0.88207614,0.846295514,1.192581277,1.113022721,1.030092017,0.952403393,0.88181524,1.112393162,1.124007937,1.156836484,0.739458756
114,2.099924228,1.700805715,1.636728287,0.925646515,1.032858426,0.988907682,1.436038254,1.502813235,2.111066448,0.936135746,0.880942257,0.855926574,1.266004678,1.120604569,1.060574839,0.962881854,0.881518632,1.127738928,1.074280754,1.152513351,0.738175393
115,2.143540443,1.730791594,1.79586676,0.92160261,1.113934882,1.102662943,1.533235489,1.50577992,2.103460004,0.946651657,0.877965813,0.84194795,1.279419487,1.151735909,1.047749316,0.959028663,0.875128081,1.106604507,1.061135913,1.142629482,0.723277225
116,2.138425838,1.70462663,1.773020579,0.952118802,1.150387199,1.168626834,1.531909857,1.481034816,2.082248539,0.947997035,0.90849562,0.855896383,1.283907003,1.155953544,1.031903933,0.964351056,0.900932967,1.093395493,1.031312004,1.138069001,0.712489538
117,2.116404622,1.750685273,1.948465295,0.94725932,1.218927823,1.190654132,1.571631474,1.444786706,2.027797533,0.957249938,0.906964878,0.845631302,1.27096959,1.133739842,1.032365794,0.975245329,0.908213342,1.101282051,1.100508433,1.11177418,0.712117549
118,2.159736693,1.832585763,2.067928148,0.951914908,1.206648697,1.18463596,1.565098002,1.436170817,2.000803933,0.950248483,0.905320747,0.858311696,1.316083449,1.152589331,1.006466053,0.982674502,0.907080839,1.095182595,1.114707341,1.114842757,0.704938157
119,2.103996969,1.76659191,2.02812173,0.961260067,1.295212425,1.254336624,1.74278004,1.423190152,1.980272719,0.957853985,0.896192987,0.822866977,1.315606053,1.141519585,1.017905994,0.980401397,0.91891819,1.08951049,1.07905506,1.059845723,0.715614247
120,2.051856412,1.769872913,2.038106034,0.959696877,1.412313353,1.408213035,2.043272417,1.395955761,1.972140626,0.96021526,0.906284548,0.837177707,1.319759393,1.120604569,1.023697019,0.968869546,0.919026048,1.061616162,1.093625992,1.068356362,0.714051892
121,2.098740292,1.791054074,1.939222183,0.962347504,1.487014932,1.422412776,1.99928984,1.380144811,1.96376117,1.001537574,0.913768178,0.828210857,1.292070464,1.109881139,1.016484883,0.998336752,0.915844254,1.035353535,1.022631448,1.030143257,0.707504882
122,2.008429627,1.718747404,2.036841646,0.967478846,1.661233047,1.547417693,1.981346463,1.359753117,1.94715686,0.985887263,0.904073476,0.848590061,1.290256361,1.071464793,0.99968025,0.988246382,0.918082295,1.04040404,1.042410714,1.018953971,0.715037664
123,1.918592536,1.668452529,2.091253924,0.969483807,1.593205836,1.54722102,1.92510179,1.320686088,1.939303052,0.975371352,0.900416702,0.827999517,1.257125125,1.069485844,1.00571997,0.984476354,0.93644502,1.037373737,1.14124504,1.021853013,0.689946992
124,1.80971775,1.626837777,2.28435647,0.965541849,1.535275746,1.522912323,1.875248556,1.313843391,1.974614267,0.961670465,0.908665703,0.812058451,1.222991359,1.066430842,0.992894447,0.980207352,0.944102896,1.04009324,1.104414683,1.01752988,0.702966614
125,1.802329987,1.608356176,2.238838507,0.989125633,1.44333205,1.459701845,2.025329041,1.299066802,1.937385981,0.957057741,0.915327267,0.81033754,1.212297704,1.077067692,0.986890255,0.97355436,0.928436607,1.074164724,1.141369048,1.017733322,0.688421836
126,1.703589695,1.606071933,2.319105337,0.997859109,1.403542549,1.468355426,1.964349967,1.276413153,1.920843511,0.961999945,0.906086118,0.788599722,1.185659044,1.075942165,1.014566384,0.975411654,0.949900232,1.073815074,1.132688492,1.037484106,0.714386683
127,1.599119151,1.511213556,2.359522149,0.988615897,1.47516365,1.491012076,1.929031342,1.256305625,1.909804892,0.960682024,0.913683136,0.792947286,1.189812384,1.03515108,1.014815078,1.018933304,0.941244675,1.058857809,1.164124504,1.030973976,0.733990514
128,1.554697859,1.477199103,2.418861179,1.001019472,1.474693022,1.478661055,1.832449579,1.262557259,1.901054389,0.968726833,0.914958755,0.790864078,1.234210149,1.027828969,1.003126443,1.00870433,0.945693793,1.067715618,1.128038194,1.017173858,0.735497071
129,1.56194355,1.493147271,2.596311475,1.067455058,1.482394216,1.466428038,1.891345517,1.243404526,1.898364305,0.961560638,0.917453298,0.817885393,1.206616699,1.047977143,1.004760721,1.002217664,0.943779324,1.041958042,1.171192956,1.03848436,0.741058309
130,1.695302141,1.571019188,2.490887687,1.105039589,1.480212211,1.531093891,1.906258877,1.222524069,1.909526607,0.952774498,0.905717606,0.807499547,1.212966057,1.034619238,1.004725193,1.047846094,0.959202934,1.060839161,1.141989087,1.015834534,0.774500139
131,1.5956147,1.487582025,2.419166376,1.145750501,1.533992213,1.536050033,1.797746426,1.202155109,1.901023469,0.956590978,0.932704028,0.811696154,1.20652122,1.039010031,1.028564323,1.017242335,0.947554333,1.03978244,1.207713294,1.009137916,0.767209151
132,1.578613374,1.456101005,2.326124869,1.135997553,1.56141702,1.58116666,1.81483761,1.210941496,1.876256145,0.954531726,0.95745103,0.802034901,1.201078913,1.035583975,1.027924823,1.004962023,0.961764547,1.038539239,1.173301091,1.028024074,0.804389473
133,1.513828377,1.451449456,2.171433554,1.155707344,1.547383733,1.567989616,1.706277815,1.216465667,1.88330602,0.961368441,0.974884486,0.804903086,1.213300234,1.019282384,1.025473407,1.006985641,0.935150731,1.011771562,1.265562996,1.013698398,0.810397098
134,1.608685357,1.5218872,2.227153819,1.140313318,1.596799726,1.543759588,1.647003125,1.199006559,1.851117776,0.958320749,0.946395669,0.799830928,1.162791808,1.028472128,1.005933137,0.992848035,0.934557515,1.008974359,1.271205357,0.99172671,0.815716544
135,1.606128055,1.471883047,2.084975584,1.104156047,1.55996235,1.522243638,1.646198277,1.202359708,1.84338765,0.951044727,0.964566148,0.833886843,1.17687497,1.104921399,1.004050165,0.976298719,0.935770911,1.006138306,1.262524802,0.983555141,0.814860969
136,1.677732525,1.548010632,2.040460412,1.179359092,1.587900569,1.546591669,1.725357447,1.188628846,1.854797316,0.96419648,0.964027553,0.81248113,1.208383062,1.097846656,0.999111806,0.982702223,0.95019684,1.003224553,1.299665179,0.983419513,0.784711243
137,1.662530782,1.526455686,1.933205441,1.269038638,1.588841826,1.588207529,1.672284822,1.183559339,1.862094555,0.965239834,0.963262182,0.822625445,1.168806989,1.102126133,0.98966142,0.984725841,0.945289328,0.985547786,1.323474702,0.97816394,0.792560216
138,1.665798447,1.56665836,1.941271364,1.270329969,1.567620759,1.547024348,1.738424392,1.16807802,1.854828237,0.956563521,0.979476713,0.815560655,1.179070989,1.094766917,0.990478559,0.989299773,0.944669147,0.971328671,1.279761905,0.95936255,0.778201432
139,1.652964577,1.578328765,1.864841298,1.36092704,1.516279468,1.479880423,1.846037307,1.163144913,1.854890078,0.974163257,0.966550444,0.812783045,1.170430133,1.097982709,0.986002061,0.987331596,0.95019684,0.969036519,1.21968006,0.960481478,0.788338138
140,1.673375639,1.510715176,1.941881758,1.374180175,1.449407436,1.4279196,1.761859672,1.247098674,1.851117776,0.983388704,0.962610199,0.805054043,1.126939419,1.079195063,0.990123281,0.972805899,0.961602761,0.976767677,1.176897321,0.969432907,0.789919092
141,1.581170676,1.478154332,1.910926055,1.383525334,1.422453258,1.399992133,1.715036455,1.144651443,1.842367274,0.960077977,0.960342433,0.799378057,1.073805318,1.072652163,0.983053256,0.984836725,0.953675241,0.982867133,1.158606151,0.994218869,0.776118293
142,1.504783103,1.428980812,2.034966864,1.463927685,1.440551063,1.372930024,1.684878326,1.150914444,1.812219783,0.958650229,0.954814752,0.797626955,1.093951401,1.041755822,0.976089814,0.970588235,0.938629132,0.98974359,1.112041171,0.975807409,0.762336092
143,1.431142262,1.386203173,2.012164283,1.598973732,1.414752064,1.363489753,1.702395606,1.138615775,1.782968987,0.989099695,0.912067353,0.785369241,1.083496443,1.037191871,0.971826482,0.986250485,0.941136817,0.973193473,1.081473214,1.017190811,0.761331721
144,1.435593862,1.377979899,1.897976979,1.667652156,1.470756856,1.355976871,1.730517943,1.130988781,1.76410748,0.955629994,1.069195226,0.793128434,1.113811047,1.008014743,0.965538068,0.994899374,0.952623632,1.002564103,1.065600198,0.969026024,0.773811959
145,1.398134116,1.338524794,1.872122428,1.779216366,1.534206135,1.374542737,1.703910615,1.114188936,1.776135555,0.966255732,1.113558409,0.784886178,1.097197689,1.024205019,0.963797208,0.987331596,0.949819339,0.997163947,1.043154762,0.98913283,0.766632568
146,1.467370714,1.430309826,1.873692013,1.984673939,1.562743336,1.360264328,1.665041189,1.130579583,1.766210074,0.962686362,0.858604757,0.793490731,1.142979902,1.016821066,0.971151455,0.9749404,0.958879361,1.005827506,1.030567956,1.029075189,0.742434669
147,1.526946391,1.475288645,1.848099058,2.244027594,1.476532751,1.347519962,1.713852855,1.096161497,1.723261495,0.965843881,0.857811038,0.786546706,1.120017186,1.022473439,0.969943511,0.981343904,0.967669741,1.018259518,1.016617063,1.03182165,0.745782572
148,1.532345141,1.436331921,1.846485874,2.356135522,1.446754803,1.313888998,1.787993561,1.08144174,1.682013543,0.966063535,0.870538878,0.77788177,1.108846135,1.056127939,0.96106157,0.987941454,0.969503317,1.006721057,1.037574405,1.044401119,0.754115131
149,1.577855654,1.487166708,1.828915242,2.540524009,1.501433278,1.372261338,1.713900199,1.094286007,1.682106305,0.977183493,0.897638688,0.766318459,1.142407027,1.052194778,0.950794046,0.974552309,0.977107264,0.981080031,1.041170635,1.028888701,0.735199479
150,1.571225611,1.484674807,1.73543774,2.478913923,1.510717495,1.397002714,1.635451188,1.066847017,1.640518228,0.951703687,0.905179012,0.749079162,1.112665298,1.046022931,0.966603901,0.984282309,0.956506498,0.999378399,1.018105159,1.026956006,0.7344741
151,1.607406706,1.487623557,1.603897803,2.554728651,1.559791212,1.430791016,1.583798883,1.050672335,1.611731239,0.965020181,0.925135357,0.745003321,1.130519884,1.034136869,0.951611184,0.984282309,0.969692067,0.964413364,1.024553571,1.020971433,0.722607644
152,1.613136958,1.454190547,1.607080572,2.749277874,1.555555556,1.409393069,1.556292018,1.041328984,1.627655298,0.965075094,0.921365195,0.750256627,1.099632406,1.02813818,0.950687462,0.994677607,0.968316885,0.968958819,1.013020833,1.055149614,0.708806845
153,1.578897518,1.428233242,1.549921521,2.831345363,1.537628888,1.423199465,1.49029448,1.02988281,1.604001113,0.966667582,0.935510389,0.739478292,1.078388313,1.027235285,0.955128433,0.990464046,0.973143504,0.964685315,1.000744048,1.03534797,0.713531108
154,1.496590263,1.391602293,1.505362749,2.663710198,1.483292688,1.390473194,1.459047439,1.0382941,1.609752327,0.96477307,0.943787737,0.749350885,1.120590061,1.008262112,0.950971684,0.996895271,0.993097126,0.968453768,0.978732639,1.068661524,0.701292663
155,1.456383785,1.343550129,1.408266481,2.632752234,1.523809524,1.463123943,1.443707982,1.02988281,1.564453789,0.967683479,0.968393004,0.738059296,1.096051941,1.008608428,0.956371905,0.987276155,0.988755865,0.962626263,0.973028274,1.050894295,0.696289408
156,1.486455768,1.369341307,1.41144925,2.603391443,1.567321268,1.481217795,1.443897358,1.044943565,1.5552704,0.979407485,0.963063753,0.721121913,1.054995942,1.004044477,0.961558958,0.98885624,0.96748099,0.962781663,0.954613095,1.052420107,0.71656282
157,1.491759803,1.39866268,1.372732822,2.640568186,1.595345056,1.521024269,1.398873213,1.050069905,1.531059646,0.97721095,0.982481504,0.725560051,1.047596315,0.989474465,0.953138878,0.986888063,0.965728307,0.955205905,0.974392361,1.052352293,0.703468799
158,1.510465997,1.389401113,1.304979072,2.601522411,1.547169811,1.517484168,1.330603163,1.041772281,1.534491822,0.979050548,0.984607535,0.710524727,1.090275457,0.961286812,0.957011404,0.992293619,0.979641913,0.968376068,0.953993056,1.033008392,0.692699712
159,1.462019322,1.349281502,1.264475061,2.620110783,1.477730715,1.472013531,1.342865259,1.031110404,1.547478433,0.96842481,0.973183661,0.707264054,1.068601709,0.951095225,0.949870324,0.992099573,0.997249636,0.96961927,0.929625496,1.032737137,0.688645029
160,1.424322788,1.32365645,1.275462156,2.613484215,1.419158859,1.423750148,1.271991289,1.035429715,1.529822826,0.959199363,0.96677722,0.720759616,1.038955459,0.964279972,0.95200199,0.999168376,0.99102087,0.972921523,0.964347718,1.018004577,0.697479773
161,1.379759424,1.297366891,1.339902337,2.565365141,1.343772729,1.365771152,1.251396648,1.050331337,1.494789895,0.965184921,0.975252998,0.725650625,1.029741729,0.980334195,0.946850464,0.993541054,0.988890687,0.9504662,0.939670139,0.99696533,0.704101181
162,1.32738208,1.259199269,1.289152424,2.510381622,1.313053523,1.346143256,1.290502793,1.03571388,1.510219226,0.955135773,0.957422683,0.738844273,1.016231441,0.983500513,0.94674388,0.999501026,1.008143235,0.938811189,0.929935516,1.024989404,0.685408723
163,1.320562607,1.271949497,1.216471922,2.428789887,1.265819535,1.287849585,1.26029732,1.019482365,1.52886429,0.962082315,1.008277348,0.745426001,1.006779014,0.987977885,0.932959108,1.006070854,0.995092488,0.937917638,0.919270833,1.029685513,0.689928392
164,1.367493844,1.302724479,1.183641437,2.408026642,1.281264707,1.326751367,1.269055961,1.035065983,1.522649269,0.962192142,0.986081583,0.760521708,0.971260801,0.98163288,0.962873486,0.993624217,0.991641051,0.935703186,0.949652778,0.995965076,0.683827769
165,1.375260466,1.313481186,1.236353331,2.355625786,1.30205793,1.35790426,1.326768298,1.015810951,1.530472156,0.947200791,1.002154378,0.751554858,0.975223182,0.956450755,0.958574626,1.00523923,1.017068436,0.934421134,0.935019841,1.001424091,0.695266437
166,1.323830271,1.290098845,1.220613882,2.346586468,1.316476276,1.363332416,1.383723132,1.041249417,1.573482576,0.954614096,1.00087876,0.736730874,0.982002196,0.977674982,0.959356237,1.020624272,1.00520412,0.9501554,0.912698413,1.015292023,0.702092439
167,1.300577761,1.267547138,1.182377049,2.365514663,1.339964917,1.348857334,1.32075561,1.022710481,1.571596426,0.968067873,1.008334042,0.735191112,0.978087554,0.979542615,0.958006182,1.011919942,0.966105808,0.943395493,0.910900298,1.005611596,0.691974333
168,1.288975185,1.241174516,1.170997558,2.324599857,1.311171009,1.332140188,1.247230376,1.027882287,1.541943663,0.95557508,1.001530742,0.751101987,0.950064448,0.972034978,0.946068853,1.01776903,0.98729979,0.944522145,0.900855655,1.010765449,0.692532317
169,1.328613374,1.264722984,1.148412975,2.287796921,1.294057246,1.351571412,1.256841208,1.022130784,1.524751863,0.968699377,0.986676872,0.741380351,0.962381248,0.956896019,0.940348883,1.012446637,0.990023189,0.964102564,0.905195933,1.012342121,0.668111225
170,1.279503694,1.250186893,1.149459365,2.257756482,1.325546571,1.347126618,1.237193448,1.012821533,1.542191027,0.958869883,1.005357598,0.725469476,0.943142216,0.949425486,0.945891214,1.009508233,0.997923745,0.97031857,0.90593998,1.031313046,0.661880405
171,1.30896003,1.253467896,1.170648762,2.26907262,1.325204296,1.310230893,1.197424486,1.018857201,1.574688476,0.968891574,1.019049239,0.749864139,0.936363202,0.970711556,0.952641489,1.021317292,1.00353233,0.961655012,0.930803571,1.035263203,0.66619548
172,1.300530403,1.24815184,1.129665155,2.241682808,1.279211055,1.301655981,1.146387653,0.999556702,1.610432578,0.967683479,0.984239023,0.748928205,0.961378718,0.954719175,0.947738658,1.017464102,0.994445343,0.980846931,0.962983631,1.039518522,0.671087138
173,1.228262929,1.230666999,1.158004883,2.243959629,1.312882386,1.303386697,1.099895843,0.998306376,1.611607557,0.985969633,0.991694305,0.748113037,0.948680002,0.959666547,0.955732405,1.002910684,1.004017689,0.970590521,0.927393353,1.026820378,0.666697666
174,1.259660921,1.231040784,1.115713289,2.186019642,1.293244342,1.325138654,1.068080674,0.98465508,1.619028478,0.977814997,0.971993083,0.77102832,0.919845324,0.960186021,0.957331154,1.00837168,1.00501537,0.979448329,0.936321925,1.026939052,0.654291826
175,1.277088464,1.281252596,1.076299268,2.125836817,1.298378471,1.329740786,1.064861282,0.991293179,1.616338394,0.981494193,0.999744876,0.76761669,0.963574736,0.941645743,0.957650904,1.014082164,1.019441299,1.002020202,0.955047123,1.030584047,0.656728355
176,1.245074825,1.240385414,1.07599407,2.087300778,1.307662688,1.360421665,1.037638481,0.970503654,1.605825423,0.979929162,0.984607535,0.763269126,0.971260801,0.95160233,0.970973816,1.009924045,0.996063204,0.985547786,0.953869048,1.039671103,0.642276574
177,1.177495738,1.192125592,1.106949773,2.08081014,1.305609036,1.305078079,1.020405265,0.981426964,1.60381559,0.971609786,0.991665958,0.770907554,0.946961379,0.926296521,0.959427292,1.008316239,1.003451437,0.985703186,1.027715774,0.99613461,0.644006324
178,1.179721538,1.185563585,1.081182421,2.120229721,1.275103752,1.289855643,1.007906448,0.958148152,1.592251322,0.978473957,0.990645463,0.749803756,0.977275982,0.936376792,0.958361459,1.013832677,0.999595535,0.979331779,1.015749008,0.981927609,0.63275365
179,1.107643493,1.152172107,1.044471573,2.053284399,1.293115989,1.306926799,1.051652306,0.954715437,1.600445255,1.003267346,0.986733566,0.788871445,0.951448895,0.943031008,0.960208903,1.008815213,1.006983767,1.002836053,1.023375496,1.004967365,0.617464894
180,1.098645577,1.117368552,1.16559121,1.990009175,1.239549908,1.245761712,1.061499858,0.949361765,1.592344083,1.002526015,0.964169289,0.788720488,0.9407075,0.938331004,0.957153515,1.004490769,0.998463032,0.9996892,1.037450397,0.980723913,0.629554543
181,1.101534382,1.117659274,1.195238926,1.877051687,1.227784195,1.229005231,1.061215794,0.95024836,1.579975882,0.986628593,0.980809026,0.769397983,0.980283573,0.924465993,0.952641489,1.018018517,0.99102087,0.997785548,1.063368056,0.996321099,0.620217614
182,1.114510324,1.179333832,1.158571678,1.862133415,1.206948188,1.189159423,1.063582994,0.938404356,1.578368016,1.000741331,0.973778949,0.78512771,0.939323053,0.930773893,0.957366682,1.012585241,1.003801974,1.01029526,1.006014385,1.001237603,0.618022877
183,1.150549346,1.176011297,1.120640042,1.812417168,1.152483635,1.141132046,1.044313985,0.941450606,1.530874123,0.985804893,0.973637214,0.796600447,0.95087602,0.919654673,0.962233986,1.005350114,1.019171655,1.040753691,1.010044643,0.966533865,0.628010788
184,1.110769085,1.133192126,1.137861877,1.835219356,1.155478544,1.08393974,1.05264653,0.937733726,1.516805294,0.994041899,0.996655044,0.779210193,0.951114718,0.914014669,0.971044872,1.009702279,0.993717306,1.023154623,0.967199901,0.984216326,0.63414861
185,1.096798636,1.140169449,1.127572375,1.817582492,1.125101613,1.083861071,1.086355459,0.938074724,1.518196716,1.001455204,0.972078125,0.777006219,0.927913305,0.921769675,0.974064732,0.98710983,1.013724856,1.021639472,1.058841766,0.98467407,0.623677113
186,1.055218791,1.111097267,1.103287408,1.826451898,1.128438797,1.069110648,1.055676546,0.952169317,1.524442658,0.988440735,1.015590895,0.77102832,0.936219984,0.940792322,0.958752265,1.016105783,1.010435205,1.03038073,0.997147817,1.003695855,0.628791965
187,1.067010797,1.080239223,1.068669341,1.813776464,1.096692765,1.072414743,1.047628066,0.933073417,1.505612071,0.990445073,1.037729966,0.774288992,0.953740392,0.943711271,0.975627953,1.011864501,1.024187025,1.001864802,1.020399306,0.978062219,0.640174835
188,1.055739723,1.081235983,1.070195326,1.819213647,1.113378685,1.045981985,1.050800114,0.916091706,1.507467302,0.978721068,1.070640928,0.795724896,0.956652504,0.945096536,0.977724091,0.998724843,0.998489996,1.026884227,1.015873016,0.984657116,0.623286525
189,1.083917409,1.067862779,1.059251831,1.837156353,1.110640483,1.061519097,1.079632611,0.946440547,1.520113787,0.973916147,1.035122034,0.777972345,0.948107128,0.926098626,0.967349984,1.003049288,1.01957612,1.026146076,0.961805556,0.990234805,0.621333581
190,1.062369767,1.047844505,1.044253575,1.853433921,1.095152526,1.031624907,1.080816211,0.944258158,1.493027426,0.976442162,0.985571335,0.808012801,0.970831145,0.929079418,0.968380289,1.006126296,1.000107857,1.021717172,1.031436012,0.956921251,0.614042593
191,1.006961546,1.020931971,1.073465295,1.847283107,1.126599067,1.053770208,1.058706562,0.941211908,1.508642281,0.967216716,1.00708677,0.810790411,0.934740058,0.901732817,0.967740789,1.007068803,1.010731813,0.996114996,1.105592758,0.957311181,0.621259183
192,1.039590832,1.067987374,0.983911754,1.764264111,1.171822188,1.064744523,1.103778051,0.94522432,1.517423704,0.97339447,1.228052272,0.799770545,0.923664487,0.918801252,0.972075177,0.993152963,1.00959931,1.017365967,1.081597222,0.953361024,0.636157351
193,1.101155522,1.106902567,0.94480293,1.647500595,1.185684337,1.09707745,1.080721523,0.955681599,1.496212238,0.970511518,1.272982396,0.791920778,0.969542178,0.902722292,0.974348954,1.004490769,1.015935933,0.992035742,1.073102679,0.969042977,0.622616944
194,1.172759992,1.141456932,0.955092431,1.584157406,1.168142729,1.078865594,1.072152258,0.949543631,1.480473702,0.974382911,1.179918927,0.811333857,1.058671886,0.906890453,0.978185952,1.002189943,1.011972173,0.998135198,1.014384921,0.958328389,0.62483028
195,1.138615268,1.162596561,0.927450296,1.505420192,1.188893167,1.117295362,1.048953698,0.940177546,1.415664327,0.975398808,1.128922527,0.815711612,1.025492911,0.881238327,0.991757559,1.001635527,1.020385051,0.991763792,1.040736607,0.95941341,0.619938622
196,1.129475279,1.147935875,0.941576561,1.405002209,1.142129808,1.10978248,1.023435281,0.946110915,1.340032776,0.976304879,1.107095275,0.80073667,1.03991025,0.879543852,0.997548584,0.991434274,1.040581351,1.012160062,1.045200893,0.947291684,0.632679252
197,1.183083917,1.156200681,0.923003139,1.360213409,1.191716938,1.145458836,1.016949153,0.944417291,1.267462354,0.971719612,1.061229696,0.816919268,1.005394567,0.882289644,1.004831776,1.003160171,1.015962897,0.997358197,1.002108135,1.009934729,0.631656282
198,1.197338511,1.188221613,0.93337984,1.281408231,1.306208018,1.264838925,1.009042704,0.926526251,1.234779382,0.977924824,1.017206679,0.819908218,0.977992075,0.904985714,1.005151526,1.001552365,1.005716443,1.022727273,1.010478671,0.996151564,0.627545801
199,1.306213298,1.215507933,0.937608999,1.217555306,1.369828435,1.276324588,1.056528738,0.920354183,1.194149841,0.973257187,0.993962072,0.816798503,0.973838736,0.886395963,0.98696131,1.004019515,1.014533786,1.001515152,1.013764881,0.976824616,0.630465916
200,1.297783671,1.247944181,0.940922567,1.164610732,1.358191075,1.260040121,0.99029448,0.933073417,1.160106367,0.982784657,0.981857868,0.828633537,0.977610159,0.889475702,0.994173447,1.000498974,1.024456668,1.020901321,0.988777282,0.974044249,0.635785362
