Date,Track ID,ID,Speed,Edge time,Edge X,Edge Y,Y,L-NAME,sec,Ymm,y_axis,mm/sec,Condition
0804_02_,169,0804_02_169,0.234851397,49.5,15.29671639,398.0988716,-10.343386,0.1 mM,1.65,-22.24384086,-2.224384086,1.515170303,dark
0804_02_,169,0804_02_169,0.664710051,50.5,15.36329479,398.3037858,-10.5483002,0.1 mM,1.683333333,-22.68451656,-2.268451656,4.288451942,dark
0804_02_,169,0804_02_169,0.489648214,51.5,15.69744928,398.6159843,-10.8604987,0.1 mM,1.716666667,-23.35591118,-2.335591118,3.159020735,dark
0804_02_,169,0804_02_169,0.54194944,52.5,15.68438666,398.6916837,-10.9361981,0.1 mM,1.75,-23.51870559,-2.351870559,3.496448,dark
0804_02_,169,0804_02_169,0.076553682,53.5,15.46020291,398.7936528,-11.0381672,0.1 mM,1.783333333,-23.73799398,-2.373799398,0.493894723,dark
0804_02_,169,0804_02_169,0.246970168,54.5,15.61457529,398.8376588,-11.0821732,0.1 mM,1.816666667,-23.83263054,-2.383263054,1.593355923,dark
0804_02_,169,0804_02_169,0.271248826,55.5,15.62777969,398.7807153,-11.0252297,0.1 mM,1.85,-23.7101714,-2.37101714,1.749992426,dark
0804_02_,169,0804_02_169,0.733726621,56.5,15.4778543,399.0625574,-11.3070718,0.1 mM,1.883333333,-24.31628344,-2.431628344,4.733720135,dark
0804_02_,169,0804_02_169,0.278431887,57.5,15.57444868,399.4359259,-11.6804403,0.1 mM,1.916666667,-25.11922645,-2.511922645,1.796334755,dark
0804_02_,169,0804_02_169,0.513919347,58.5,15.51308673,399.2839086,-11.528423,0.1 mM,1.95,-24.79230753,-2.479230753,3.31560869,dark
0804_02_,169,0804_02_169,0.020626292,59.5,15.32162307,399.1176001,-11.3621145,0.1 mM,1.983333333,-24.43465484,-2.443465484,0.133072852,dark
0804_02_,169,0804_02_169,0.222115948,60.5,15.38690484,399.2079027,-11.4524171,0.1 mM,2.016666667,-24.62885398,-2.462885398,1.433006116,dark
0804_02_,169,0804_02_169,0.299330093,61.5,15.29816997,399.2672189,-11.5117333,0.1 mM,2.05,-24.7564157,-2.47564157,1.93116189,dark
0804_02_,169,0804_02_169,0.344129144,62.5,15.22495236,399.0746087,-11.3191231,0.1 mM,2.083333333,-24.34220022,-2.434220022,2.220188026,dark
0804_02_,169,0804_02_169,0.517676664,63.5,15.10771186,399.0949426,-11.339457,0.1 mM,2.116666667,-24.38592903,-2.438592903,3.339849445,dark
0804_02_,169,0804_02_169,0.205174499,64.5,14.8425084,399.202647,-11.4471614,0.1 mM,2.15,-24.6175514,-2.46175514,1.323706445,dark
0804_02_,169,0804_02_169,0.107516834,65.5,14.81201993,399.1623576,-11.406872,0.1 mM,2.183333333,-24.53090753,-2.453090753,0.693656994,dark
0804_02_,169,0804_02_169,0.446156106,66.5,14.6493357,399.2711272,-11.5156416,0.1 mM,2.216666667,-24.76482065,-2.476482065,2.87842649,dark
0804_02_,169,0804_02_169,0.094840797,67.5,14.40382629,399.3220172,-11.5665316,0.1 mM,2.25,-24.87426151,-2.487426151,0.61187611,dark
0804_02_,169,0804_02_169,0.438117357,68.5,14.1480749,399.2761496,-11.520664,0.1 mM,2.283333333,-24.77562151,-2.477562151,2.826563594,dark
0804_02_,169,0804_02_169,0.494549192,69.5,13.69170798,399.3268353,-11.5713497,0.1 mM,2.316666667,-24.88462301,-2.488462301,3.190639948,dark
0804_02_,169,0804_02_169,0.317185955,70.5,13.5624663,399.2786535,-11.5231679,0.1 mM,2.35,-24.78100624,-2.478100624,2.046361,dark
0804_02_,169,0804_02_169,0.44988451,71.5,13.44869056,399.1299341,-11.3744485,0.1 mM,2.383333333,-24.46117957,-2.446117957,2.90248071,dark
0804_02_,169,0804_02_169,0.112367437,72.5,13.19168531,399.1410176,-11.385532,0.1 mM,2.416666667,-24.48501505,-2.448501505,0.724951206,dark
0804_02_,169,0804_02_169,0.154532278,73.5,13.08444564,399.2114827,-11.4559971,0.1 mM,2.45,-24.6365529,-2.46365529,0.996982439,dark
0804_02_,169,0804_02_169,0.72499193,74.5,12.68917532,399.07223,-11.3167444,0.1 mM,2.483333333,-24.33708473,-2.433708473,4.67736729,dark
0804_02_,169,0804_02_169,0.094142101,75.5,12.35386711,398.9521437,-11.1966581,0.1 mM,2.516666667,-24.07883462,-2.407883462,0.607368394,dark
0804_02_,169,0804_02_169,0.085071577,76.5,12.30899058,399.0253294,-11.2698438,0.1 mM,2.55,-24.23622323,-2.423622323,0.548848884,dark
0804_02_,169,0804_02_169,0.143363079,77.5,12.27994228,398.9815872,-11.2261016,0.1 mM,2.583333333,-24.14215398,-2.414215398,0.92492309,dark
0804_02_,169,0804_02_169,0.145158285,78.5,12.34415925,398.8708529,-11.1153673,0.1 mM,2.616666667,-23.9040157,-2.39040157,0.936505065,dark
0804_02_,169,0804_02_169,0.794809546,79.5,12.12990047,398.5452219,-10.7897363,0.1 mM,2.65,-23.20373398,-2.320373398,5.127803523,dark
0804_02_,169,0804_02_169,0.608994884,80.5,12.15759751,398.2879492,-10.5324636,0.1 mM,2.683333333,-22.65045935,-2.265045935,3.928999252,dark
0804_02_,169,0804_02_169,0.219343366,81.5,12.35342555,398.2943264,-10.5388408,0.1 mM,2.716666667,-22.66417376,-2.266417376,1.41511849,dark
0804_02_,169,0804_02_169,0.357424293,82.5,12.24596544,398.0927523,-10.3372667,0.1 mM,2.75,-22.23068108,-2.223068108,2.305963181,dark
0804_02_,169,0804_02_169,0.574950023,83.5,12.00344615,398.0687082,-10.3132226,0.1 mM,2.783333333,-22.17897333,-2.217897333,3.709354987,dark
0804_02_,169,0804_02_169,0.523228012,84.5,11.95543779,398.0482068,-10.2927212,0.1 mM,2.816666667,-22.1348843,-2.21348843,3.375664594,dark
0804_02_,169,0804_02_169,0.194102387,85.5,12.17583786,397.7795581,-10.0240725,0.1 mM,2.85,-21.55714516,-2.155714516,1.252273465,dark
0804_02_,169,0804_02_169,0.274312066,86.5,12.07745709,397.7436943,-9.9882087,0.1 mM,2.883333333,-21.48001871,-2.148001871,1.769755265,dark
0804_02_,169,0804_02_169,0.402736159,87.5,12.1503562,397.8412531,-10.0857675,0.1 mM,2.916666667,-21.68982258,-2.168982258,2.5982978,dark
0804_02_,169,0804_02_169,0.529561313,88.5,12.32068171,397.6178,-9.8623144,0.1 mM,2.95,-21.20927828,-2.120927828,3.4165246,dark
0804_02_,169,0804_02_169,0.854749975,89.5,12.72034558,397.3304854,-9.5749998,0.1 mM,2.983333333,-20.59139742,-2.059139742,5.514515968,dark
0804_02_,169,0804_02_169,0.106585975,90.5,13.10410429,397.3381225,-9.5826369,0.1 mM,3.016666667,-20.60782129,-2.060782129,0.687651452,dark
0804_02_,169,0804_02_169,0.511187688,91.5,13.06641704,397.1141382,-9.3586526,0.1 mM,3.05,-20.12613462,-2.012613462,3.297985084,dark
0804_02_,169,0804_02_169,0.075651469,92.5,13.04801577,396.8881106,-9.132625,0.1 mM,3.083333333,-19.64005376,-1.964005376,0.488073994,dark
0804_02_,169,0804_02_169,0.346360851,93.5,12.95968283,396.7569712,-9.0014856,0.1 mM,3.116666667,-19.35803355,-1.935803355,2.234586135,dark
0804_02_,169,0804_02_169,0.283119676,94.5,12.96360915,396.4724915,-8.7170059,0.1 mM,3.15,-18.74624925,-1.874624925,1.826578555,dark
0804_02_,169,0804_02_169,0.589358973,95.5,13.14358313,396.075842,-8.3203564,0.1 mM,3.183333333,-17.89323957,-1.789323957,3.802315955,dark
0804_02_,169,0804_02_169,1.017042101,96.5,12.87897009,396.145404,-8.3899184,0.1 mM,3.216666667,-18.04283527,-1.804283527,6.561561942,dark
0804_02_,169,0804_02_169,0.629026663,97.5,12.69874185,396.2416237,-8.4861381,0.1 mM,3.25,-18.24975935,-1.824975935,4.058236535,dark
0804_02_,169,0804_02_169,0.327896851,98.5,13.05820724,395.9865364,-8.2310508,0.1 mM,3.283333333,-17.70118452,-1.770118452,2.115463555,dark
0804_02_,169,0804_02_169,0.508496446,99.5,12.96943672,396.0075807,-8.2520951,0.1 mM,3.316666667,-17.74644108,-1.774644108,3.280622232,dark
0804_02_,169,0804_02_169,0.317693296,100.5,12.63637611,395.9006603,-8.1451747,0.1 mM,3.35,-17.51650473,-1.751650473,2.049634168,dark
0804_02_,169,0804_02_169,0.452057404,101.5,12.74966403,395.6475724,-7.8920868,0.1 mM,3.383333333,-16.97222968,-1.697222968,2.916499381,dark
0804_02_,169,0804_02_169,0.967880826,102.5,12.52186814,395.2938984,-7.5384128,0.1 mM,3.416666667,-16.21164043,-1.621164043,6.244392426,dark
0804_02_,169,0804_02_169,0.183001014,103.5,12.02675123,395.1109922,-7.3555066,0.1 mM,3.45,-15.81829376,-1.581829376,1.180651703,dark
0804_02_,169,0804_02_169,0.278495275,104.5,12.0746892,395.2337896,-7.478304,0.1 mM,3.483333333,-16.08237419,-1.608237419,1.79674371,dark
0804_02_,169,0804_02_169,0.393112577,105.5,12.13902655,395.1139239,-7.3584383,0.1 mM,3.516666667,-15.82459849,-1.582459849,2.536210174,dark
0804_02_,169,0804_02_169,0.518869527,106.5,12.03083121,394.6714856,-6.916,0.1 mM,3.55,-14.87311828,-1.487311828,3.347545335,dark
0804_02_,169,0804_02_169,0.533401213,107.5,11.81964327,394.6304869,-6.8750013,0.1 mM,3.583333333,-14.78494903,-1.478494903,3.441298148,dark
0804_02_,169,0804_02_169,0.214660681,108.5,11.57922231,394.7727051,-7.0172195,0.1 mM,3.616666667,-15.09079462,-1.509079462,1.384907619,dark
0804_02_,169,0804_02_169,0.29383512,109.5,11.35216786,394.7100155,-6.9545299,0.1 mM,3.65,-14.95597828,-1.495597828,1.895710452,dark
0804_02_,169,0804_02_169,0.530029242,110.5,11.02565425,394.5237966,-6.768311,0.1 mM,3.683333333,-14.55550753,-1.455550753,3.419543497,dark
0804_02_,169,0804_02_169,0.29103806,111.5,10.9838858,394.2831794,-6.5276938,0.1 mM,3.716666667,-14.03805118,-1.403805118,1.877664903,dark
0804_02_,169,0804_02_169,0.143493056,112.5,11.10074257,394.3057568,-6.5502712,0.1 mM,3.75,-14.08660473,-1.408660473,0.925761652,dark
0804_02_,169,0804_02_169,0.55141657,113.5,10.85798006,394.2101889,-6.4547033,0.1 mM,3.783333333,-13.88108237,-1.388108237,3.557526258,dark
0804_02_,169,0804_02_169,0.34840783,114.5,10.48569952,393.9587491,-6.2032635,0.1 mM,3.816666667,-13.34035161,-1.334035161,2.247792452,dark
0804_02_,169,0804_02_169,0.084433735,115.5,10.37647088,393.8791486,-6.123663,0.1 mM,3.85,-13.16916774,-1.316916774,0.544733774,dark
0804_02_,169,0804_02_169,0.193217506,116.5,10.34431093,393.9493877,-6.1939021,0.1 mM,3.883333333,-13.32021957,-1.332021957,1.246564555,dark
0804_02_,169,0804_02_169,0.21572603,117.5,10.25533776,393.9051234,-6.1496378,0.1 mM,3.916666667,-13.22502753,-1.322502753,1.391780839,dark
0804_02_,169,0804_02_169,0.318636599,118.5,10.29103371,393.9492852,-6.1937996,0.1 mM,3.95,-13.31999914,-1.331999914,2.055719994,dark
0804_02_,169,0804_02_169,0.327885132,119.5,10.27862083,393.9490386,-6.193553,0.1 mM,3.983333333,-13.31946882,-1.331946882,2.115387948,dark
0804_02_,169,0804_02_169,0.087142826,120.5,10.24452774,393.7656347,-6.0101491,0.1 mM,4.016666667,-12.92505183,-1.292505183,0.562211781,dark
0804_02_,169,0804_02_169,0.119305347,121.5,10.26774652,393.6740707,-5.9185851,0.1 mM,4.05,-12.72814,-1.272814,0.769711916,dark
0804_02_,169,0804_02_169,0.337673481,122.5,10.43040477,393.6098358,-5.8543502,0.1 mM,4.083333333,-12.59000043,-1.259000043,2.178538587,dark
0804_02_,169,0804_02_169,0.698525014,123.5,10.54787754,393.2594646,-5.503979,0.1 mM,4.116666667,-11.83651398,-1.183651398,4.506612994,dark
0804_02_,169,0804_02_169,0.453619551,124.5,10.64890018,393.0820445,-5.3265589,0.1 mM,4.15,-11.45496538,-1.145496538,2.926577748,dark
0804_02_,169,0804_02_169,0.295523581,125.5,10.92103389,393.1636293,-5.4081437,0.1 mM,4.183333333,-11.63041656,-1.163041656,1.906603748,dark
0804_02_,169,0804_02_169,0.330270126,126.5,11.18411382,392.9950268,-5.2395412,0.1 mM,4.216666667,-11.26783054,-1.126783054,2.130775006,dark
0804_02_,169,0804_02_169,0.409133958,127.5,11.34986921,393.1162216,-5.360736,0.1 mM,4.25,-11.52846452,-1.152846452,2.639573923,dark
0804_02_,169,0804_02_169,0.342535659,128.5,11.45498734,393.1695287,-5.4140431,0.1 mM,4.283333333,-11.64310344,-1.164310344,2.209907477,dark
0804_02_,169,0804_02_169,0.26139671,129.5,11.40697701,393.0235809,-5.2680953,0.1 mM,4.316666667,-11.3292372,-1.13292372,1.686430387,dark
0804_02_,169,0804_02_169,0.279201405,130.5,11.41364832,393.0024463,-5.2469607,0.1 mM,4.35,-11.28378645,-1.128378645,1.801299387,dark
0804_02_,169,0804_02_169,0.83159179,131.5,11.96661651,392.9877929,-5.2323073,0.1 mM,4.383333333,-11.25227376,-1.125227376,5.365108323,dark
0804_02_,169,0804_02_169,0.641761567,132.5,12.59873684,392.7614697,-5.0059841,0.1 mM,4.416666667,-10.7655572,-1.07655572,4.140397206,dark
0804_02_,169,0804_02_169,0.581559079,133.5,12.52718109,392.5646013,-4.8091157,0.1 mM,4.45,-10.3421843,-1.03421843,3.751994058,dark
0804_02_,169,0804_02_169,0.485836156,134.5,12.24328857,392.3617257,-4.6062401,0.1 mM,4.483333333,-9.905892688,-0.990589269,3.134426813,dark
0804_02_,169,0804_02_169,0.890937884,135.5,12.6475576,392.3146094,-4.5591238,0.1 mM,4.516666667,-9.804567312,-0.980456731,5.747986348,dark
0804_02_,169,0804_02_169,1.086139017,136.5,12.55327338,392.285739,-4.5302534,0.1 mM,4.55,-9.74248043,-0.974248043,7.007348497,dark
0804_02_,169,0804_02_169,0.264251793,137.5,12.16706937,392.1368913,-4.3814057,0.1 mM,4.583333333,-9.422377849,-0.942237785,1.704850277,dark
0804_02_,169,0804_02_169,0.236036265,138.5,12.28863151,392.0954182,-4.3399326,0.1 mM,4.616666667,-9.333188387,-0.933318839,1.522814613,dark
0804_02_,169,0804_02_169,0.695961309,139.5,11.97176747,391.8683403,-4.1128547,0.1 mM,4.65,-8.844848817,-0.884484882,4.490072961,dark
0804_02_,169,0804_02_169,0.557207794,140.5,11.9072873,391.8422736,-4.086788,0.1 mM,4.683333333,-8.788791398,-0.87887914,3.594888994,dark
0804_02_,169,0804_02_169,0.747736962,141.5,11.97601627,391.6082603,-3.8527747,0.1 mM,4.716666667,-8.285536989,-0.828553699,4.824109432,dark
0804_02_,169,0804_02_169,0.345563136,142.5,11.94699465,391.3309986,-3.575513,0.1 mM,4.75,-7.689275269,-0.768927527,2.229439587,dark
0804_02_,169,0804_02_169,0.469557503,143.5,12.15768979,391.1406411,-3.3851555,0.1 mM,4.783333333,-7.279904301,-0.72799043,3.029403245,dark
0804_02_,169,0804_02_169,0.633050007,144.5,11.97594135,391.1329393,-3.3774537,0.1 mM,4.816666667,-7.26334129,-0.726334129,4.084193594,dark
0804_02_,169,0804_02_169,0.408605614,145.5,11.85410431,391.1794464,-3.4239608,0.1 mM,4.85,-7.363356559,-0.736335656,2.636165252,dark
0804_02_,169,0804_02_169,0.186354254,146.5,11.87570191,390.9568156,-3.20133,0.1 mM,4.883333333,-6.884580645,-0.688458065,1.20228551,dark
0804_02_,169,0804_02_169,0.687931604,147.5,11.84907091,390.5711989,-2.8157133,0.1 mM,4.916666667,-6.055297419,-0.605529742,4.438268413,dark
0804_02_,169,0804_02_169,0.088033252,148.5,11.85949024,390.2300574,-2.4745718,0.1 mM,4.95,-5.321659785,-0.532165979,0.567956465,dark
0804_02_,169,0804_02_169,0.319326457,149.5,11.97360863,390.2063289,-2.4508433,0.1 mM,4.983333333,-5.270630753,-0.527063075,2.06017069,dark
0804_02_,169,0804_02_169,0.217586476,150.5,12.02490733,390.2047825,-2.4492969,0.1 mM,5.016666667,-5.267305161,-0.526730516,1.403783716,dark
0804_02_,169,0804_02_169,0.173310727,151.5,11.972519,390.1580237,-2.4025381,0.1 mM,5.05,-5.166748602,-0.51667486,1.118133723,dark
0804_02_,169,0804_02_169,0.180977691,152.5,12.08301876,390.0195716,-2.264086,0.1 mM,5.083333333,-4.869002151,-0.486900215,1.167598006,dark
0804_02_,169,0804_02_169,0.384553674,153.5,12.2413381,389.7857134,-2.0302278,0.1 mM,5.116666667,-4.36608129,-0.436608129,2.480991445,dark
0804_02_,169,0804_02_169,0.218404483,154.5,12.42645188,389.5517578,-1.7962722,0.1 mM,5.15,-3.862950968,-0.386295097,1.409061181,dark
0804_02_,169,0804_02_169,0.156900812,155.5,12.53681291,389.5541193,-1.7986337,0.1 mM,5.183333333,-3.868029462,-0.386802946,1.012263303,dark
0804_02_,169,0804_02_169,0.183825091,156.5,12.49677239,389.5652448,-1.8097592,0.1 mM,5.216666667,-3.891955269,-0.389195527,1.185968329,dark
0804_02_,169,0804_02_169,1.154541665,157.5,12.99953861,389.5923605,-1.8368749,0.1 mM,5.25,-3.950268602,-0.39502686,7.448655903,dark
0804_02_,169,0804_02_169,1.044259818,158.5,13.10662861,389.4408709,-1.6853853,0.1 mM,5.283333333,-3.624484516,-0.362448452,6.737160116,dark
0804_02_,169,0804_02_169,0.466860534,159.5,12.85435481,389.0999274,-1.3444418,0.1 mM,5.316666667,-2.891272688,-0.289127269,3.012003445,dark
0804_02_,169,0804_02_169,0.341492421,160.5,13.20836725,389.0931192,-1.3376336,0.1 mM,5.35,-2.876631398,-0.28766314,2.20317691,dark
0804_02_,169,0804_02_169,0.375648876,161.5,13.2955219,389.0069927,-1.2515071,0.1 mM,5.383333333,-2.691413118,-0.269141312,2.423541135,dark
0804_02_,169,0804_02_169,0.431036772,162.5,13.44728641,388.8852454,-1.1297598,0.1 mM,5.416666667,-2.429590968,-0.242959097,2.7808824,dark
0804_02_,169,0804_02_169,0.456129909,163.5,13.58997515,388.7241977,-0.9687121,0.1 mM,5.45,-2.083251828,-0.208325183,2.942773606,dark
0804_02_,169,0804_02_169,0.465074183,164.5,13.63942499,388.7080133,-0.9525277,0.1 mM,5.483333333,-2.048446667,-0.204844667,3.0004786,dark
0804_02_,169,0804_02_169,0.392908025,165.5,13.91888238,388.8038175,-1.0483319,0.1 mM,5.516666667,-2.254477204,-0.22544772,2.534890484,dark
0804_02_,169,0804_02_169,0.042462547,166.5,14.06298121,388.7008961,-0.9454105,0.1 mM,5.55,-2.03314086,-0.203314086,0.273951916,dark
0804_02_,169,0804_02_169,0.730799354,167.5,13.95129176,388.3506491,-0.5951635,0.1 mM,5.583333333,-1.279921505,-0.127992151,4.714834542,dark
0804_02_,169,0804_02_169,0.663140028,168.5,13.95307856,388.3150923,-0.5596067,0.1 mM,5.616666667,-1.203455269,-0.120345527,4.278322761,dark
0804_02_,169,0804_02_169,0.534745671,169.5,14.06133166,388.3665658,-0.6110802,0.1 mM,5.65,-1.314150968,-0.131415097,3.449972071,dark
0804_02_,169,0804_02_169,0.754470727,170.5,13.69986271,388.1075393,-0.3520537,0.1 mM,5.683333333,-0.757104731,-0.075710473,4.867553077,dark
0804_02_,169,0804_02_169,0.763005795,171.5,13.65833779,387.9340463,-0.1785607,0.1 mM,5.716666667,-0.384001505,-0.038400151,4.922618032,dark
0804_02_,169,0804_02_169,0.507857841,172.5,14.21343658,387.8803878,-0.1249022,0.1 mM,5.75,-0.268606882,-0.026860688,3.2765022,dark
0804_02_,169,0804_02_169,0.19418445,173.5,14.36457312,388.0770815,-0.3215959,0.1 mM,5.783333333,-0.691604086,-0.069160409,1.252802903,dark
0804_02_,169,0804_02_169,0.347959278,174.5,14.2098263,387.9950524,-0.2395668,0.1 mM,5.816666667,-0.515197419,-0.051519742,2.244898568,dark
0804_02_,169,0804_02_169,0.192853828,175.5,14.13841138,387.7487963,0.0066893,0.1 mM,5.85,0.014385591,0.001438559,1.244218245,dark
0804_02_,169,0804_02_169,0.554959611,176.5,14.1239801,387.3776281,0.3778575,0.1 mM,5.883333333,0.812596774,0.081259677,3.580384587,dark
0804_02_,169,0804_02_169,0.657689807,177.5,14.11897506,387.4296499,0.3258357,0.1 mM,5.916666667,0.700721935,0.070072194,4.243160045,dark
0804_02_,169,0804_02_169,0.400618952,178.5,14.02589609,387.5953615,0.1601241,0.1 mM,5.95,0.344352903,0.03443529,2.5846384,dark
0804_02_,169,0804_02_169,0.573152213,179.5,14.08218345,387.2052707,0.5502149,0.1 mM,5.983333333,1.183257849,0.118325785,3.697756213,dark
0804_05_,121,0804_05_121,0.365670351,30.5,36.76168545,94.19777718,-7.93299005,0.1 mM,1.016666667,-17.06019366,-1.706019366,2.359163555,dark
0804_05_,121,0804_05_121,0.267451543,31.5,36.93533391,94.37822607,-8.11343894,0.1 mM,1.05,-17.44825578,-1.744825578,1.725493826,dark
0804_05_,121,0804_05_121,0.256319613,32.5,36.95519184,94.63800135,-8.37321422,0.1 mM,1.083333333,-18.0069123,-1.80069123,1.653674923,dark
0804_05_,121,0804_05_121,0.323321839,33.5,37.02751829,94.91802729,-8.65324016,0.1 mM,1.116666667,-18.60911862,-1.860911862,2.085947348,dark
0804_05_,121,0804_05_121,0.245424238,34.5,37.14818355,95.1718382,-8.90705107,0.1 mM,1.15,-19.15494854,-1.915494854,1.583382181,dark
0804_05_,121,0804_05_121,0.144998388,35.5,37.25338583,95.33579448,-9.07100735,0.1 mM,1.183333333,-19.50754269,-1.950754269,0.935473471,dark
0804_05_,121,0804_05_121,0.365502537,36.5,37.40153673,95.54251458,-9.27772745,0.1 mM,1.216666667,-19.95210204,-1.995210204,2.358080884,dark
0804_05_,121,0804_05_121,0.382929352,37.5,37.66935225,95.79950319,-9.53471606,0.1 mM,1.25,-20.50476572,-2.050476572,2.470511948,dark
0804_05_,121,0804_05_121,0.109412361,38.5,37.87751694,95.9104656,-9.64567847,0.1 mM,1.283333333,-20.74339456,-2.074339456,0.7058862,dark
0804_05_,121,0804_05_121,0.435705436,39.5,38.10188926,96.04359291,-9.77880578,0.1 mM,1.316666667,-21.02968985,-2.102968985,2.811002813,dark
0804_05_,121,0804_05_121,0.211489378,40.5,38.30867859,96.27916565,-10.01437852,0.1 mM,1.35,-21.53629789,-2.153629789,1.3644476,dark
0804_05_,121,0804_05_121,0.124764981,41.5,38.38442747,96.32931636,-10.06452923,0.1 mM,1.383333333,-21.64414888,-2.164414888,0.804935361,dark
0804_05_,121,0804_05_121,0.394541234,42.5,38.58230491,96.39698144,-10.13219431,0.1 mM,1.416666667,-21.78966518,-2.178966518,2.545427316,dark
0804_05_,121,0804_05_121,0.251466627,43.5,38.84809431,96.58015389,-10.31536676,0.1 mM,1.45,-22.18358443,-2.218358443,1.622365335,dark
0804_05_,121,0804_05_121,0.189052582,44.5,39.01005494,96.72340804,-10.45862091,0.1 mM,1.483333333,-22.49165787,-2.249165787,1.219694077,dark
0804_05_,121,0804_05_121,0.24259632,45.5,39.10482501,96.91476058,-10.64997345,0.1 mM,1.516666667,-22.90316871,-2.290316871,1.565137548,dark
0804_05_,121,0804_05_121,0.296253282,46.5,39.28978851,97.00175066,-10.73696353,0.1 mM,1.55,-23.09024415,-2.309024415,1.911311497,dark
0804_05_,121,0804_05_121,0.223384664,47.5,39.52928154,97.03439168,-10.76960455,0.1 mM,1.583333333,-23.16043989,-2.316043989,1.441191381,dark
0804_05_,121,0804_05_121,0.221021984,48.5,39.73300982,97.08176855,-10.81698142,0.1 mM,1.616666667,-23.26232563,-2.326232563,1.425948284,dark
0804_05_,121,0804_05_121,0.195758928,49.5,39.91028803,97.13964245,-10.87485532,0.1 mM,1.65,-23.38678563,-2.338678563,1.262960826,dark
0804_05_,121,0804_05_121,0.11494718,50.5,40.01327483,97.25572778,-10.99094065,0.1 mM,1.683333333,-23.63643151,-2.363643151,0.74159471,dark
0804_05_,121,0804_05_121,0.220821582,51.5,40.07351646,97.40855483,-11.1437677,0.1 mM,1.716666667,-23.96509183,-2.396509183,1.424655368,dark
0804_05_,121,0804_05_121,0.330776395,52.5,40.25524316,97.56833044,-11.30354331,0.1 mM,1.75,-24.30869529,-2.430869529,2.134041258,dark
0804_05_,121,0804_05_121,0.251578726,53.5,40.52581244,97.67447055,-11.40968342,0.1 mM,1.783333333,-24.53695359,-2.453695359,1.623088555,dark
0804_05_,121,0804_05_121,0.333300165,54.5,40.79480453,97.78871548,-11.52392835,0.1 mM,1.816666667,-24.78264161,-2.478264161,2.150323645,dark
