frame,morphant,sample,intensity
3,NIT1-MO2,45,0.9915
4,NIT1-MO1,12,0.99227
4,NIT1-MO1,13,1.02798
4,NIT1-MO1,14,0.97903
4,NIT1-MO1,15,1.01947
4,NIT1-MO1,16,1.04258
4,NIT1-MO1,17,0.85848
4,NIT1-MO1,18,1.07902
4,NIT1-MO1,19,1.03838
4,NIT1-MO1,20,0.9873
4,NIT1-MO1,21,1.02115
4,NIT1-MO1,22,0.98449
4,NIT1-MO1,23,0.96645
4,NIT1-MO1,24,1.04928
4,NIT1-MO1,25,0.94624
4,NIT1-MO2,26,1.05236
4,NIT1-MO2,27,1.06842
4,NIT1-MO2,28,0.98584
4,NIT1-MO2,29,1.00872
4,NIT1-MO2,30,0.9933
4,NIT1-MO2,31,0.85773
4,NIT1-MO2,32,0.99912
4,NIT1-MO2,33,1.0397
4,NIT1-MO2,34,1.07047
4,NIT1-MO2,35,1.0307
4,NIT1-MO2,36,1.06613
4,NIT1-MO2,37,1.10554
4,NIT1-MO2,38,1.01602
4,NIT1-MO2,39,1.0018
4,NIT1-MO2,40,0.98271
4,NIT1-MO2,41,1.14455
4,NIT1-MO2,42,1.01157
4,NIT1-MO2,43,0.99665
4,NIT1-MO2,44,1.03323
4,NIT1-MO2,45,1.00265
5,NIT1-MO1,12,0.99182
5,NIT1-MO1,13,1.01827
5,NIT1-MO1,14,0.9755
5,NIT1-MO1,15,1.01577
5,NIT1-MO1,16,1.03459
5,NIT1-MO1,17,0.8597
5,NIT1-MO1,18,1.07922
5,NIT1-MO1,19,1.03385
5,NIT1-MO1,20,0.97789
5,NIT1-MO1,21,1.00241
5,NIT1-MO1,22,0.99015
5,NIT1-MO1,23,0.96884
5,NIT1-MO1,24,1.03821
5,NIT1-MO1,25,0.94924
5,NIT1-MO2,26,1.04557
5,NIT1-MO2,27,1.06458
5,NIT1-MO2,28,0.97907
5,NIT1-MO2,29,1.01974
5,NIT1-MO2,30,0.98381
5,NIT1-MO2,31,0.84491
5,NIT1-MO2,32,0.98641
5,NIT1-MO2,33,1.03058
5,NIT1-MO2,34,1.06692
5,NIT1-MO2,35,1.02426
5,NIT1-MO2,36,1.06812
5,NIT1-MO2,37,1.10382
5,NIT1-MO2,38,0.99621
5,NIT1-MO2,39,0.9893
5,NIT1-MO2,40,0.99967
5,NIT1-MO2,41,1.0507
5,NIT1-MO2,42,0.99689
5,NIT1-MO2,43,1.04434
5,NIT1-MO2,44,1.02048
5,NIT1-MO2,45,1.00622
6,NIT1-MO1,12,0.99084
6,NIT1-MO1,13,1.00658
6,NIT1-MO1,14,0.98289
6,NIT1-MO1,15,1.01374
6,NIT1-MO1,16,1.01141
6,NIT1-MO1,17,0.84685
6,NIT1-MO1,18,1.09905
6,NIT1-MO1,19,1.02394
6,NIT1-MO1,20,0.97887
6,NIT1-MO1,21,1.01206
6,NIT1-MO1,22,1.03379
6,NIT1-MO1,23,0.96151
6,NIT1-MO1,24,1.05409
6,NIT1-MO1,25,0.96899
6,NIT1-MO2,26,1.04843
6,NIT1-MO2,27,1.05752
6,NIT1-MO2,28,0.98473
6,NIT1-MO2,29,1.02823
6,NIT1-MO2,30,0.98522
6,NIT1-MO2,31,0.83526
6,NIT1-MO2,32,0.99734
6,NIT1-MO2,33,1.02971
6,NIT1-MO2,34,1.07138
6,NIT1-MO2,35,1.03959
6,NIT1-MO2,36,1.07082
6,NIT1-MO2,37,1.10185
6,NIT1-MO2,38,1.01687
6,NIT1-MO2,39,1.00106
6,NIT1-MO2,40,0.98628
6,NIT1-MO2,41,1.04163
6,NIT1-MO2,42,1.01334
6,NIT1-MO2,43,1.0093
6,NIT1-MO2,44,1.01213
6,NIT1-MO2,45,1.00439
7,NIT1-MO1,12,0.99128
7,NIT1-MO1,13,1.00872
7,NIT1-MO1,14,0.98601
7,NIT1-MO1,15,1.02443
7,NIT1-MO1,16,1.01133
7,NIT1-MO1,17,0.82558
7,NIT1-MO1,18,1.09818
7,NIT1-MO1,19,1.0131
7,NIT1-MO1,20,0.96885
7,NIT1-MO1,21,0.99735
7,NIT1-MO1,22,0.98768
7,NIT1-MO1,23,0.98168
7,NIT1-MO1,24,1.04976
7,NIT1-MO1,25,0.96157
7,NIT1-MO2,26,1.04647
7,NIT1-MO2,27,1.05044
7,NIT1-MO2,28,0.98568
7,NIT1-MO2,29,1.02229
7,NIT1-MO2,30,1.00122
7,NIT1-MO2,31,0.83367
7,NIT1-MO2,32,0.98206
7,NIT1-MO2,33,1.02897
7,NIT1-MO2,34,1.04584
7,NIT1-MO2,35,1.02406
7,NIT1-MO2,36,1.07251
7,NIT1-MO2,37,1.10642
7,NIT1-MO2,38,1.00997
7,NIT1-MO2,39,1.01054
7,NIT1-MO2,40,0.9885
7,NIT1-MO2,41,1.03776
7,NIT1-MO2,42,1.00052
7,NIT1-MO2,43,1.01881
7,NIT1-MO2,44,1.02308
7,NIT1-MO2,45,1.00451
8,NIT1-MO1,12,0.98869
8,NIT1-MO1,13,1.00012
8,NIT1-MO1,14,0.98249
8,NIT1-MO1,15,1.02439
8,NIT1-MO1,16,1
8,NIT1-MO1,17,0.85283
8,NIT1-MO1,18,1.08607
8,NIT1-MO1,19,1.01628
8,NIT1-MO1,20,0.95492
8,NIT1-MO1,21,1.00119
8,NIT1-MO1,22,1.01489
8,NIT1-MO1,23,0.98463
8,NIT1-MO1,24,1.03718
8,NIT1-MO1,25,0.97674
8,NIT1-MO2,26,1.04043
8,NIT1-MO2,27,1.04776
8,NIT1-MO2,28,0.97981
8,NIT1-MO2,29,1.02924
8,NIT1-MO2,30,1.00228
8,NIT1-MO2,31,0.82848
8,NIT1-MO2,32,1.00806
8,NIT1-MO2,33,1.0205
8,NIT1-MO2,34,1.07352
8,NIT1-MO2,35,1.01887
8,NIT1-MO2,36,1.07313
8,NIT1-MO2,37,1.09533
8,NIT1-MO2,38,1.00977
8,NIT1-MO2,39,1.00278
8,NIT1-MO2,40,0.98535
8,NIT1-MO2,41,1.02797
8,NIT1-MO2,42,0.99958
8,NIT1-MO2,43,1.00845
8,NIT1-MO2,44,0.9999
8,NIT1-MO2,45,0.99434
9,NIT1-MO1,12,0.99691
9,NIT1-MO1,13,1.00714
9,NIT1-MO1,14,0.97762
9,NIT1-MO1,15,1.01476
9,NIT1-MO1,16,0.98419
9,NIT1-MO1,17,0.84601
9,NIT1-MO1,18,1.07384
9,NIT1-MO1,19,1.01152
9,NIT1-MO1,20,0.95617
9,NIT1-MO1,21,1.00181
9,NIT1-MO1,22,1.00945
9,NIT1-MO1,23,0.9685
9,NIT1-MO1,24,1.05399
9,NIT1-MO1,25,0.98124
9,NIT1-MO2,26,1.05202
9,NIT1-MO2,27,1.04631
9,NIT1-MO2,28,0.98151
9,NIT1-MO2,29,1.02026
9,NIT1-MO2,30,0.9912
9,NIT1-MO2,31,0.82371
9,NIT1-MO2,32,1.01608
9,NIT1-MO2,33,1.04147
9,NIT1-MO2,34,1.06626
9,NIT1-MO2,35,1.02603
9,NIT1-MO2,36,1.07138
9,NIT1-MO2,37,1.1055
9,NIT1-MO2,38,1.01639
9,NIT1-MO2,39,1.01389
9,NIT1-MO2,40,0.98703
9,NIT1-MO2,41,1.01108
9,NIT1-MO2,42,1.00076
9,NIT1-MO2,43,1.01917
9,NIT1-MO2,44,0.99613
9,NIT1-MO2,45,0.98077
10,NIT1-MO1,12,0.99702
10,NIT1-MO1,13,0.99937
10,NIT1-MO1,14,0.98127
10,NIT1-MO1,15,1.00889
10,NIT1-MO1,16,0.97489
10,NIT1-MO1,17,0.86476
10,NIT1-MO1,18,1.06264
10,NIT1-MO1,19,0.99553
10,NIT1-MO1,20,0.96681
10,NIT1-MO1,21,1.00595
10,NIT1-MO1,22,0.98934
10,NIT1-MO1,23,0.96439
10,NIT1-MO1,24,1.05741
10,NIT1-MO1,25,0.99759
10,NIT1-MO2,26,1.0523
10,NIT1-MO2,27,1.0414
10,NIT1-MO2,28,0.984
10,NIT1-MO2,29,1.04101
10,NIT1-MO2,30,0.99259
10,NIT1-MO2,31,0.83065
10,NIT1-MO2,32,0.98861
10,NIT1-MO2,33,1.02469
10,NIT1-MO2,34,1.06724
10,NIT1-MO2,35,1.02085
10,NIT1-MO2,36,1.06809
10,NIT1-MO2,37,1.09576
10,NIT1-MO2,38,1.00398
10,NIT1-MO2,39,1.00891
10,NIT1-MO2,40,1.00791
10,NIT1-MO2,41,1.00343
10,NIT1-MO2,42,1.01196
10,NIT1-MO2,43,1.01554
10,NIT1-MO2,44,1.01023
10,NIT1-MO2,45,0.96886
11,NIT1-MO1,12,1.00165
11,NIT1-MO1,13,0.9935
11,NIT1-MO1,14,0.97874
11,NIT1-MO1,15,1.01492
11,NIT1-MO1,16,0.96838
11,NIT1-MO1,17,0.86314
11,NIT1-MO1,18,1.04234
11,NIT1-MO1,19,0.99121
11,NIT1-MO1,20,0.981
11,NIT1-MO1,21,1.03165
11,NIT1-MO1,22,0.98221
11,NIT1-MO1,23,0.97288
11,NIT1-MO1,24,1.04855
11,NIT1-MO1,25,0.97541
11,NIT1-MO2,26,1.05271
11,NIT1-MO2,27,1.04714
11,NIT1-MO2,28,0.99111
11,NIT1-MO2,29,1.0295
11,NIT1-MO2,30,0.98862
11,NIT1-MO2,31,0.84395
11,NIT1-MO2,32,0.98618
11,NIT1-MO2,33,1.02848
11,NIT1-MO2,34,1.06376
11,NIT1-MO2,35,1.01989
11,NIT1-MO2,36,1.06473
11,NIT1-MO2,37,1.10389
11,NIT1-MO2,38,1.01299
11,NIT1-MO2,39,1.02725
11,NIT1-MO2,40,0.98286
11,NIT1-MO2,41,1.01064
11,NIT1-MO2,42,0.9977
11,NIT1-MO2,43,1.00196
11,NIT1-MO2,44,1.00254
11,NIT1-MO2,45,0.98651
12,NIT1-MO1,12,1.00518
12,NIT1-MO1,13,0.99141
12,NIT1-MO1,14,0.97961
12,NIT1-MO1,15,1.01848
12,NIT1-MO1,16,0.96743
12,NIT1-MO1,17,0.85481
12,NIT1-MO1,18,1.0274
12,NIT1-MO1,19,0.98417
12,NIT1-MO1,20,0.96702
12,NIT1-MO1,21,1.02079
12,NIT1-MO1,22,0.92247
12,NIT1-MO1,23,0.94985
12,NIT1-MO1,24,1.05034
12,NIT1-MO1,25,0.99262
12,NIT1-MO2,26,1.05527
12,NIT1-MO2,27,1.03169
12,NIT1-MO2,28,0.99996
12,NIT1-MO2,29,1.03353
12,NIT1-MO2,30,0.98717
12,NIT1-MO2,31,0.86177
12,NIT1-MO2,32,1.00231
12,NIT1-MO2,33,1.0137
12,NIT1-MO2,34,1.07284
12,NIT1-MO2,35,1.01859
12,NIT1-MO2,36,1.05998
12,NIT1-MO2,37,1.09529
12,NIT1-MO2,38,1.02101
12,NIT1-MO2,39,1.00527
12,NIT1-MO2,40,0.98071
12,NIT1-MO2,41,1.01452
12,NIT1-MO2,42,1.00321
12,NIT1-MO2,43,1.00598
12,NIT1-MO2,44,0.99068
12,NIT1-MO2,45,0.98559
13,NIT1-MO1,12,1.03388
13,NIT1-MO1,13,0.99202
13,NIT1-MO1,14,0.98223
13,NIT1-MO1,15,1.02067
13,NIT1-MO1,16,0.95248
13,NIT1-MO1,17,0.8153
13,NIT1-MO1,18,1.01981
13,NIT1-MO1,19,0.96628
13,NIT1-MO1,20,0.97011
13,NIT1-MO1,21,1.02634
13,NIT1-MO1,22,0.94642
13,NIT1-MO1,23,0.9576
13,NIT1-MO1,24,1.02084
13,NIT1-MO1,25,1.01267
13,NIT1-MO2,26,1.05335
13,NIT1-MO2,27,1.02948
13,NIT1-MO2,28,0.9989
13,NIT1-MO2,29,1.03069
13,NIT1-MO2,30,1.00279
13,NIT1-MO2,31,0.85419
13,NIT1-MO2,32,0.99802
13,NIT1-MO2,33,1.02086
13,NIT1-MO2,34,1.07288
13,NIT1-MO2,35,1.01543
13,NIT1-MO2,36,1.05663
13,NIT1-MO2,37,1.09032
13,NIT1-MO2,38,1.00499
13,NIT1-MO2,39,1.01618
13,NIT1-MO2,40,0.98634
13,NIT1-MO2,41,1.00817
13,NIT1-MO2,42,1.00407
13,NIT1-MO2,43,0.9976
13,NIT1-MO2,44,1.00793
13,NIT1-MO2,45,0.98003
14,NIT1-MO1,12,1.08017
14,NIT1-MO1,13,0.99353
14,NIT1-MO1,14,0.97365
14,NIT1-MO1,15,1.02944
14,NIT1-MO1,16,0.93963
14,NIT1-MO1,17,0.87119
14,NIT1-MO1,18,0.99927
14,NIT1-MO1,19,0.96215
14,NIT1-MO1,20,0.97124
14,NIT1-MO1,21,1.01475
14,NIT1-MO1,22,1.00111
14,NIT1-MO1,23,0.95628
14,NIT1-MO1,24,1.02238
14,NIT1-MO1,25,0.99948
14,NIT1-MO2,26,1.05957
14,NIT1-MO2,27,1.02263
14,NIT1-MO2,28,1.00665
14,NIT1-MO2,29,1.02901
14,NIT1-MO2,30,0.99352
14,NIT1-MO2,31,0.85007
14,NIT1-MO2,32,0.9824
14,NIT1-MO2,33,1.02144
14,NIT1-MO2,34,1.05427
14,NIT1-MO2,35,1.03559
14,NIT1-MO2,36,1.05832
14,NIT1-MO2,37,1.08519
14,NIT1-MO2,38,1.00425
14,NIT1-MO2,39,1.01058
14,NIT1-MO2,40,0.98981
14,NIT1-MO2,41,1.05283
14,NIT1-MO2,42,1.01173
14,NIT1-MO2,43,1.0018
14,NIT1-MO2,44,1.00012
14,NIT1-MO2,45,0.98239
15,NIT1-MO1,12,1.10123
15,NIT1-MO1,13,0.99944
15,NIT1-MO1,14,0.98075
15,NIT1-MO1,15,1.03421
15,NIT1-MO1,16,0.95545
15,NIT1-MO1,17,0.8358
15,NIT1-MO1,18,0.98178
15,NIT1-MO1,19,0.95735
15,NIT1-MO1,20,0.9665
15,NIT1-MO1,21,1.02946
15,NIT1-MO1,22,1.01635
15,NIT1-MO1,23,0.96149
15,NIT1-MO1,24,1.00531
15,NIT1-MO1,25,1.01911
15,NIT1-MO2,26,1.05814
15,NIT1-MO2,27,1.01265
15,NIT1-MO2,28,0.99793
15,NIT1-MO2,29,1.02887
15,NIT1-MO2,30,1.01132
15,NIT1-MO2,31,0.85127
15,NIT1-MO2,32,0.99244
15,NIT1-MO2,33,1.01407
15,NIT1-MO2,34,1.04163
15,NIT1-MO2,35,1.01999
15,NIT1-MO2,36,1.05776
15,NIT1-MO2,37,1.08782
15,NIT1-MO2,38,1.00007
15,NIT1-MO2,39,1.03868
15,NIT1-MO2,40,1.00755
15,NIT1-MO2,41,1.00805
15,NIT1-MO2,42,0.99198
15,NIT1-MO2,43,1.00505
15,NIT1-MO2,44,1.01475
15,NIT1-MO2,45,0.98429
16,NIT1-MO1,12,1.10687
16,NIT1-MO1,13,0.99051
16,NIT1-MO1,14,0.9754
16,NIT1-MO1,15,1.02598
16,NIT1-MO1,16,0.93555
16,NIT1-MO1,17,0.87327
16,NIT1-MO1,18,0.96891
16,NIT1-MO1,19,0.94395
16,NIT1-MO1,20,0.97604
16,NIT1-MO1,21,1.03667
16,NIT1-MO1,22,1.02142
16,NIT1-MO1,23,0.95096
16,NIT1-MO1,24,0.98541
16,NIT1-MO1,25,1.01752
16,NIT1-MO2,26,1.0647200000000001
16,NIT1-MO2,27,1.01778
16,NIT1-MO2,28,0.98177
16,NIT1-MO2,29,1.01945
16,NIT1-MO2,30,1.01698
16,NIT1-MO2,31,0.84995
16,NIT1-MO2,32,0.98022
16,NIT1-MO2,33,1.00721
16,NIT1-MO2,34,1.03026
16,NIT1-MO2,35,1.01633
16,NIT1-MO2,36,1.04959
16,NIT1-MO2,37,1.06836
16,NIT1-MO2,38,1.00327
16,NIT1-MO2,39,1.02431
16,NIT1-MO2,40,0.99593
16,NIT1-MO2,41,0.9899
16,NIT1-MO2,42,1.00627
16,NIT1-MO2,43,0.99328
16,NIT1-MO2,44,0.99748
16,NIT1-MO2,45,0.98989
17,NIT1-MO1,12,1.10244
17,NIT1-MO1,13,0.97274
17,NIT1-MO1,14,0.97941
17,NIT1-MO1,15,1.03048
17,NIT1-MO1,16,0.93587
17,NIT1-MO1,17,0.89571
17,NIT1-MO1,18,0.94612
17,NIT1-MO1,19,0.94571
17,NIT1-MO1,20,0.97732
17,NIT1-MO1,21,1.03462
17,NIT1-MO1,22,1.03011
17,NIT1-MO1,23,0.94397
17,NIT1-MO1,24,0.9881
17,NIT1-MO1,25,1.02026
17,NIT1-MO2,26,1.06397
17,NIT1-MO2,27,1.01876
17,NIT1-MO2,28,0.97797
17,NIT1-MO2,29,1.01922
17,NIT1-MO2,30,0.99764
17,NIT1-MO2,31,0.85676
17,NIT1-MO2,32,0.99963
17,NIT1-MO2,33,1.0205
17,NIT1-MO2,34,1.04387
17,NIT1-MO2,35,1.02421
17,NIT1-MO2,36,1.04838
17,NIT1-MO2,37,1.0787
17,NIT1-MO2,38,1.01166
17,NIT1-MO2,39,1.0163
17,NIT1-MO2,40,1.01088
17,NIT1-MO2,41,0.98953
17,NIT1-MO2,42,1.0053
17,NIT1-MO2,43,0.98488
17,NIT1-MO2,44,0.99822
17,NIT1-MO2,45,0.98453
18,NIT1-MO1,12,1.09836
18,NIT1-MO1,13,0.97994
18,NIT1-MO1,14,0.96832
18,NIT1-MO1,15,1.03579
18,NIT1-MO1,16,0.93385
18,NIT1-MO1,17,0.90826
18,NIT1-MO1,18,0.93487
18,NIT1-MO1,19,0.92649
18,NIT1-MO1,20,0.98775
18,NIT1-MO1,21,1.05511
18,NIT1-MO1,22,0.88631
18,NIT1-MO1,23,0.94212
18,NIT1-MO1,24,0.9872
18,NIT1-MO1,25,0.99111
18,NIT1-MO2,26,1.06896
18,NIT1-MO2,27,1.02232
18,NIT1-MO2,28,0.98478
18,NIT1-MO2,29,1.00756
18,NIT1-MO2,30,1.01102
18,NIT1-MO2,31,0.86444
18,NIT1-MO2,32,1.00152
18,NIT1-MO2,33,1.02126
18,NIT1-MO2,34,1.04774
18,NIT1-MO2,35,1.00888
18,NIT1-MO2,36,1.04176
18,NIT1-MO2,37,1.07017
18,NIT1-MO2,38,1.02457
18,NIT1-MO2,39,1.02868
18,NIT1-MO2,40,0.98808
18,NIT1-MO2,41,0.9862
18,NIT1-MO2,42,1.01945
18,NIT1-MO2,43,1.01157
18,NIT1-MO2,44,1.0024
18,NIT1-MO2,45,0.9694
19,NIT1-MO1,12,1.0741
19,NIT1-MO1,13,0.9785
19,NIT1-MO1,14,0.99015
19,NIT1-MO1,15,1.02614
19,NIT1-MO1,16,0.91771
19,NIT1-MO1,17,0.89275
19,NIT1-MO1,18,0.92732
19,NIT1-MO1,19,0.92526
19,NIT1-MO1,20,0.99574
19,NIT1-MO1,21,1.0415
19,NIT1-MO1,22,0.88101
19,NIT1-MO1,23,0.94102
19,NIT1-MO1,24,0.98419
19,NIT1-MO1,25,0.99006
19,NIT1-MO2,26,1.07701
19,NIT1-MO2,27,1.02073
19,NIT1-MO2,28,0.99082
19,NIT1-MO2,29,1.02
19,NIT1-MO2,30,1.00694
19,NIT1-MO2,31,0.87319
19,NIT1-MO2,32,0.98728
19,NIT1-MO2,33,1.01726
19,NIT1-MO2,34,1.03528
19,NIT1-MO2,35,1.00757
19,NIT1-MO2,36,1.04019
19,NIT1-MO2,37,1.07389
19,NIT1-MO2,38,0.99676
19,NIT1-MO2,39,1.02471
19,NIT1-MO2,40,1.00348
19,NIT1-MO2,41,0.95043
19,NIT1-MO2,42,1.00763
19,NIT1-MO2,43,0.98735
19,NIT1-MO2,44,1.01287
19,NIT1-MO2,45,0.98584
20,NIT1-MO1,12,1.07314
20,NIT1-MO1,13,0.95725
20,NIT1-MO1,14,0.99431
20,NIT1-MO1,15,1.02905
20,NIT1-MO1,16,0.90396
20,NIT1-MO1,17,0.90332
20,NIT1-MO1,18,0.92379
20,NIT1-MO1,19,0.93909
20,NIT1-MO1,20,1.01569
20,NIT1-MO1,21,1.04237
20,NIT1-MO1,22,1.0043
20,NIT1-MO1,23,0.93553
20,NIT1-MO1,24,0.97606
20,NIT1-MO1,25,0.98306
20,NIT1-MO2,26,1.08347
20,NIT1-MO2,27,1.03558
20,NIT1-MO2,28,0.98172
20,NIT1-MO2,29,1.014
20,NIT1-MO2,30,1.00509
20,NIT1-MO2,31,0.85181
20,NIT1-MO2,32,0.97659
20,NIT1-MO2,33,1.03098
20,NIT1-MO2,34,1.03682
20,NIT1-MO2,35,0.99377
20,NIT1-MO2,36,1.0474
20,NIT1-MO2,37,1.07182
20,NIT1-MO2,38,1.01426
20,NIT1-MO2,39,1.02451
20,NIT1-MO2,40,0.99754
20,NIT1-MO2,41,0.95195
20,NIT1-MO2,42,0.99452
20,NIT1-MO2,43,0.98274
20,NIT1-MO2,44,1.00627
20,NIT1-MO2,45,1.00253
21,NIT1-MO1,12,1.07135
21,NIT1-MO1,13,0.9677
21,NIT1-MO1,14,0.99121
21,NIT1-MO1,15,1.02524
21,NIT1-MO1,16,0.88524
21,NIT1-MO1,17,0.90841
21,NIT1-MO1,18,0.92963
21,NIT1-MO1,19,0.93551
21,NIT1-MO1,20,1.03702
21,NIT1-MO1,21,1.02192
21,NIT1-MO1,22,1.04772
21,NIT1-MO1,23,0.93917
21,NIT1-MO1,24,0.99003
21,NIT1-MO1,25,0.98501
21,NIT1-MO2,26,1.0806
21,NIT1-MO2,27,1.03957
21,NIT1-MO2,28,0.9883
21,NIT1-MO2,29,1.01307
21,NIT1-MO2,30,0.99381
21,NIT1-MO2,31,0.87598
21,NIT1-MO2,32,0.98978
21,NIT1-MO2,33,1.01776
21,NIT1-MO2,34,1.06354
21,NIT1-MO2,35,1.0038
21,NIT1-MO2,36,1.04485
21,NIT1-MO2,37,1.06108
21,NIT1-MO2,38,1.01321
21,NIT1-MO2,39,1.01454
21,NIT1-MO2,40,0.99802
21,NIT1-MO2,41,0.95739
21,NIT1-MO2,42,0.94735
21,NIT1-MO2,43,1.0379
21,NIT1-MO2,44,0.99254
21,NIT1-MO2,45,0.98833
22,NIT1-MO1,12,1.06351
22,NIT1-MO1,13,0.97768
22,NIT1-MO1,14,0.99657
22,NIT1-MO1,15,1.03476
22,NIT1-MO1,16,0.9025
22,NIT1-MO1,17,0.91548
22,NIT1-MO1,18,0.91789
22,NIT1-MO1,19,0.93654
22,NIT1-MO1,20,1.06573
22,NIT1-MO1,21,1.01363
22,NIT1-MO1,22,1.09553
22,NIT1-MO1,23,0.93655
22,NIT1-MO1,24,0.99275
22,NIT1-MO1,25,1.00032
22,NIT1-MO2,26,1.07695
22,NIT1-MO2,27,1.04187
22,NIT1-MO2,28,0.98349
22,NIT1-MO2,29,1.00803
22,NIT1-MO2,30,1.00299
22,NIT1-MO2,31,0.88135
22,NIT1-MO2,32,1.00466
22,NIT1-MO2,33,1.01401
22,NIT1-MO2,34,1.04579
22,NIT1-MO2,35,0.99701
22,NIT1-MO2,36,1.04146
22,NIT1-MO2,37,1.06158
22,NIT1-MO2,38,1.01306
22,NIT1-MO2,39,1.03832
22,NIT1-MO2,40,0.98966
22,NIT1-MO2,41,0.96989
22,NIT1-MO2,42,0.98169
22,NIT1-MO2,43,1.00327
22,NIT1-MO2,44,1.00284
22,NIT1-MO2,45,0.98845
23,NIT1-MO1,12,1.06838
23,NIT1-MO1,13,0.9776
23,NIT1-MO1,14,0.99662
23,NIT1-MO1,15,1.01394
23,NIT1-MO1,16,0.91155
23,NIT1-MO1,17,0.92503
23,NIT1-MO1,18,0.90652
23,NIT1-MO1,19,0.94189
23,NIT1-MO1,20,1.10959
23,NIT1-MO1,21,0.98178
23,NIT1-MO1,22,1.07659
23,NIT1-MO1,23,0.93814
23,NIT1-MO1,24,0.99466
23,NIT1-MO1,25,0.96847
23,NIT1-MO2,26,1.07532
23,NIT1-MO2,27,1.04484
23,NIT1-MO2,28,0.98947
23,NIT1-MO2,29,1.01017
23,NIT1-MO2,30,0.99862
23,NIT1-MO2,31,0.87614
23,NIT1-MO2,32,1.00686
23,NIT1-MO2,33,0.99799
23,NIT1-MO2,34,1.06395
23,NIT1-MO2,35,0.99977
23,NIT1-MO2,36,1.03695
23,NIT1-MO2,37,1.06724
23,NIT1-MO2,38,1.02126
23,NIT1-MO2,39,1.02913
