expression,solution,cell,time,intensity
GcG,SNAP,B,7.6,1.017392141
GcG,SNAP,B,7.8,1.010982016
GcG,SNAP,B,8,1.023868893
GcG,SNAP,B,8.2,1.025350023
GcG,SNAP,B,8.4,1.021781062
GcG,SNAP,B,8.6,1.033279698
GcG,SNAP,B,8.8,1.009439487
GcG,SNAP,B,9,1.040073662
GcG,SNAP,B,9.2,1.043144375
GcG,SNAP,B,9.4,1.041778141
GcG,SNAP,B,9.6,1.017542661
GcG,SNAP,B,9.8,1.029849585
GcG,SNAP,B,10,1.023386936
GcG,SNAP,C,0.2,1.003597158
GcG,SNAP,C,0.4,1.011550631
GcG,SNAP,C,0.6,1.002893685
GcG,SNAP,C,0.8,1.002374616
GcG,SNAP,C,1,1.011510358
GcG,SNAP,C,1.2,0.989036968
GcG,SNAP,C,1.4,1.003666543
GcG,SNAP,C,1.6,0.997904146
GcG,SNAP,C,1.8,0.988020828
GcG,SNAP,C,2,0.989445066
GcG,SNAP,C,2.2,0.99332763
GcG,SNAP,C,2.4,0.985523322
GcG,SNAP,C,2.6,1.002999184
GcG,SNAP,C,2.8,0.982065162
GcG,SNAP,C,3,0.981823959
GcG,SNAP,C,3.2,0.978767549
GcG,SNAP,C,3.4,0.988809882
GcG,SNAP,C,3.6,0.982340401
GcG,SNAP,C,3.8,0.98435353
GcG,SNAP,C,4,0.980108395
GcG,SNAP,C,4.2,0.983479113
GcG,SNAP,C,4.4,0.97509073
GcG,SNAP,C,4.6,0.984116485
GcG,SNAP,C,4.8,0.976885856
GcG,SNAP,C,5,0.971548411
GcG,SNAP,C,5.2,0.97814331
GcG,SNAP,C,5.4,0.983949482
GcG,SNAP,C,5.6,0.986539901
GcG,SNAP,C,5.8,0.971209589
GcG,SNAP,C,6,0.976891438
GcG,SNAP,C,6.2,0.98429312
GcG,SNAP,C,6.4,0.990485611
GcG,SNAP,C,6.6,0.976835952
GcG,SNAP,C,6.8,0.996381413
GcG,SNAP,C,7,0.989047365
GcG,SNAP,C,7.2,0.989337597
GcG,SNAP,C,7.4,0.981679281
GcG,SNAP,C,7.6,0.981743412
GcG,SNAP,C,7.8,0.985832378
GcG,SNAP,C,8,0.978425553
GcG,SNAP,C,8.2,0.98692622
GcG,SNAP,C,8.4,0.977788509
GcG,SNAP,C,8.6,0.981058981
GcG,SNAP,C,8.8,1.001639515
GcG,SNAP,C,9,0.982893177
GcG,SNAP,C,9.2,0.98447446
GcG,SNAP,C,9.4,0.980348175
GcG,SNAP,C,9.6,1.006216141
GcG,SNAP,C,9.8,0.985748329
GcG,SNAP,C,10,0.994433182
GcG,SNAP,D,0.2,1.007551463
GcG,SNAP,D,0.4,1.011333606
GcG,SNAP,D,0.6,1.006384717
GcG,SNAP,D,0.8,0.998024819
GcG,SNAP,D,1,0.995753599
GcG,SNAP,D,1.2,0.9975931
GcG,SNAP,D,1.4,1.004618782
GcG,SNAP,D,1.6,0.988023277
GcG,SNAP,D,1.8,0.993308543
GcG,SNAP,D,2,0.997408095
GcG,SNAP,D,2.2,1.006158095
GcG,SNAP,D,2.4,1.007064087
GcG,SNAP,D,2.6,0.997908263
GcG,SNAP,D,2.8,0.995554929
GcG,SNAP,D,3,0.995630366
GcG,SNAP,D,3.2,1.003739495
GcG,SNAP,D,3.4,0.989206059
GcG,SNAP,D,3.6,0.982094083
GcG,SNAP,D,3.8,0.985249519
GcG,SNAP,D,4,0.980050921
GcG,SNAP,D,4.2,0.972140399
GcG,SNAP,D,4.4,0.977834672
GcG,SNAP,D,4.6,0.969390226
GcG,SNAP,D,4.8,0.978755577
GcG,SNAP,D,5,0.978577935
GcG,SNAP,D,5.2,0.970870575
GcG,SNAP,D,5.4,0.97117251
GcG,SNAP,D,5.6,0.968112478
GcG,SNAP,D,5.8,0.964193438
GcG,SNAP,D,6,0.963086343
GcG,SNAP,D,6.2,0.969455992
GcG,SNAP,D,6.4,0.96943484
GcG,SNAP,D,6.6,0.966890824
GcG,SNAP,D,6.8,0.967577493
GcG,SNAP,D,7,0.966206213
GcG,SNAP,D,7.2,0.972123739
GcG,SNAP,D,7.4,0.967033898
GcG,SNAP,D,7.6,0.972219018
GcG,SNAP,D,7.8,0.978786712
GcG,SNAP,D,8,0.97389423
GcG,SNAP,D,8.2,0.979263731
GcG,SNAP,D,8.4,0.980664462
GcG,SNAP,D,8.6,0.976598105
GcG,SNAP,D,8.8,0.971836031
GcG,SNAP,D,9,0.982036429
GcG,SNAP,D,9.2,0.985309481
GcG,SNAP,D,9.4,0.978937649
GcG,SNAP,D,9.6,0.983621603
GcG,SNAP,D,9.8,0.986833695
GcG,SNAP,D,10,0.990901799
GcG,SNAP,E,0.2,1.016969103
GcG,SNAP,E,0.4,1.010499317
GcG,SNAP,E,0.6,0.988733326
GcG,SNAP,E,0.8,0.99763135
GcG,SNAP,E,1,0.993696924
GcG,SNAP,E,1.2,1.002660614
GcG,SNAP,E,1.4,1.001895472
GcG,SNAP,E,1.6,1.008644477
GcG,SNAP,E,1.8,1.006635695
GcG,SNAP,E,2,0.972633721
GcG,SNAP,E,2.2,1.01053392
GcG,SNAP,E,2.4,1.007843705
GcG,SNAP,E,2.6,0.999745539
GcG,SNAP,E,2.8,1.010508453
GcG,SNAP,E,3,1.004949872
GcG,SNAP,E,3.2,1.005876835
GcG,SNAP,E,3.4,1.023086466
GcG,SNAP,E,3.6,1.013400003
GcG,SNAP,E,3.8,0.994020225
GcG,SNAP,E,4,0.975057734
GcG,SNAP,E,4.2,0.983863143
GcG,SNAP,E,4.4,0.991067464
GcG,SNAP,E,4.6,0.995993034
GcG,SNAP,E,4.8,0.993944739
GcG,SNAP,E,5,0.987097978
GcG,SNAP,E,5.2,0.981123251
GcG,SNAP,E,5.4,0.982964044
GcG,SNAP,E,5.6,0.985598073
GcG,SNAP,E,5.8,0.9739975
GcG,SNAP,E,6,0.987677773
GcG,SNAP,E,6.2,0.97993614
GcG,SNAP,E,6.4,0.972226939
GcG,SNAP,E,6.6,0.974461838
GcG,SNAP,E,6.8,0.991927506
GcG,SNAP,E,7,0.967014955
GcG,SNAP,E,7.2,0.987511497
GcG,SNAP,E,7.4,0.987683026
GcG,SNAP,E,7.6,0.981630072
GcG,SNAP,E,7.8,0.987306165
GcG,SNAP,E,8,0.977606798
GcG,SNAP,E,8.2,0.97449724
GcG,SNAP,E,8.4,0.99452636
GcG,SNAP,E,8.6,0.994938509
GcG,SNAP,E,8.8,0.991969189
GcG,SNAP,E,9,1.009418298
GcG,SNAP,E,9.2,0.992308021
GcG,SNAP,E,9.4,0.984240118
GcG,SNAP,E,9.6,0.987252834
GcG,SNAP,E,9.8,1.008909079
GcG,SNAP,E,10,1.0191863
GcG,SNAP,F,0.2,1.003266139
GcG,SNAP,F,0.4,0.999150144
GcG,SNAP,F,0.6,0.99920074
GcG,SNAP,F,0.8,1.005182529
GcG,SNAP,F,1,1.004386099
GcG,SNAP,F,1.2,0.998986886
GcG,SNAP,F,1.4,0.998953732
GcG,SNAP,F,1.6,0.998571467
GcG,SNAP,F,1.8,0.997294588
GcG,SNAP,F,2,0.995007676
GcG,SNAP,F,2.2,0.986791076
GcG,SNAP,F,2.4,0.994854291
GcG,SNAP,F,2.6,0.99414576
GcG,SNAP,F,2.8,0.998360896
GcG,SNAP,F,3,0.997350155
GcG,SNAP,F,3.2,0.991807727
GcG,SNAP,F,3.4,0.993132967
GcG,SNAP,F,3.6,0.988648661
GcG,SNAP,F,3.8,0.9862531
GcG,SNAP,F,4,0.985767772
GcG,SNAP,F,4.2,0.985214564
GcG,SNAP,F,4.4,0.988077554
GcG,SNAP,F,4.6,0.986385986
GcG,SNAP,F,4.8,0.98217858
GcG,SNAP,F,5,0.982721276
GcG,SNAP,F,5.2,0.983062225
GcG,SNAP,F,5.4,0.984287276
GcG,SNAP,F,5.6,0.984541033
GcG,SNAP,F,5.8,0.979973182
GcG,SNAP,F,6,0.974178069
GcG,SNAP,F,6.2,0.970644649
GcG,SNAP,F,6.4,0.975755196
GcG,SNAP,F,6.6,0.972607873
GcG,SNAP,F,6.8,0.973959928
GcG,SNAP,F,7,0.971973447
GcG,SNAP,F,7.2,0.970513541
GcG,SNAP,F,7.4,0.969558915
GcG,SNAP,F,7.6,0.968130338
GcG,SNAP,F,7.8,0.9627542
GcG,SNAP,F,8,0.96787437
GcG,SNAP,F,8.2,0.963448138
GcG,SNAP,F,8.4,0.959648034
GcG,SNAP,F,8.6,0.957994225
GcG,SNAP,F,8.8,0.956343973
GcG,SNAP,F,9,0.952934365
GcG,SNAP,F,9.2,0.951826171
GcG,SNAP,F,9.4,0.947442875
GcG,SNAP,F,9.6,0.948498877
GcG,SNAP,F,9.8,0.949123407
GcG,SNAP,F,10,0.944907815
