expression,solution,cell,time,intensity
GcG-mutNIT1,SNAP,A,9.21055,0.97961252
GcG-mutNIT1,SNAP,A,9.4737,0.985579672
GcG-mutNIT1,SNAP,A,9.73685,0.993408927
GcG-mutNIT1,SNAP,A,10,0.99768539
GcG-mutNIT1,SNAP,B,0.26345,1.004719501
GcG-mutNIT1,SNAP,B,0.5266,1.00505201
GcG-mutNIT1,SNAP,B,0.78975,0.993125849
GcG-mutNIT1,SNAP,B,1.0529,1.021425437
GcG-mutNIT1,SNAP,B,1.31605,1.009909648
GcG-mutNIT1,SNAP,B,1.5792,0.974605854
GcG-mutNIT1,SNAP,B,1.84235,0.997139067
GcG-mutNIT1,SNAP,B,2.1055,0.994022634
GcG-mutNIT1,SNAP,B,2.36865,1.017471413
GcG-mutNIT1,SNAP,B,2.6318,1.013064216
GcG-mutNIT1,SNAP,B,2.89495,0.968146457
GcG-mutNIT1,SNAP,B,3.1581,0.983067363
GcG-mutNIT1,SNAP,B,3.42125,0.961218748
GcG-mutNIT1,SNAP,B,3.6844,1.0103034
GcG-mutNIT1,SNAP,B,3.94755,0.983798746
GcG-mutNIT1,SNAP,B,4.2107,0.976590095
GcG-mutNIT1,SNAP,B,4.47385,0.984374177
GcG-mutNIT1,SNAP,B,4.737,0.9850705
GcG-mutNIT1,SNAP,B,5.00015,1.017856058
GcG-mutNIT1,SNAP,B,5.2633,1.00041612
GcG-mutNIT1,SNAP,B,5.52645,1.018784033
GcG-mutNIT1,SNAP,B,5.7896,1.003055931
GcG-mutNIT1,SNAP,B,6.05275,1.018225905
GcG-mutNIT1,SNAP,B,6.3159,1.007415773
GcG-mutNIT1,SNAP,B,6.57905,0.997908016
GcG-mutNIT1,SNAP,B,6.8422,1.001663855
GcG-mutNIT1,SNAP,B,7.10535,1.022359218
GcG-mutNIT1,SNAP,B,7.3685,1.007850277
GcG-mutNIT1,SNAP,B,7.63165,0.983062241
GcG-mutNIT1,SNAP,B,7.8948,0.997375045
GcG-mutNIT1,SNAP,B,8.15795,1.026176072
GcG-mutNIT1,SNAP,B,8.4211,0.985208922
GcG-mutNIT1,SNAP,B,8.68425,0.973525456
GcG-mutNIT1,SNAP,B,8.9474,0.980427097
GcG-mutNIT1,SNAP,B,9.21055,0.994259067
GcG-mutNIT1,SNAP,B,9.4737,1.004016234
GcG-mutNIT1,SNAP,B,9.73685,1.009233247
GcG-mutNIT1,SNAP,B,10,1.005659542
GcG-mutNIT1,SNAP,C,0.26345,0.997430137
GcG-mutNIT1,SNAP,C,0.5266,0.98918848
GcG-mutNIT1,SNAP,C,0.78975,1.004638734
GcG-mutNIT1,SNAP,C,1.0529,1.000116418
GcG-mutNIT1,SNAP,C,1.31605,0.9975161
GcG-mutNIT1,SNAP,C,1.5792,0.990369253
GcG-mutNIT1,SNAP,C,1.84235,1.013421076
GcG-mutNIT1,SNAP,C,2.1055,1.007319801
GcG-mutNIT1,SNAP,C,2.36865,1.011305371
GcG-mutNIT1,SNAP,C,2.6318,1.009782601
GcG-mutNIT1,SNAP,C,2.89495,1.002818338
GcG-mutNIT1,SNAP,C,3.1581,1.009542323
GcG-mutNIT1,SNAP,C,3.42125,0.988521631
GcG-mutNIT1,SNAP,C,3.6844,0.994389695
GcG-mutNIT1,SNAP,C,3.94755,0.988082086
GcG-mutNIT1,SNAP,C,4.2107,0.982896743
GcG-mutNIT1,SNAP,C,4.47385,0.982823524
GcG-mutNIT1,SNAP,C,4.737,0.992527012
GcG-mutNIT1,SNAP,C,5.00015,0.974573757
GcG-mutNIT1,SNAP,C,5.2633,0.980958177
GcG-mutNIT1,SNAP,C,5.52645,0.981664532
GcG-mutNIT1,SNAP,C,5.7896,0.981612977
GcG-mutNIT1,SNAP,C,6.05275,0.97803127
GcG-mutNIT1,SNAP,C,6.3159,1.000059418
GcG-mutNIT1,SNAP,C,6.57905,0.980624173
GcG-mutNIT1,SNAP,C,6.8422,0.99008831
GcG-mutNIT1,SNAP,C,7.10535,0.989034744
GcG-mutNIT1,SNAP,C,7.3685,0.987564802
GcG-mutNIT1,SNAP,C,7.63165,0.990614513
GcG-mutNIT1,SNAP,C,7.8948,0.990552995
GcG-mutNIT1,SNAP,C,8.15795,0.997130658
GcG-mutNIT1,SNAP,C,8.4211,0.987944452
GcG-mutNIT1,SNAP,C,8.68425,0.999537501
GcG-mutNIT1,SNAP,C,8.9474,0.990684025
GcG-mutNIT1,SNAP,C,9.21055,1.009632919
GcG-mutNIT1,SNAP,C,9.4737,1.001051582
GcG-mutNIT1,SNAP,C,9.73685,0.99834607
GcG-mutNIT1,SNAP,C,10,1.005326321
GcG-mutNIT1,SNAP,D,0.26345,0.986524367
GcG-mutNIT1,SNAP,D,0.5266,0.990250489
GcG-mutNIT1,SNAP,D,0.78975,0.983623883
GcG-mutNIT1,SNAP,D,1.0529,0.974894533
GcG-mutNIT1,SNAP,D,1.31605,0.984560992
GcG-mutNIT1,SNAP,D,1.5792,1.026481607
GcG-mutNIT1,SNAP,D,1.84235,1.016080408
GcG-mutNIT1,SNAP,D,2.1055,1.037583721
GcG-mutNIT1,SNAP,D,2.36865,1.020972048
GcG-mutNIT1,SNAP,D,2.6318,1.015248959
GcG-mutNIT1,SNAP,D,2.89495,1.02639966
GcG-mutNIT1,SNAP,D,3.1581,1.004852525
GcG-mutNIT1,SNAP,D,3.42125,0.997615205
GcG-mutNIT1,SNAP,D,3.6844,0.990339062
GcG-mutNIT1,SNAP,D,3.94755,1.010545276
GcG-mutNIT1,SNAP,D,4.2107,1.016023452
GcG-mutNIT1,SNAP,D,4.47385,0.992631622
GcG-mutNIT1,SNAP,D,4.737,0.997591144
GcG-mutNIT1,SNAP,D,5.00015,1.009121594
GcG-mutNIT1,SNAP,D,5.2633,1.020785951
GcG-mutNIT1,SNAP,D,5.52645,1.004533685
GcG-mutNIT1,SNAP,D,5.7896,1.006177986
GcG-mutNIT1,SNAP,D,6.05275,1.007684545
GcG-mutNIT1,SNAP,D,6.3159,1.012562468
GcG-mutNIT1,SNAP,D,6.57905,1.009605493
GcG-mutNIT1,SNAP,D,6.8422,1.006083949
GcG-mutNIT1,SNAP,D,7.10535,1.021866266
GcG-mutNIT1,SNAP,D,7.3685,1.016496075
GcG-mutNIT1,SNAP,D,7.63165,1.008930499
GcG-mutNIT1,SNAP,D,7.8948,1.021058529
GcG-mutNIT1,SNAP,D,8.15795,1.01704867
GcG-mutNIT1,SNAP,D,8.4211,0.996983452
GcG-mutNIT1,SNAP,D,8.68425,1.011350456
GcG-mutNIT1,SNAP,D,8.9474,1.014971731
GcG-mutNIT1,SNAP,D,9.21055,1.022581129
GcG-mutNIT1,SNAP,D,9.4737,1.020924971
GcG-mutNIT1,SNAP,D,9.73685,1.015836657
GcG-mutNIT1,SNAP,D,10,0.998117353
GcG-mutNIT1,SNAP,E,0.26345,1.009259415
GcG-mutNIT1,SNAP,E,0.5266,0.996798102
GcG-mutNIT1,SNAP,E,0.78975,1.009834262
GcG-mutNIT1,SNAP,E,1.0529,1.004638139
GcG-mutNIT1,SNAP,E,1.31605,0.992600761
GcG-mutNIT1,SNAP,E,1.5792,0.99135516
GcG-mutNIT1,SNAP,E,1.84235,1.009089201
GcG-mutNIT1,SNAP,E,2.1055,0.986424959
GcG-mutNIT1,SNAP,E,2.36865,1.043590505
GcG-mutNIT1,SNAP,E,2.6318,1.011465294
GcG-mutNIT1,SNAP,E,2.89495,1.004060392
GcG-mutNIT1,SNAP,E,3.1581,0.997568665
GcG-mutNIT1,SNAP,E,3.42125,0.990453887
GcG-mutNIT1,SNAP,E,3.6844,0.988269709
GcG-mutNIT1,SNAP,E,3.94755,0.985752605
GcG-mutNIT1,SNAP,E,4.2107,0.986781988
GcG-mutNIT1,SNAP,E,4.47385,0.984067168
GcG-mutNIT1,SNAP,E,4.737,0.978809741
GcG-mutNIT1,SNAP,E,5.00015,0.981101627
GcG-mutNIT1,SNAP,E,5.2633,0.981565164
GcG-mutNIT1,SNAP,E,5.52645,0.984165776
GcG-mutNIT1,SNAP,E,5.7896,0.976930288
GcG-mutNIT1,SNAP,E,6.05275,0.986855394
GcG-mutNIT1,SNAP,E,6.3159,0.978001875
GcG-mutNIT1,SNAP,E,6.57905,0.97289946
GcG-mutNIT1,SNAP,E,6.8422,0.983757043
GcG-mutNIT1,SNAP,E,7.10535,0.968334489
GcG-mutNIT1,SNAP,E,7.3685,0.967951258
GcG-mutNIT1,SNAP,E,7.63165,0.969388275
GcG-mutNIT1,SNAP,E,7.8948,0.979830523
GcG-mutNIT1,SNAP,E,8.15795,0.97695989
GcG-mutNIT1,SNAP,E,8.4211,0.973944545
GcG-mutNIT1,SNAP,E,8.68425,0.982630751
GcG-mutNIT1,SNAP,E,8.9474,0.969161356
GcG-mutNIT1,SNAP,E,9.21055,0.976639664
GcG-mutNIT1,SNAP,E,9.4737,0.977583941
GcG-mutNIT1,SNAP,E,9.73685,0.973346797
GcG-mutNIT1,SNAP,E,10,0.974721308
GcG-mutNIT1,SNAP,F,0.26345,0.997575918
GcG-mutNIT1,SNAP,F,0.5266,0.992199424
GcG-mutNIT1,SNAP,F,0.78975,0.997067218
GcG-mutNIT1,SNAP,F,1.0529,0.995665203
GcG-mutNIT1,SNAP,F,1.31605,1.002442882
GcG-mutNIT1,SNAP,F,1.5792,0.996931598
GcG-mutNIT1,SNAP,F,1.84235,1.01689753
GcG-mutNIT1,SNAP,F,2.1055,1.001220227
GcG-mutNIT1,SNAP,F,2.36865,1.023390938
GcG-mutNIT1,SNAP,F,2.6318,1.001303309
GcG-mutNIT1,SNAP,F,2.89495,0.991114796
GcG-mutNIT1,SNAP,F,3.1581,0.983280295
GcG-mutNIT1,SNAP,F,3.42125,0.979725541
GcG-mutNIT1,SNAP,F,3.6844,0.971689767
GcG-mutNIT1,SNAP,F,3.94755,0.969393856
GcG-mutNIT1,SNAP,F,4.2107,0.965288322
GcG-mutNIT1,SNAP,F,4.47385,0.976610349
GcG-mutNIT1,SNAP,F,4.737,0.970475413
GcG-mutNIT1,SNAP,F,5.00015,0.967082091
GcG-mutNIT1,SNAP,F,5.2633,0.970181597
GcG-mutNIT1,SNAP,F,5.52645,0.973085474
GcG-mutNIT1,SNAP,F,5.7896,0.973218438
GcG-mutNIT1,SNAP,F,6.05275,0.975501568
GcG-mutNIT1,SNAP,F,6.3159,0.960915699
GcG-mutNIT1,SNAP,F,6.57905,0.961389954
GcG-mutNIT1,SNAP,F,6.8422,0.970050044
GcG-mutNIT1,SNAP,F,7.10535,0.968418454
GcG-mutNIT1,SNAP,F,7.3685,0.975777041
GcG-mutNIT1,SNAP,F,7.63165,0.979743718
GcG-mutNIT1,SNAP,F,7.8948,0.980141116
GcG-mutNIT1,SNAP,F,8.15795,0.981546783
GcG-mutNIT1,SNAP,F,8.4211,0.986419308
GcG-mutNIT1,SNAP,F,8.68425,0.987074085
GcG-mutNIT1,SNAP,F,8.9474,0.993150092
GcG-mutNIT1,SNAP,F,9.21055,0.991704503
GcG-mutNIT1,SNAP,F,9.4737,0.990322158
GcG-mutNIT1,SNAP,F,9.73685,0.994877794
GcG-mutNIT1,SNAP,F,10,0.999129405
